block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks,review_priority
12,07:45,08:09,465.0,489.0,0.4,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.625,1.0,1,candidate_detected,high,07:57,12.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,07:30,15.0,"theme_changed, lexical_change_high",,Internacional,,,qui 18 20 05 | tele jornal | conselho europeu | bélgica contra mobilização de ativos russos | 20 05 | qui 18 | telej ornal | nws,a também reconsocoências legais e financiárias incluindo-se da própria rução. E esta simara é por isso já considerado um teste para a credibilidade da própria União Europeia.,12,medium
13,08:09,08:12,489.0,492.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,07:30,39.0,"theme_changed, lexical_change_high",,,,,orf | vrt nws | antugal | 20 05 | qui 18 | tele jornal | anv antugal | qui 18 20 05,,13,medium
14,08:12,08:21,492.0,501.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,07:30,42.0,"theme_changed, lexical_change_high",,,,,qui 18 20 06 | tele jornal | qui 18 7 20 06 | tele jo rnal,,14,medium
15,08:21,08:30,501.0,510.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Justiça/Segurança,,,,acho que está morto | é um beco sem saída | 20 06 | qui 18 | tele jornal | telejornal | qui 18 20 06 | acabou não tem suficiente,,15,medium
16,08:30,08:39,510.0,519.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 18 20 06 | tele jornal,,16,medium
17,08:39,08:42,519.0,522.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,porque isto é realmente uma ameaça | qual é a ameaça | 20 06 | qui 18 | tele jornal | eur,,17,medium
18,08:42,08:57,522.0,537.0,0.25,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Economia/Proteção Social,,,,bem haverá seguramente um défice | de 45 a 50 mil milhões de euros | eur | 20 06 | qui 18 | tele jornal | exatamente | o défice poderá ser maior,,18,medium
19,08:57,09:00,537.0,540.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 18 20 06 | tele jornal,,19,medium
20,09:00,09:54,540.0,594.0,0.9,Internacional,No speech,Internacional,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,"Internacional, Governo/Partidos",,,,ajuda à ucrânia | 20 06 | qui 18 | tele jornal | qui 18 20 06 | conselho europeu decide apoios a kiev | 110 | hadio not,,20,medium
21,09:54,11:30,594.0,690.0,1.6,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.625,1.0,2,candidate_detected,medium,10:06,12.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",False,,,,,Internacional,,,rtp pt | qui 18 20 07 | tele jornal | conselho europeu | 20 07 | qui 18 | bélgica contra mobilização de ativos russos | rtp,"a acordo para financiar a Ucrania. Nesse cenário perde credibilidade no papel que embissiona a torno grande palco da geopolítica mundial a parte da China, Russia e Estados Unidos. Os instrumentos existem, o dinheiro existe, uma exista maioria qualificada que pode permitir usar esses ativos rusos. Existe que a pacidade jurídica ela foi definida. Agora o que que está em causa, João, é avontado.",21,medium
22,11:30,12:45,690.0,765.0,1.25,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 18 20 09 | rtp | rtp pt | tele jornal | garantia após acordo de paz | 20 09 | qui 18 | aviso dos aliados contra novo ataque,,22,medium
23,12:45,13:06,765.0,786.0,0.35,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,e armas nucleares táticas | que voltaram para a bielorrússia | qui 18 20 10 | telejornal | e armas nucleares táticas que voltaram para a bielomússia | para mais as posições da linha da frente | com sistemas de misseis oreshnik | foram equipadas,,23,medium
24,13:06,13:15,786.0,795.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Internacional,,,,qui 18 20 10 | tele jornal | putin tem de saber que após um acordo de paz | 20 10 | qui 18 | telejornal | a reação será devastadora | se voltar a tentar atacar a ucrânia,,24,medium
25,13:15,13:18,795.0,798.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,a delinear as garantias de segurança | é exatamente assim que estamos | 20 11 | qui 18 | telejornal | do not push | dunuturo | the plant,,25,medium
26,13:18,13:33,798.0,813.0,0.25,Internacional,No speech,Internacional,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,weak_candidate_no_persistence,low,13:27,9.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",False,,,,Internacional,,,,qui 18 20 11 | tele jornal | garantias dos aliados de kiev | 20 11 | qui 18 | consequências devastadoras pa | consequências devastadoras para a rússia | 1914 1995,,26,medium
27,13:33,13:42,813.0,822.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,weak_candidate_no_persistence,low,13:39,6.0,2,new_body_terms,False,,,,,,,,ballia | qui 18 20 11 | tele jornal | babba | antónio mateus | jornalista | mad by | walla,,27,medium
28,13:42,14:18,822.0,858.0,0.6,Internacional,No speech,Internacional,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,"Greves/Trabalho, Internacional",,,,qui 18 20 11 | tele jornal | agricultores em protesto | milhares de produtores | milhares de produtores bloqueiam ruas de bruxelas | 20 11 | qui 18 | telejornal,,28,medium
29,14:18,14:24,858.0,864.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,14:30,12.0,"theme_changed, lexical_change_high, gap_high",,,,,qui 18 20 12 | tele jornal,,29,medium
30,14:24,15:18,864.0,918.0,0.9,Greves/Trabalho,Justiça/Segurança,Greves/Trabalho,low_conflict,True,OCR and speech themes conflict.,0.889,0.625,2,weak_candidate_no_persistence,low,14:54,30.0,4,"body_ocr_appeared_after_empty_baseline, new_body_terms, lexical_shift_from_baseline",True,14:30,6.0,"theme_changed, lexical_change_high, gap_high","Governo/Partidos, Justiça/Segurança, Greves/Trabalho, Internacional","Governo/Partidos, Justiça/Segurança, Greves/Trabalho, Cultura, Internacional",,,agricultores em protesto | 20 12 | qui 18 | tele jornal | confronto com polícia junto ao parlamento europeu | telejornal | telej ornal | at varo mendon,"Entre música e ánimes exaltados às portas do Parlamento Europeu, uma verdadeira batatada, a polícia respondeu com canhões de água e gas da crimoja. Também no chíper caravé neste solidariedade, um desenho além fronteiras neste setor que não é de agora. Os tratours já tinham sido as ruas em protesto contra o acordo entre a União Europeia e o Mercossu.","30, 31",high
31,15:18,15:21,918.0,921.0,0.05,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,15:00,18.0,"theme_changed, lexical_change_high, volume_change_high",,Internacional,,,editor de imagem | joão caldeirinha | jornalista | joão santos costa | qui 18 20 13 | telejornal | 20 13 | qui 18,a União Europeia e o Mercossu.,32,medium
32,15:21,15:51,921.0,951.0,0.5,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.3,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,15:00,21.0,"theme_changed, lexical_change_high, volume_change_high",,Internacional,,,qui 18 20 13 | tele jornal | porto x famalicão às 20h45 na rtp | 20 13 | qui 18 | telejornal | porto x famalicão as 20h45 na rtp | porto x famalicao as 20h45 na rtp,a União Europeia e o Mercossu.,33,medium
33,15:51,18:48,951.0,1128.0,2.95,Governo/Partidos,Ambiente/Meteorologia/Proteção Civil,Governo/Partidos,low_conflict,True,OCR and speech themes conflict.,0.949,0.179,6,late_body_ocr_change,low,,69.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",True,16:00,9.0,"theme_changed, lexical_change_high, semantic_change_high, volume_change_high","Governo/Partidos, Saúde","Saúde, Ambiente/Meteorologia/Proteção Civil, Educação, Justiça/Segurança, Internacional, Greves/Trabalho",,,qui 18 20 13 | tele jornal | ministra e as falhas na linha sns24 | 20 13 | qui 18 | telejornal | esforço da altice não tem sido o que precisamos | ana paula martins,"Estava que a linha estivesse mais reforçada, cerca de uma hora que espera, que é uma coisa que é intolerável numa linha, outras situações em que as pessoas não conseguem perceber aquilo que nós chamamos uma chamada de retorno. O alergamento sobre ponto de vista digital e tecnológico e também de recursos humanos, começarem em não ser os casos nos hospitais, também são os casos sobretudo nesses autores do ano, não tem sido aquilo, pesado os forços, tem sido feito pelo parceiro altice, não tem sido aquilo que nós precisaríamos para ter menos espécie. 65 mil portugueses que irão de Portugal no ano passado, este número é ligeiramente em frio ao do ano anterior. A Suíça continuá a ser o destino ma...",34,high
34,18:48,19:27,1128.0,1167.0,0.65,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.308,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,19:30,42.0,"lexical_change_high, semantic_change_high",Governo/Partidos,,,,1 milhão de processos pendentes resolvidos | relatório aima | qui 18 20 16 | telejornal | verif | 20 16 | qui 18 | tele jornal,"suas residências CPLP também o registro criminal de proteína de origem foi verificado, portanto, estamos a falar mais com a sensidade da minha.",35,medium
35,19:27,19:33,1167.0,1173.0,0.1,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.5,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,19:30,3.0,"lexical_change_high, semantic_change_high",,,,,editora de i | emanuel pre | paula me | reporter de i | artin links w | jornali | qui 18 20 17 | tele jornal,é o curnador de um observatório que acompanha as tendências de comunicação e dos médios retais na Penífula Ibérica. Este relatório demonstra então que a desinformação ou a disseminação de ideias falsas atingiu principalmente os imigrantes musulmanos. Foram identificadas nas rativas,36,medium
36,19:33,19:39,1173.0,1179.0,0.1,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,19:30,3.0,"lexical_change_high, semantic_change_high",,,,,qui 18 20 17 | tele jornal | telejornal | desinformação em portugal | 202,é o curnador de um observatório que acompanha as tendências de comunicação e dos médios retais na Penífula Ibérica. Este relatório demonstra então que a desinformação ou a disseminação de ideias falsas atingiu principalmente os imigrantes musulmanos. Foram identificadas nas rativas,37,medium
