block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks
17,25:45,25:48,1545.0,1548.0,0.05,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:30,15.0,"theme_changed, lexical_change_high, semantic_change_high",,Internacional,,,tvi 20 20,"Mas quero o desarmamento do Ramanse, quero seu desaparecimento enquanto ator político no futuro dos Pôls Chinanos de Gaza, não merece ainda como se sabe qual é a concordância por parte do grupo fundamentalista. E quanto à força internacional de estabilização para o território, está muito",29
18,25:48,27:21,1548.0,1641.0,1.55,Justiça/Segurança,Internacional,Justiça/Segurança,low_conflict,True,OCR and speech themes conflict.,1.0,0.774,4,weak_candidate_no_persistence,low,26:03,15.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",True,25:30,18.0,"theme_changed, lexical_change_high, semantic_change_high","Internacional, Justiça/Segurança","Internacional, Governo/Partidos, Justiça/Segurança",,,entrega de reféns israelitas | 20 20 | macroal | jornal nacional | tvi 20 20 | hamas ainda tem de devolver quatro corpos | miguel cabral de melo i jornalista | 351825 061,"Mas quero o desarmamento do Ramanse, quero seu desaparecimento enquanto ator político no futuro dos Pôls Chinanos de Gaza, não merece ainda como se sabe qual é a concordância por parte do grupo fundamentalista. E quanto à força internacional de estabilização para o território, está muito longe de se formar. Inédia Daniel voltou a avisar esta segunda-feira que nunca aceitará a participação de tropas turcas nessa força. Na Ucrania, a caminho do quarto anos de guerra, o governo de Zelens, que enfrenta agora um escândalo, o gabinetas antico-rupezão, o Cranianis, viu imagens de milhares de notas que diz que responderam um esquema de subor nos há maior empresa energética do país e que traem envolv...","30, 31, 32"
19,27:21,27:24,1641.0,1644.0,0.05,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,27:30,9.0,"lexical_change_high, volume_change_high",,"Justiça/Segurança, Internacional",,,criminosa já identificados | entre os membros da organização | 20 21,"maços de notas foram divulgadas por o cabinete anticorupção da Ucrania, no dia em que anunciou uma investigação em larga escala no setor energético do país. A operação levou mais de um ano, acumulou um milharde de horas de escutas e envolveu dezenas de buscas, incluindo esta segunda-feira aos secretórios da empresa pública, Energo Atom. Os investigadores dizem ter descoberto um esquema de subbornos no valor de 100 milhões de dólares. Sera-de-se",33
20,27:24,27:36,1644.0,1656.0,0.2,Governo/Partidos,Justiça/Segurança,Governo/Partidos,low_conflict,True,OCR and speech themes conflict.,1.0,0.5,2,weak_candidate_no_persistence,low,27:33,9.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,27:30,6.0,"lexical_change_high, volume_change_high",Governo/Partidos,"Justiça/Segurança, Internacional",,,do ministro da energia | estão um antigo conselheiro | 20 21 | o diretor executivo da proteção e | segurança da empresa nacional | jornal nacional | de produção de energia nuclear | energoatom,"maços de notas foram divulgadas por o cabinete anticorupção da Ucrania, no dia em que anunciou uma investigação em larga escala no setor energético do país. A operação levou mais de um ano, acumulou um milharde de horas de escutas e envolveu dezenas de buscas, incluindo esta segunda-feira aos secretórios da empresa pública, Energo Atom. Os investigadores dizem ter descoberto um esquema de subbornos no valor de 100 milhões de dólares. Sera-de-se tão novo na finalizia, o que é o choque de organização, que o ex-nurado na Cineastra Enerhetica.",34
21,27:36,38:21,1656.0,2301.0,10.75,Internacional,Internacional,Internacional,high,False,,0.735,0.253,16,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,27:30,6.0,"lexical_change_high, volume_change_high","Justiça/Segurança, Internacional, Economia/Proteção Social, Greves/Trabalho, Transportes/Mobilidade, Governo/Partidos","Internacional, Ambiente/Meteorologia/Proteção Civil, Governo/Partidos, Saúde, Economia/Proteção Social, Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",,,e quatro indivíduos que | trabalham nos escritórios | 20 21 | tvi 20 21 | right | jornal nacional | corrupção na ucrânia | tvi,"tão novo na finalizia, o que é o choque de organização, que o ex-nurado na Cineastra Enerhetica. O Cremlin decidiu importa abertamente a censura, o mesmo a dizer que Putin autorizou o Estado a se mirror o controle total da internet na Russia, a medida entre em vigor a um de março do próximo ano. Vladimir Putin promulgou uma resolução que concede ao órgão regulador das telecomunicações russas o poder total de vigiar o tráfico de dados móveis de cada utilizador. Esta resolução não admite sequer intervenções judiciais de Ivan e Vento-Aes se idade aos insatisfeitos, o controle da internet passa apenas isso, pelas mãos agentes do serviço federal de segurança, ou seja, o antigo KGB, com esta recul...","35, 36, 37"
22,38:21,38:33,2301.0,2313.0,0.2,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.25,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,38:30,9.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high, gap_high",,Internacional,,,o empate e as críticas à arbitragem | tvi 20 32 | 20 32 | jornal nacional | bitragem,"Já arrancou no Brasil a trigésima conferência da ONU sobre as altrações climáticas, os afiteriões brasileiros querem que esta seja a copo da implementação de medidas concretas e não mais um conjunto de promessas vazias, como tem vindo a acontecer em cada conferência anterior. O problema é que os três mil espliadores do mundo, ou seja, os Estados Unidos, China e India, não parecem estfar muito empenhados no sucesso da missão brasileira.",38
23,38:33,42:12,2313.0,2532.0,3.65,Internacional,Internacional,Internacional,high,False,,0.671,0.388,5,candidate_detected,high,39:03,30.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,38:30,3.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high, gap_high","Internacional, Ambiente/Meteorologia/Proteção Civil, Justiça/Segurança","Internacional, Abertura/Manchetes, Ambiente/Meteorologia/Proteção Civil, Justiça/Segurança",,,tvi 20 32 | começou a cop 30 no brasil | tvi começou a cop 30 no brasil | 20 33 | jornal nacional | eua não se fazem representar a alto nível | começou a cop 30 no brasil eua não se fazem representar a alto nível | tvi 20 33,"Já arrancou no Brasil a trigésima conferência da ONU sobre as altrações climáticas, os afiteriões brasileiros querem que esta seja a copo da implementação de medidas concretas e não mais um conjunto de promessas vazias, como tem vindo a acontecer em cada conferência anterior. O problema é que os três mil espliadores do mundo, ou seja, os Estados Unidos, China e India, não parecem estfar muito empenhados no sucesso da missão brasileira. Há usências que dizem mais do que mil discursos. A tragésima conferência das nossas unidas sobre alterações climáticas não conta com uma representação de alto nível dos Estados Unidos. O segundo país do mundo que imita mais gases causadores do Aquecimento Glob...",39
24,42:12,42:15,2532.0,2535.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,42:30,18.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high",,,,,20 36 | jornal nacional | 0 754 | a segu | 3 08 | 3 6,,40
25,42:15,46:45,2535.0,2805.0,4.5,Desporto,Desporto,Desporto,high,False,,0.667,0.5,6,late_body_ocr_change,low,,87.0,4,"body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,42:30,15.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high",Desporto,"Greves/Trabalho, Desporto, Saúde, Ambiente/Meteorologia/Proteção Civil",,,tvi 20 36 | 200 | igas confirma ierregularidades | tvi igas confirma ierregularidades | 20 36 | jornal nacional | tvi | 29 2 45 9 11 25 11,"A subir os protestos e muitas críticas à equipa e arbitragem. Mas como semos pelo jogo aos 17 minutos, o Benficas já estava inventarzen com asistencia de pavilhidas Sudacoff finalizou-te primeiro. Na segunda parte aos 57, o árbitro Marco Penalti por falta de Larrazaabal, da marca dos 11 metros pavilhidas fez o segundo desencarnados. E foi aos 62 minutos que gostava que o rei acineou mão de António Silva, o que gerou muita constastação pro parte do Benfica. Penalti, para o casapia, ao que trouvindo faz o mais difícil de fendeu o remate de Cassian, mas o Benfica foi infeliz na mesma com o autogoldo Tomás Areus. O flop porque está doente. Este é inadmissível que os passou mais uma vez hoje aqui...","41, 42"
26,46:45,47:54,2805.0,2874.0,1.15,Saúde,Abertura/Manchetes,Saúde,low_conflict,True,OCR and speech themes conflict.,0.783,0.556,2,late_body_ocr_change,low,,48.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,47:00,15.0,"theme_changed, gap_high","Saúde, Justiça/Segurança","Abertura/Manchetes, Saúde, Justiça/Segurança",,,tvi 20 41 | um gesto que pode salvar vidas | 20 41 | jornal nacional | 1 865 | escândalo no santa maria | 611 | igas confirma investigação ao médico miguel alpalhão,"Voltamos à notícia da abertura deste sessional nacional, a TVI TVC, sal ao relatório da IGAZ, que analisou as polêmicas cirurgias adicionais no hospital de Santa Maria, que permitiram que um sódermatulgista, amigual ao palhão, ganhasse 400 mil euros em apenas dez sábados. O documento é demolidor e corrobora todos os factos revelados a mais de meio-o-no, exclusivo da TVI. Falhou tudo no caso do Dermatilogista Miguel Álpaleão que ganhou 400 mil euros em 10 sábados. Falharam os mecanismos de controle, os registros biométricos, os serviços responsáveis pelo planeamento, processamento e controle interno. Mas já lavamos em detalhe. O relatório da Inspeção Geral das Adividades em saúde é a razador ...",43
27,47:54,55:39,2874.0,3339.0,7.75,Justiça/Segurança,Justiça/Segurança,Justiça/Segurança,high,False,,0.594,0.326,10,late_body_ocr_change,low,,72.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",False,,,,"Justiça/Segurança, Saúde, Ambiente/Meteorologia/Proteção Civil","Saúde, Justiça/Segurança",,,fisiolog | treouturro | 20 42 | 27deoutubro | fisiologi | dr 1949 | e fisiologi | medicin,"400 mil euros em 10 sábados. Falharam os mecanismos de controle, os registros biométricos, os serviços responsáveis pelo planeamento, processamento e controle interno. Mas já lavamos em detalhe. O relatório da Inspeção Geral das Adividades em saúde é a razador e confirma tudo que foi avançado na investigação dos exclusivos, desde logo a operação aos pais. Estas operações costaram, em CIG, quase 9 mil euros. E, Miguel Alpallão, recebeu 5.500. Foi por isso instalado um processo disciplinar plus Santa Maria que se encontrem fase de defesa. Mas a igas quer um processo autônomo para apurar indícios de eventual responsabilidade financeira. Os conclusivos avançam também que os episódios de pequena ...","44, 45"
28,55:39,55:54,3339.0,3354.0,0.25,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 20 49 | tvi 20 50 | 200 | cen | 20 50 | jornal nacional | rtp,,46
29,55:54,55:57,3354.0,3357.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,bl i | eu perdi tudo | tvi 20 50 | rdp | eu pensei que morria | naquele instante,,47
30,55:57,56:27,3357.0,3387.0,0.5,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,weak_candidate_no_persistence,low,56:18,21.0,3,"new_body_terms, lexical_shift_from_baseline",False,,,,,,,,tvi 20 50 | amanhã | a televisão feita por si | 20 50 | jornal nacional | 2 976 | um gesto que pode salvar vidas | lvi um gesto que pode salvar vidas,,48
31,56:27,56:51,3387.0,3411.0,0.4,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,11 06 | 21 06 | jornal nacional | 16 00 | 11 06 18 00 | 21 06 19 00 | 20 00,,49
32,56:51,57:45,3411.0,3465.0,0.9,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,weak_candidate_no_persistence,low,57:06,15.0,4,"body_ocr_appeared_after_empty_baseline, new_body_terms, lexical_shift_from_baseline",False,,,,,,,,está tudo bem | não está | 21 06 | 41 18 | jornal nacional | sim sim está | 11 06 42 18 | 11 06 43 18,,50
33,57:45,57:48,3465.0,3468.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,21 07 | jornal nacional | iiii | 1111 | iiiiii,,51
34,57:48,58:24,3468.0,3504.0,0.6,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 07 | 21 07 | jornal nacional | all the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state | tvi 21 08 | 21 08 | 11 08 | 6330,,52
