block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks,review_priority
17,25:45,25:48,1545.0,1548.0,0.05,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:30,15.0,"theme_changed, lexical_change_high, semantic_change_high",,Internacional,,,tvi 20 20,"Mas quero o desarmamento do Ramanse, quero seu desaparecimento enquanto ator político no futuro dos Pôls Chinanos de Gaza, não merece ainda como se sabe qual é a concordância por parte do grupo fundamentalista. E quanto à força internacional de estabilização para o território, está muito",29,medium
18,25:48,27:21,1548.0,1641.0,1.55,Justiça/Segurança,Internacional,Justiça/Segurança,low_conflict,True,OCR and speech themes conflict.,1.0,0.774,4,weak_candidate_no_persistence,low,26:03,15.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",True,25:30,18.0,"theme_changed, lexical_change_high, semantic_change_high","Internacional, Justiça/Segurança","Internacional, Governo/Partidos, Justiça/Segurança",,,entrega de reféns israelitas | 20 20 | macroal | jornal nacional | tvi 20 20 | hamas ainda tem de devolver quatro corpos | miguel cabral de melo i jornalista | 351825 061,"Mas quero o desarmamento do Ramanse, quero seu desaparecimento enquanto ator político no futuro dos Pôls Chinanos de Gaza, não merece ainda como se sabe qual é a concordância por parte do grupo fundamentalista. E quanto à força internacional de estabilização para o território, está muito longe de se formar. Inédia Daniel voltou a avisar esta segunda-feira que nunca aceitará a participação de tropas turcas nessa força. Na Ucrania, a caminho do quarto anos de guerra, o governo de Zelens, que enfrenta agora um escândalo, o gabinetas antico-rupezão, o Cranianis, viu imagens de milhares de notas que diz que responderam um esquema de subor nos há maior empresa energética do país e que traem envolv...","30, 31, 32",high
19,27:21,27:24,1641.0,1644.0,0.05,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,27:30,9.0,"lexical_change_high, volume_change_high",,"Justiça/Segurança, Internacional",,,criminosa já identificados | entre os membros da organização | 20 21,"maços de notas foram divulgadas por o cabinete anticorupção da Ucrania, no dia em que anunciou uma investigação em larga escala no setor energético do país. A operação levou mais de um ano, acumulou um milharde de horas de escutas e envolveu dezenas de buscas, incluindo esta segunda-feira aos secretórios da empresa pública, Energo Atom. Os investigadores dizem ter descoberto um esquema de subbornos no valor de 100 milhões de dólares. Sera-de-se",33,medium
20,27:24,27:36,1644.0,1656.0,0.2,Governo/Partidos,Justiça/Segurança,Governo/Partidos,low_conflict,True,OCR and speech themes conflict.,1.0,0.5,2,weak_candidate_no_persistence,low,27:33,9.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,27:30,6.0,"lexical_change_high, volume_change_high",Governo/Partidos,"Justiça/Segurança, Internacional",,,do ministro da energia | estão um antigo conselheiro | 20 21 | o diretor executivo da proteção e | segurança da empresa nacional | jornal nacional | de produção de energia nuclear | energoatom,"maços de notas foram divulgadas por o cabinete anticorupção da Ucrania, no dia em que anunciou uma investigação em larga escala no setor energético do país. A operação levou mais de um ano, acumulou um milharde de horas de escutas e envolveu dezenas de buscas, incluindo esta segunda-feira aos secretórios da empresa pública, Energo Atom. Os investigadores dizem ter descoberto um esquema de subbornos no valor de 100 milhões de dólares. Sera-de-se tão novo na finalizia, o que é o choque de organização, que o ex-nurado na Cineastra Enerhetica.",34,high
22,38:21,38:33,2301.0,2313.0,0.2,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.25,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,38:30,9.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high, gap_high",,Internacional,,,o empate e as críticas à arbitragem | tvi 20 32 | 20 32 | jornal nacional | bitragem,"Já arrancou no Brasil a trigésima conferência da ONU sobre as altrações climáticas, os afiteriões brasileiros querem que esta seja a copo da implementação de medidas concretas e não mais um conjunto de promessas vazias, como tem vindo a acontecer em cada conferência anterior. O problema é que os três mil espliadores do mundo, ou seja, os Estados Unidos, China e India, não parecem estfar muito empenhados no sucesso da missão brasileira.",38,medium
24,42:12,42:15,2532.0,2535.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,42:30,18.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high",,,,,20 36 | jornal nacional | 0 754 | a segu | 3 08 | 3 6,,40,medium
26,46:45,47:54,2805.0,2874.0,1.15,Saúde,Abertura/Manchetes,Saúde,low_conflict,True,OCR and speech themes conflict.,0.783,0.556,2,late_body_ocr_change,low,,48.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,47:00,15.0,"theme_changed, gap_high","Saúde, Justiça/Segurança","Abertura/Manchetes, Saúde, Justiça/Segurança",,,tvi 20 41 | um gesto que pode salvar vidas | 20 41 | jornal nacional | 1 865 | escândalo no santa maria | 611 | igas confirma investigação ao médico miguel alpalhão,"Voltamos à notícia da abertura deste sessional nacional, a TVI TVC, sal ao relatório da IGAZ, que analisou as polêmicas cirurgias adicionais no hospital de Santa Maria, que permitiram que um sódermatulgista, amigual ao palhão, ganhasse 400 mil euros em apenas dez sábados. O documento é demolidor e corrobora todos os factos revelados a mais de meio-o-no, exclusivo da TVI. Falhou tudo no caso do Dermatilogista Miguel Álpaleão que ganhou 400 mil euros em 10 sábados. Falharam os mecanismos de controle, os registros biométricos, os serviços responsáveis pelo planeamento, processamento e controle interno. Mas já lavamos em detalhe. O relatório da Inspeção Geral das Adividades em saúde é a razador ...",43,high
28,55:39,55:54,3339.0,3354.0,0.25,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 20 49 | tvi 20 50 | 200 | cen | 20 50 | jornal nacional | rtp,,46,medium
29,55:54,55:57,3354.0,3357.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,bl i | eu perdi tudo | tvi 20 50 | rdp | eu pensei que morria | naquele instante,,47,medium
30,55:57,56:27,3357.0,3387.0,0.5,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,weak_candidate_no_persistence,low,56:18,21.0,3,"new_body_terms, lexical_shift_from_baseline",False,,,,,,,,tvi 20 50 | amanhã | a televisão feita por si | 20 50 | jornal nacional | 2 976 | um gesto que pode salvar vidas | lvi um gesto que pode salvar vidas,,48,medium
31,56:27,56:51,3387.0,3411.0,0.4,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,11 06 | 21 06 | jornal nacional | 16 00 | 11 06 18 00 | 21 06 19 00 | 20 00,,49,medium
32,56:51,57:45,3411.0,3465.0,0.9,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,weak_candidate_no_persistence,low,57:06,15.0,4,"body_ocr_appeared_after_empty_baseline, new_body_terms, lexical_shift_from_baseline",False,,,,,,,,está tudo bem | não está | 21 06 | 41 18 | jornal nacional | sim sim está | 11 06 42 18 | 11 06 43 18,,50,medium
33,57:45,57:48,3465.0,3468.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,21 07 | jornal nacional | iiii | 1111 | iiiiii,,51,medium
34,57:48,58:24,3468.0,3504.0,0.6,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 07 | 21 07 | jornal nacional | all the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state | tvi 21 08 | 21 08 | 11 08 | 6330,,52,medium
35,58:24,59:06,3504.0,3546.0,0.7,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 08 | o que é que | se está a passar | 21 08 | jornal nacional | langle i rangle | está tudo bem | tod,,53,medium
36,59:06,59:24,3546.0,3564.0,0.3,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,21 08 | 11 08 | 21 09 | jornal nacional | tvi 21 09 | estou | estás bem | o que é que se passa está tudo bem,,54,medium
37,59:24,59:33,3564.0,3573.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,fique aqui | 21 09 | tvi 21 09 | 11 09 | eu não percebi mas,,55,medium
38,59:33,01:00:00,3573.0,3600.0,0.45,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Justiça/Segurança,,,,foge | tvi 21 09 | porque é que não vals | à policia | 21 09 | jornal nacional | 111 | 1111,,56,medium
39,01:00:00,01:00:24,3600.0,3624.0,0.4,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,21 09 24 09 | 21 09 | 25 09 | 21 09 26 09 | 27 09 | jornal nacional | 21 09 28 09 | 21 09 29 09,,57,medium
40,01:00:24,01:00:36,3624.0,3636.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,fique aqui | tvi 21 10 | 1v 21 10 | 21 10 | jornal nacional | tvi 21 10 53 22 | 11 10 54 22,,58,medium
41,01:00:36,01:00:42,3636.0,3642.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 10 | 6883,,59,medium
42,01:00:42,01:00:48,3642.0,3648.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 10 92 16 | 1111 | tvi 21 10 03 16 | 111 | 11111 | tvi 21 10 05 04 | 21 10 06 04 | jornal nacional,,60,medium
43,01:00:48,01:01:42,3648.0,3702.0,0.9,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.222,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:01:30,42.0,"lexical_change_high, semantic_change_high, gap_high",,,,,6333 | tvi 21 10 | 168 | 21 10 | jornal nacional | telbist | 21 11 | tvi 21 11,"Estava nadando contra a idade, mas não errou, e, de repente, se sentou ali um encontrão, o que que pensou? Eu achei muito estranho em encontrão, mas não uma percebida que poderia ser algo mais do que o próprio encontrão. E, reparonar-lo um gesto que estava no fuzerno? Não, não. Não, não. Já uma vez que o senhor vinha falar daqueles gestos. Já vinha em redes sociais, mas nunca pensei como fosse acontecer. Porque é uma coisa muito rápida, muito escrita, não é? Exatamente, e pouco comum de se ver.",61,medium
44,01:01:42,01:01:45,3702.0,3705.0,0.05,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:01:30,12.0,"lexical_change_high, semantic_change_high, gap_high",,,,,21 11 | 26 07 | jornal nacional | 27 07 | tvi 21 11 | 28 07,"Estava nadando contra a idade, mas não errou, e, de repente, se sentou ali um encontrão, o que que pensou? Eu achei muito estranho em encontrão, mas não uma percebida que poderia ser algo mais do que o próprio encontrão. E, reparonar-lo um gesto que estava no fuzerno? Não, não. Não, não. Já uma vez que o senhor vinha falar daqueles gestos. Já vinha em redes sociais, mas nunca pensei como fosse acontecer. Porque é uma coisa muito rápida, muito escrita, não é? Exatamente, e pouco comum de se ver.",62,medium
45,01:01:45,01:01:54,3705.0,3714.0,0.15,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:01:30,15.0,"lexical_change_high, semantic_change_high, gap_high",,,,,tvi 21 11 | tvi 21 11 30 07 | 6600 | 6520,"Estava nadando contra a idade, mas não errou, e, de repente, se sentou ali um encontrão, o que que pensou? Eu achei muito estranho em encontrão, mas não uma percebida que poderia ser algo mais do que o próprio encontrão. E, reparonar-lo um gesto que estava no fuzerno? Não, não. Não, não. Já uma vez que o senhor vinha falar daqueles gestos. Já vinha em redes sociais, mas nunca pensei como fosse acontecer. Porque é uma coisa muito rápida, muito escrita, não é? Exatamente, e pouco comum de se ver.",63,medium
46,01:01:54,01:01:57,3714.0,3717.0,0.05,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:01:30,24.0,"lexical_change_high, semantic_change_high, gap_high",,,,,21 11 | jornal nacional | 6630 | 6639,"Estava nadando contra a idade, mas não errou, e, de repente, se sentou ali um encontrão, o que que pensou? Eu achei muito estranho em encontrão, mas não uma percebida que poderia ser algo mais do que o próprio encontrão. E, reparonar-lo um gesto que estava no fuzerno? Não, não. Não, não. Já uma vez que o senhor vinha falar daqueles gestos. Já vinha em redes sociais, mas nunca pensei como fosse acontecer. Porque é uma coisa muito rápida, muito escrita, não é? Exatamente, e pouco comum de se ver.",64,medium
47,01:01:57,01:03:06,3717.0,3786.0,1.15,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.; Low speech coverage inside OCR block.,0.043,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,01:01:30,27.0,"lexical_change_high, semantic_change_high, gap_high",,,,,tvi 21 11 | 21 11 | 21 12 | jornal iacional | jornal nacional | tvi 21 12 | 2 3 | 188,"Estava nadando contra a idade, mas não errou, e, de repente, se sentou ali um encontrão, o que que pensou? Eu achei muito estranho em encontrão, mas não uma percebida que poderia ser algo mais do que o próprio encontrão. E, reparonar-lo um gesto que estava no fuzerno? Não, não. Não, não. Já uma vez que o senhor vinha falar daqueles gestos. Já vinha em redes sociais, mas nunca pensei como fosse acontecer. Porque é uma coisa muito rápida, muito escrita, não é? Exatamente, e pouco comum de se ver.",65,medium
48,01:03:06,01:03:09,3786.0,3789.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Justiça/Segurança,,,,24 0 5 | tvi 21 12 | talvez chamar a polícia | 21 12 | 27 04 | tvi | 21 13 | 2840 4,,66,medium
49,01:03:09,01:03:12,3789.0,3792.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,ou ir lá e perguntar | se estava tudo bem | awas | tvi 21 13 | 11 21 13 31 08,,67,medium
50,01:03:12,01:03:15,3792.0,3795.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 13 | 29 15,,68,medium
51,01:03:15,01:03:21,3795.0,3801.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,30 15 | tvi 21 13 | 31 15 | 21 13 | 32 15 | jornal nacional | já a seguir | 21 13 35 11,,69,medium
52,01:03:21,01:03:24,3801.0,3804.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,41 18 | tvi 21 13 | hhip,,70,medium
53,01:03:24,01:03:36,3804.0,3816.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 13 | 1v 21 13 | 21 13 | hhhid | jornal nacional,,71,medium
54,01:03:36,01:04:03,3816.0,3843.0,0.45,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 13 | 21 13 | jornal nacional | 18 0,,72,medium
55,01:04:03,01:04:06,3843.0,3846.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 13,,73,medium
56,01:04:06,01:04:18,3846.0,3858.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 13 | 21 13 | vês o que está a acontece r | 21 14 | vês o que está a acontecer | tvi 21 14 | jornal nacional | não me está a acontecer,,74,medium
57,01:04:18,01:04:27,3858.0,3867.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tvi 21 14 | cres | 21 14 | jornal nacional,,75,medium
58,01:04:27,01:04:30,3867.0,3870.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,21 14 | jornal nacional | cont | tvi 21 14,,76,medium
