block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
4,57.0,66.0,00:57,01:06,9.0,0.15,1,60.0,90.0,01:00,01:30,30.0,6.0,0.6666666666666666,0.2,Other/Unknown,,tvi 19 55 | 19 55 | amos derrotar | o pacote,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"Porém, se começamos este sinal nacional com os momentos de alta atenção que se vivem a esta hora na Assembleia da República. Depois de uma manifestação que se iniciou de forma pacífica no rossil a improteste contra o pacote laboral, os anemos exaltaram-se a chegada ao Parlamento. Um grupo de pessoas que vemos agora em imagem começou a remissar objetos em semas, garrafas e pedras contra as escadarias",1,
5,66.0,195.0,01:06,03:15,129.0,2.15,1,60.0,90.0,01:00,01:30,30.0,24.0,0.18604651162790697,0.8,Greves/Trabalho,"Greves/Trabalho, Justiça/Segurança",19 55 | tvi | depro dar | greve geral em todo o país | tvi 19 55 | cresce a tensão na escadaria da assembleia | ânimos sobem de tom em frente à assembleia | tvi 19 56,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"Porém, se começamos este sinal nacional com os momentos de alta atenção que se vivem a esta hora na Assembleia da República. Depois de uma manifestação que se iniciou de forma pacífica no rossil a improteste contra o pacote laboral, os anemos exaltaram-se a chegada ao Parlamento. Um grupo de pessoas que vemos agora em imagem começou a remissar objetos em semas, garrafas e pedras contra as escadarias",1,
6,195.0,615.0,03:15,10:15,420.0,7.0,11,360.0,390.0,06:00,06:30,30.0,30.0,0.07142857142857142,1.0,Greves/Trabalho,"Justiça/Segurança, Greves/Trabalho, Governo/Partidos",greve geral em todo o país | polícia desce escadaria da ar para conter ânimos | tvi 19 57 | 19 57 | tvi | polícia desce escadaria da ar para conter ânim | polícia desce escadaria da ar para conter ânimo | tvi 19 58,Other/Unknown,,,,"cima da escadaria, onde está aqui numa posição expectante de vigilância e de monitorização daquilo que vai acontecer no lá embaixo, onde iria que estamos pranto um jogo de paciência por partes das autoridades e da alguma em paciência por parte daquilo que ela vai se estando embaixo e continuam a remissar objetos para a escadaria de dar sempre a era republicana.",4,
6,195.0,615.0,03:15,10:15,420.0,7.0,12,390.0,420.0,06:30,07:00,30.0,30.0,0.07142857142857142,1.0,Greves/Trabalho,"Justiça/Segurança, Greves/Trabalho, Governo/Partidos",greve geral em todo o país | polícia desce escadaria da ar para conter ânimos | tvi 19 57 | 19 57 | tvi | polícia desce escadaria da ar para conter ânim | polícia desce escadaria da ar para conter ânimo | tvi 19 58,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"Apacotas e pacotas e o que Luís Montenegro e o executivo apresentaram para a lei laboral, não agrada nem aos sindicatos, nem ao povo. Por isso, para a lei da greva geral, foram marcadas manifestações em várias cidades do país. Em Lisboa, do recio, a Assembleia foi um polinho e",5,
6,195.0,615.0,03:15,10:15,420.0,7.0,13,420.0,450.0,07:00,07:30,30.0,30.0,0.07142857142857142,1.0,Greves/Trabalho,"Justiça/Segurança, Greves/Trabalho, Governo/Partidos",greve geral em todo o país | polícia desce escadaria da ar para conter ânimos | tvi 19 57 | 19 57 | tvi | polícia desce escadaria da ar para conter ânim | polícia desce escadaria da ar para conter ânimo | tvi 19 58,Greves/Trabalho,Greves/Trabalho,,,"muita gente pediu para o Luís por um trabalho, isto porque já estão a ver o futuro a ficar aportado. O que está em casa é o conjunto de restrições, o conjunto de prohibições, o conjunto de limitações aos direitos que o que vem de pire impor sem nenhuma razão só para agradir o mundo do trabalho. Bem, nós estamos aqui para rejetar um pouco a laboral, porque estamos todos em conjunto a lutar contra a precariedade e contra a tentativa de atacar os direitos dos trabalhadores, fingindo que se está anugenciar,","5, 6",
6,195.0,615.0,03:15,10:15,420.0,7.0,14,450.0,480.0,07:30,08:00,30.0,30.0,0.07142857142857142,1.0,Greves/Trabalho,"Justiça/Segurança, Greves/Trabalho, Governo/Partidos",greve geral em todo o país | polícia desce escadaria da ar para conter ânimos | tvi 19 57 | 19 57 | tvi | polícia desce escadaria da ar para conter ânim | polícia desce escadaria da ar para conter ânimo | tvi 19 58,Greves/Trabalho,Greves/Trabalho,,,"que não se está anugenciar, se está a pertenir retirar direitos ou muitos ou poucos, e nós não aceitamos nem retirar muitos nem poucos, queremos melhorar as nossas condições de vida e trabalho. É assim, as razões é que nós somos trabalhadores das atacas da Miss Record de Lisboa, estamos a vários anos arrecimos verdes.",6,
6,195.0,615.0,03:15,10:15,420.0,7.0,19,600.0,630.0,10:00,10:30,30.0,15.0,0.03571428571428571,0.5,Greves/Trabalho,"Justiça/Segurança, Greves/Trabalho, Governo/Partidos",greve geral em todo o país | polícia desce escadaria da ar para conter ânimos | tvi 19 57 | 19 57 | tvi | polícia desce escadaria da ar para conter ânim | polícia desce escadaria da ar para conter ânimo | tvi 19 58,Saúde,"Saúde, Educação",,,"O que desde o Itimeia, eu não consigo pegar o que o camioneta deixou de um coboio. Em dia de gravisar alo, o país ficou superimido, apesar dos serviços mínimos. Não são nos coboios, mas também na educação e na saúde. Nos hospitales, são José, por exemplo, a sala de espera para as consultas costuma estar abarrotar de pessoas. Dizer que as consultas ternas, pelo meu conhecimento, não têm técnicos auxiliais de",7,
7,615.0,696.0,10:15,11:36,81.0,1.35,19,600.0,630.0,10:00,10:30,30.0,15.0,0.18518518518518517,0.5,Governo/Partidos,"Governo/Partidos, Greves/Trabalho, Educação",governo fala em adesão inexpressiva | greve geral em todo o país | 20 04 | tvi | 11 df7 r | 11 de7 | geral | www cgtp pt,Saúde,"Saúde, Educação",,,"O que desde o Itimeia, eu não consigo pegar o que o camioneta deixou de um coboio. Em dia de gravisar alo, o país ficou superimido, apesar dos serviços mínimos. Não são nos coboios, mas também na educação e na saúde. Nos hospitales, são José, por exemplo, a sala de espera para as consultas costuma estar abarrotar de pessoas. Dizer que as consultas ternas, pelo meu conhecimento, não têm técnicos auxiliais de",7,
7,615.0,696.0,10:15,11:36,81.0,1.35,20,630.0,660.0,10:30,11:00,30.0,30.0,0.37037037037037035,1.0,Governo/Partidos,"Governo/Partidos, Greves/Trabalho, Educação",governo fala em adesão inexpressiva | greve geral em todo o país | 20 04 | tvi | 11 df7 r | 11 de7 | geral | www cgtp pt,Saúde,"Saúde, Greves/Trabalho",,,"saúde, não têm enfermeiros, têm apenas alguns assicentes técnicos e muito poucos médicos. No porto no hospital de São João não é possível, mas carar a greve só se atende o que é urgente.",7,
7,615.0,696.0,10:15,11:36,81.0,1.35,21,660.0,690.0,11:00,11:30,30.0,30.0,0.37037037037037035,1.0,Governo/Partidos,"Governo/Partidos, Greves/Trabalho, Educação",governo fala em adesão inexpressiva | greve geral em todo o país | 20 04 | tvi | 11 df7 r | 11 de7 | geral | www cgtp pt,Justiça/Segurança,Justiça/Segurança,,,"Sandra, a polícia",8,
7,615.0,696.0,10:15,11:36,81.0,1.35,22,690.0,720.0,11:30,12:00,30.0,6.0,0.07407407407407407,0.2,Governo/Partidos,"Governo/Partidos, Greves/Trabalho, Educação",governo fala em adesão inexpressiva | greve geral em todo o país | 20 04 | tvi | 11 df7 r | 11 de7 | geral | www cgtp pt,Justiça/Segurança,Justiça/Segurança,,,"está a fazer exatamente 5 feias, aproximadamente 3 quartos. Agora está este indir o fogo que estava lá o fim da escadarinha. Aqui um pouco mais acima, há também algumas munições de borracha que estão acertados para a polícia e como se vê, toda a zona do lá que ficou desfateiada em muitos poços de um desmazação em tudo similar. Aqui um pouco mais reforçadas, aqui para a intervenção rápida, são mais elementos do hombro daqueles que tiram há pouco, mas também aqui o foco de",8,
8,696.0,999.0,11:36,16:39,303.0,5.05,22,690.0,720.0,11:30,12:00,30.0,24.0,0.07920792079207921,0.8,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,Justiça/Segurança,Justiça/Segurança,,,"está a fazer exatamente 5 feias, aproximadamente 3 quartos. Agora está este indir o fogo que estava lá o fim da escadarinha. Aqui um pouco mais acima, há também algumas munições de borracha que estão acertados para a polícia e como se vê, toda a zona do lá que ficou desfateiada em muitos poços de um desmazação em tudo similar. Aqui um pouco mais reforçadas, aqui para a intervenção rápida, são mais elementos do hombro daqueles que tiram há pouco, mas também aqui o foco de",8,
8,696.0,999.0,11:36,16:39,303.0,5.05,23,720.0,750.0,12:00,12:30,30.0,30.0,0.09900990099009901,1.0,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,Cultura,"Greves/Trabalho, Cultura",,,"Era um pouco mais terso, portanto talvez por isso eu vejo que consigo me juntar em um estinturma, mas talvez eu acho que deixo mais a ser utilizado, escreja-se aqui um pouco esta nuvem de fume, e há alguns agentes que estão aqui a meia da escadaria, e que estão a esperar alguma município. Acho enquanto forma quase ironica, se está a ouvir a música, lá se... Esmas e cosinamento com os manifestantes, para esse clássico... Não vai ser algo surreal,",9,
8,696.0,999.0,11:36,16:39,303.0,5.05,24,750.0,780.0,12:30,13:00,30.0,30.0,0.09900990099009901,1.0,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,Greves/Trabalho,"Justiça/Segurança, Greves/Trabalho, Cultura",,,"depois de ter me estado aqui, a estar ouvir músicas de protesto, canções de intervenção, numa altura em que a polícia deixa até ao fundo da escadaria, quem está a tomar conta de abandono o senhora por assim dizer, deste protesto, que já, como dissemos várias vezes, já não está relacionado com a manifestação da greva geral, mas quem está a tomar conta de esta sensora, resolve com o carrega de altura a música, lá se dizem-se que, se enquadram o espírito",9,
8,696.0,999.0,11:36,16:39,303.0,5.05,25,780.0,810.0,13:00,13:30,30.0,30.0,0.09900990099009901,1.0,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,Cultura,Cultura,,,"natalismo ainda que, completamente dissonente, relativamente aos espíritos que se têm de ir aqui, já que a música fala de tudo menos de violência, de desordem, e daqui uma que temos assistido durante as últimas horas, com o contínuo a remesa do objects, e do garrafas para a escadaria da Asemba e da República, com cachotes de liso, a serem, a sessão de José Zé, os objetos a serem atirados para a escadaria, como o vídeo de ar-urbanho ter destruído e",9,
8,696.0,999.0,11:36,16:39,303.0,5.05,26,810.0,840.0,13:30,14:00,30.0,30.0,0.09900990099009901,1.0,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho",,,"acercam a mano, e, mais uma vez, tal como aconteceu a polo, a polícia vai recuando e vai voltar aqui ao topo da escadaria, e os manifestantes voltam a aproximar-se das grades, voltam com algumas palavras de protesto com o misto de provocação às autoridades, e aproximam-se do gradimento. E no meio de tudo isto, vamos ouvindo o lasco e se mas é de facto um cenário que já viu muita coisa, mas isto é de facto quase que inimaginável,","9, 10",
8,696.0,999.0,11:36,16:39,303.0,5.05,27,840.0,870.0,14:00,14:30,30.0,30.0,0.09900990099009901,1.0,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,Justiça/Segurança,"Justiça/Segurança, Cultura",,,"normal porém que vão cantando e vão dançando ao som dessa música lá embaixo e vão atirando garrafas também ao mesmo tempo, a polícia regula e volta de tens de uma altura em que praticamente estão aqui tantos elementos da polícia como pessoas que lá estão embaixo num ar. Resta tentando saber até que vai permanecer a estatutua de basicamente vigilante com esta segunda intervenção numa altura, em que sempre disse que também por não ter grandes e feitos prátidos porque este objetos já",10,
8,696.0,999.0,11:36,16:39,303.0,5.05,28,870.0,900.0,14:30,15:00,30.0,30.0,0.09900990099009901,1.0,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",,,"estão a arbeir outra vez, os manifestantes já se voltaram a aproximar do gradimento e já voltaram a remissar objetos para a cicada Muita um desordenada em furia não sabemos ao certo canção. Os outros vandalismo estão bem evidentes nestas imagens. Certes, certeza, temos apenas a de que não pertencem a centrais indicais responsáveis pela manifestação marcada para o dia da greva geral. Ora, o setor dos transportes foi dos mais afetados pela paralisação.","10, 11",
8,696.0,999.0,11:36,16:39,303.0,5.05,29,900.0,930.0,15:00,15:30,30.0,30.0,0.09900990099009901,1.0,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,Other/Unknown,,,,"No Porto S, TCP nem se quer conseguir o cumprir os serviços mínimos. Gelys Boa ou Vúscan Selatos com boios que nem chegaram a arrancar, autocar quase todos as estações e o método de Lisboa, e isso nem se quer abriu as portas.",11,
8,696.0,999.0,11:36,16:39,303.0,5.05,30,930.0,960.0,15:30,16:00,30.0,30.0,0.09900990099009901,1.0,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,Other/Unknown,,,,E eu vim com o bastante medo a pensar que os barcos são estarábos rotares e sempre se lintrar. Os barcos,12,
8,696.0,999.0,11:36,16:39,303.0,5.05,31,960.0,990.0,16:00,16:30,30.0,30.0,0.09900990099009901,1.0,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",,CHEGA,"estavam quase vazios por que há muita gente está a fazer greve, há muita gente se ficar em casa e o tarco contra este um dia os jogos de verde. Na estrada também era visível a adesão a greve, os acessos a capital estavam quase todos desempedidos. Na ferroviou também menos com boios a circular, segundo o CP foram suprimidas 820 viagens mais de 75% do total. Os unidos que estão situaculares, são os que são os que são os serviços mínimos. Isso para dizer que é a madesão de 100% do trabalhador chega ao viário. Na Fertá, usados a uma gravefem foi notória,","12, 13",
8,696.0,999.0,11:36,16:39,303.0,5.05,32,990.0,1020.0,16:30,17:00,30.0,9.0,0.0297029702970297,0.3,Justiça/Segurança,"Justiça/Segurança, Greves/Trabalho, Transportes/Mobilidade",greve geral em todo o país | tvi 20 05 | polícia desce escadaria da ar para conter ânimos | 20 05 | tvi | tvi 20 06 | 20 06 | polícia desce escadaria da ar para conter ânimo,Transportes/Mobilidade,Transportes/Mobilidade,,,"quer no número de convoyos, quer no número de passageiros, até às 10 da manhã a empresa conseguiu fazer apenas 12 ligações, três delas, Lisboa, fora d'hora de ponta, não ouve convoyos para capital. No Porto O cenário Repetiu-se, este CP nem sequer conseguiu cumprir os serviços mínimos. A cidade só","13, 14",
9,999.0,1293.0,16:39,21:33,294.0,4.9,32,990.0,1020.0,16:30,17:00,30.0,21.0,0.07142857142857142,0.7,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",acessos à capital estavam desimpedidos de manhã | greve transportes paralisados | 20 10 | 20 11 | tvi 20 11 | te de grevi | ete de grev | 111,Transportes/Mobilidade,Transportes/Mobilidade,,,"quer no número de convoyos, quer no número de passageiros, até às 10 da manhã a empresa conseguiu fazer apenas 12 ligações, três delas, Lisboa, fora d'hora de ponta, não ouve convoyos para capital. No Porto O cenário Repetiu-se, este CP nem sequer conseguiu cumprir os serviços mínimos. A cidade só","13, 14",
9,999.0,1293.0,16:39,21:33,294.0,4.9,33,1020.0,1050.0,17:00,17:30,30.0,30.0,0.10204081632653061,1.0,Greves/Trabalho,"Greves/Trabalho, Transportes/Mobilidade",acessos à capital estavam desimpedidos de manhã | greve transportes paralisados | 20 10 | 20 11 | tvi 20 11 | te de grevi | ete de grev | 111,Eleições/Campanha,Eleições/Campanha,,,"não orgulhou no caos porque havia também muito menos pessoas à procura de transporte e a circular nas estradas. A estação de campanha também estava assim, praticamente vazia em hora de ponta, não havia passageiros nem com boios. Eu só tinha a Chinkimei a cheia de medo amanhã e até o momento não foi possível apanhar ainda o convoy, eu vou ter que guardar agora, que seja possível. Ou então alguém que venha cá, me escorra, nesse caso, alguém da família. Nós, na Orbanha, aqui do Porto, estamos a falar em cerca dos anos 1984 que já tinha",14,
