block_id,speech_theme,speech_theme_support_sec,speech_theme_support_ratio,speech_total_overlap_sec,speech_coverage_ratio,n_speech_windows,speech_themes_present,speech_candidates_present,speech_parties_present,speech_source_segments,speech_text,speech_excerpt
14,Transportes/Mobilidade,120.0,0.28169014084507044,426.0,0.8304093567251462,15,"Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Transportes/Mobilidade, Eleições/Campanha, Governo/Partidos, Saúde, Educação, Desporto, Internacional, Abertura/Manchetes, Cultura, Economia/Proteção Social",,,"11, 12, 13, 14, 15","caras caso os ánimos se voltem a exaltar aqui também não só com o objetivo de despreçar estes manifestantes mas também apagar este incêndio que foi criado pelas pessoas que ainda permanecem embora a pouco e pouco começem a desmobilizar. foram os sentidos em praticamente todos os setores com destaque para os transportes e por isso é que nos encontramos na estação de metrô de treindade, que é de resta uma das mais movimentadas embora não pareça pela imagem atrás de mim, porque, de facto, há poucos veículos circular a história de restaíse que conseguimos ver no painel de informações também que conseguimos perceber que a as milhaça do que aconteceu durante o dia. O trajeto está ser feito na linha Amarela, entre os pitados de San João e Santa Ovidio, Jean Gaia e depois nas linhas que fazem o Procurso Comun da Senhoradora até Campanha, que também é uma das estações mais movimentadas e que de resto faz ligação ao aestação de câmboyos de Campanha. Mas como eu disse, outros setores obviamente se tiram também o impacto de esta greve, o sindicato fala que no Distrito do Porto e de uma forma geral, estamos a falar de 85% de a desão a esta greve com impactos na saúde que dizem batem recordas, na educação também, com praticamente todas as escolas fichadas, impactos na recolha de lixo e também ao contrário daquilo que diz o governo, o sector privado, foi também muito afetado no Distrito do Porto, dando um exemplo, por exemplo, da indústria e da fábrica da Superboc, que parou totalmente a produção, diz a CGTP a longo do dia de hoje. Percebemos que está menos na estação porque percebemos também que quando vem um veículo do metro as pessoas acabam por entrar nesse veículo para fazer a viagem, por exemplo, é possível. Nesta noite, por isso está também menos gente por aqui e até porque os impactos vão sentir, neste dia aqui é também significativo e importa dar essa nota porque é a jogo de Portugal, de jogo de Portugal, que o porto no estádio do dragão e não há metros que façam a viagem até ao estádio. A situação é calma aqui no aeroporto, porque as companhias é aéreas e a propiana preveniram-se e alertaram os passageiros para não se tigerem o aeroporto. E a maioria das companhias cancelou os vôos previstas para hoje. Estamos aqui junto ao local de cheque de datap, um local onde, habitualmente, há longas filas com centenas de pessoas. Hoje podemos ver que este local está praticamente vazio. Aliás, começaram a chegar a pessoas agora para os vôos da noite, pessoas que já estão avisadas, os vôos vão realizar-se entre às 23 e 30 e a meia-nuita ou depois da meia-nuita. Demos ver ali no placar de informações a quantidade de vôos cancelados, ou poucos vôos cancelados, tanto aqui em Lisboa, como no porco certa de 10, nos vôos previstas para o aeroporto de Lisboa só se realizaram 83 vôos, estavam previstas 600 e 11 vôos, destes 611 vôos, 394 foram cancelados e 83 realizaram-se de referir ainda que as companhias aéreas, abrangidas pelo serviço público como Atape e Açata, são o...","caras caso os ánimos se voltem a exaltar aqui também não só com o objetivo de despreçar estes manifestantes mas também apagar este incêndio que foi criado pelas pessoas que ainda permanecem embora a pouco e pouco começem a desmobilizar. foram os sentidos em praticamente todos os setores com destaque para os transportes e por isso é que nos encontramos na estação de metrô de treindade, que é de resta uma das mais movimentadas embora não pareça pela imagem atrás de mim, porque, de facto, há poucos veículos circular a história de restaíse que conseguimos ver no painel de informações também que conseguimos perceber que a as milhaça do que aconteceu durante o dia. O trajeto está ser feito na linh..."
15,Governo/Partidos,30.0,0.47619047619047616,63.0,0.9545454545454546,3,Governo/Partidos,,,"16, 17","cada consulta adiada e cada cirurgia adiada, tem um responsável. Se chama-se Lisbon, o TN, o seu governo, que querem impor um pacote laboral que vai agravar as condições de trabalho. Ou uma adição em massa, pode dizer-se. Dizer-lo que, por exemplo, no IPO, no turno da noite só uma colega não fez, porque era, tinha um vínculo instável. Aquilo que com um codi laboral, querem fomentar e potenciar ainda mais, já porque é a edade. Nós estamos a contar que não é isso, é só... Só... Percebemos a dinâmica de que é importante a ver e depois sem mesmos em a insegulação, que é o greco. Estamos a cantar para o Cato Liberal. Será o mesmo cenário que teremos por todo o país,","cada consulta adiada e cada cirurgia adiada, tem um responsável. Se chama-se Lisbon, o TN, o seu governo, que querem impor um pacote laboral que vai agravar as condições de trabalho. Ou uma adição em massa, pode dizer-se. Dizer-lo que, por exemplo, no IPO, no turno da noite só uma colega não fez, porque era, tinha um vínculo instável. Aquilo que com um codi laboral, querem fomentar e potenciar ainda mais, já porque é a edade. Nós estamos a contar que não é isso, é só... Só... Percebemos a dinâmica de que é importante a ver e depois sem mesmos em a insegulação, que é o greco. Estamos a cantar para o Cato Liberal. Será o mesmo cenário que teremos por todo o país,"
16,Governo/Partidos,30.0,0.5263157894736842,57.0,0.6785714285714286,2,"Governo/Partidos, Educação",,,17,"Nós estamos a contar que não é isso, é só... Só... Percebemos a dinâmica de que é importante a ver e depois sem mesmos em a insegulação, que é o greco. Estamos a cantar para o Cato Liberal. Será o mesmo cenário que teremos por todo o país, aí muitas escolas. Agora, digamos assim, a vola está do outro lado, que haverá ao governo, tirar as iláções e dizer o que vai fazer a seguir.","Nós estamos a contar que não é isso, é só... Só... Percebemos a dinâmica de que é importante a ver e depois sem mesmos em a insegulação, que é o greco. Estamos a cantar para o Cato Liberal. Será o mesmo cenário que teremos por todo o país, aí muitas escolas. Agora, digamos assim, a vola está do outro lado, que haverá ao governo, tirar as iláções e dizer o que vai fazer a seguir."
17,No speech,0.0,0.0,0.0,0.0,0,,,,,,
18,No speech,0.0,0.0,0.0,0.0,0,,,,,,
19,No speech,0.0,0.0,0.0,0.0,0,,,,,,
20,No speech,0.0,0.0,0.0,0.0,0,,,,,,
21,No speech,0.0,0.0,0.0,0.0,0,,,,,,
22,No speech,0.0,0.0,0.0,0.0,0,,,,,,
23,No speech,0.0,0.0,0.0,0.0,0,,,,,,
24,No speech,0.0,0.0,0.0,0.0,0,,,,,,
25,Governo/Partidos,30.0,0.5,60.0,0.4878048780487805,2,"Greves/Trabalho, Governo/Partidos",,,18,"A greve geral é inuspecível. Na verdade, se olhámos as adições, esta parece mais uma greve da função pública, uma greve parecial em alguns setores da função pública. Sabemos que o país escolheu trabalhar. O governo sustenta a posição com o volume de transações registadas pela empresa que geros pagamentos e retrônicos.","A greve geral é inuspecível. Na verdade, se olhámos as adições, esta parece mais uma greve da função pública, uma greve parecial em alguns setores da função pública. Sabemos que o país escolheu trabalhar. O governo sustenta a posição com o volume de transações registadas pela empresa que geros pagamentos e retrônicos."
26,No speech,0.0,0.0,0.0,0.0,0,,,,,,
27,Governo/Partidos,90.0,0.42857142857142855,210.0,0.358974358974359,7,"Greves/Trabalho, Governo/Partidos",,,"19, 20, 21, 22, 23","na estal do meu ponto de vista em Fliis, quando disse que esta foi uma greva dispersiva, mas por outro lado, também na sua intervenção, disse que foi uma greva que causou incómodos. Uma greva dispersiva não causa incómodos, portanto, não sei o que é que o feminista, enfim, a sequer referir a esta a edição dispersiva. tem medidas muito negativas para suas vidas e que vai ter um impacto muito negativo nas suas vidas. E todas as pessoas não há nenhum trabalhador em Portugal que não se tenha neste pacote laboral e nesta proposta medidas que vão causar impactos negativos na sua vida. Desde a questão da parentalidade, não, não sabemos o país, temos um problema naturalmente de metalidade onde vemos que... O GT... O GT... O GT agrediu. O GT estava a mesma opressão. Desde judo, quando foi entrega proposta, ou várias reuniões bilatrais, o governo não adiantava apesar das contributos das propostas que o GT ia fazendo nessas nococessões. O governo não apresentava nenhuma proposta, só surgiu uma proposta no dia em que o GT disse que iria para a greve. E então surgiu uma proposta com 12, 13 artigos de altressões, que se enocua, que pouco evoluiu. E hoje, eu tenho outra razão que não fosse mesmo aderir a greve. que há algumas das medidas que apresentou, por si só é possível continuar nos filhos. É um governo que está em estado de negação. O que é curioso é que eu acho que a Vicente tem que se tão aprender a batalha de opinião pública. E isso faz com que aqueles de quem ele precisam para provar o pacote laboral da Assembleia da República que é a estramidreta. Está em atido a força que teve independentemente do ridículo, que é o discurso do governo. É isso que perguntava isso mesmo, como é que vê essas palavras? Ridículo, pura e simplesmente ridículo. Faz lembrar ministros da propaganda de outros regimos que vêm apresentar uma mentira vacoca para desforçar a sua fragilidade. No momento em que se vive uma situação de quase pleno emprego.","na estal do meu ponto de vista em Fliis, quando disse que esta foi uma greva dispersiva, mas por outro lado, também na sua intervenção, disse que foi uma greva que causou incómodos. Uma greva dispersiva não causa incómodos, portanto, não sei o que é que o feminista, enfim, a sequer referir a esta a edição dispersiva. tem medidas muito negativas para suas vidas e que vai ter um impacto muito negativo nas suas vidas. E todas as pessoas não há nenhum trabalhador em Portugal que não se tenha neste pacote laboral e nesta proposta medidas que vão causar impactos negativos na sua vida. Desde a questão da parentalidade, não, não sabemos o país, temos um problema naturalmente de metalidade onde vemos..."
28,No speech,0.0,0.0,0.0,0.0,0,,,,,,
29,Economia/Proteção Social,60.0,0.4,150.0,0.6944444444444444,5,"Cultura, Economia/Proteção Social, Transportes/Mobilidade, Governo/Partidos, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil",,,"24, 25","Alguns podem não gostar, mas é verdade. Criamos numa cultura em que mais valoram alguns casos, não trabalhar do que trabalhar. A pessoas que mais voltarem em casa, às recebordes dos sucessos de social, do que trabalhar e perguntam assim, então, coitados ou não podem estar. Não, eu estou em corpinho, tenho que trabalhar, que é assim que tem que se fazer, e assim tem que se por país andar para a frente. Desta coisa, dica-me entre empregada, empregadora, uma visão muito século XIX, muito cluta de clases, muito marxista, que está com o pátil de outra baçada, sobretudo, nas e dos três, nos negócios precisam de conhecimento, que é o que faz a estrada indente da cabeça, e se tornarem particularmente insustitivas nesse sentido, que podem comandar melhor salário. São os países de baixa salários, muita precariedade laboral, de horários de rolaros e o caminho não é a centoar essas dificuldades, não é precarizar ainda mais, de rolar ainda mais os horários e pressionar os solários para baixo. Tem que ser o contrário disso, porque eu acredito que esta grande demonstração de força, sobre dois preses, devia fazer o vento refletir e retirar esta proposta. E este aumento muito particular, que é preciso dar a presença a 12 anos que não havia uma greva geral, a magrava geral marcada pelos duos, entre as indicais e também pelos sindicatos independentes, a magrava geral tem até os trabalhadores sociais democrados, ou seja, do Partido do Governo, a provaram e quiseram, e, portanto, é um final fortíssimo que o Governo tem de ouvir. E o facto de termos hoje, mais que 12 anos depois, uma nova greva geral, é um sinal de que aquilo que está em causa é grave, é grave, porque vai alterar profundamente as dinâmicas dos trabalhadores, vai afetar os seus direitos, vai aumentar ainda mais a precariedade num país já o segundo de Europa, com mais trabalhadores precários, e, portanto, aquilo que é preciso, é todo o aposto, é de algo e é, sobretudo, ouvir.","Alguns podem não gostar, mas é verdade. Criamos numa cultura em que mais valoram alguns casos, não trabalhar do que trabalhar. A pessoas que mais voltarem em casa, às recebordes dos sucessos de social, do que trabalhar e perguntam assim, então, coitados ou não podem estar. Não, eu estou em corpinho, tenho que trabalhar, que é assim que tem que se fazer, e assim tem que se por país andar para a frente. Desta coisa, dica-me entre empregada, empregadora, uma visão muito século XIX, muito cluta de clases, muito marxista, que está com o pátil de outra baçada, sobretudo, nas e dos três, nos negócios precisam de conhecimento, que é o que faz a estrada indente da cabeça, e se tornarem particularment..."
30,No speech,0.0,0.0,0.0,0.0,0,,,,,,
31,No speech,0.0,0.0,0.0,0.0,0,,,,,,
32,No speech,0.0,0.0,0.0,0.0,0,,,,,,
33,No speech,0.0,0.0,0.0,0.0,0,,,,,,
34,No speech,0.0,0.0,0.0,0.0,0,,,,,,
35,No speech,0.0,0.0,0.0,0.0,0,,,,,,
36,No speech,0.0,0.0,0.0,0.0,0,,,,,,
37,Internacional,27.0,1.0,27.0,0.6,1,Internacional,,,26,"Obrigadas, militares norte-americanas, invadem-me na vio carregado de petróleo na costa da Venezuela, não há resistência da triplação. É mais uma etapa na escala de Atência entre Washington e Caracas, uma opração que incluiu o FBI, o Departamento de Surense Interna, a Guarda Costeira, com o apoio do Pentágno na Casa Branca, o presidente admite ficar","Obrigadas, militares norte-americanas, invadem-me na vio carregado de petróleo na costa da Venezuela, não há resistência da triplação. É mais uma etapa na escala de Atência entre Washington e Caracas, uma opração que incluiu o FBI, o Departamento de Surense Interna, a Guarda Costeira, com o apoio do Pentágno na Casa Branca, o presidente admite ficar"
38,Internacional,3.0,0.5,6.0,1.0,2,Internacional,,,26,"Obrigadas, militares norte-americanas, invadem-me na vio carregado de petróleo na costa da Venezuela, não há resistência da triplação. É mais uma etapa na escala de Atência entre Washington e Caracas, uma opração que incluiu o FBI, o Departamento de Surense Interna, a Guarda Costeira, com o apoio do Pentágno na Casa Branca, o presidente admite ficar com o petróleo.","Obrigadas, militares norte-americanas, invadem-me na vio carregado de petróleo na costa da Venezuela, não há resistência da triplação. É mais uma etapa na escala de Atência entre Washington e Caracas, uma opração que incluiu o FBI, o Departamento de Surense Interna, a Guarda Costeira, com o apoio do Pentágno na Casa Branca, o presidente admite ficar com o petróleo."
39,Other/Unknown,3.0,1.0,3.0,1.0,1,,,,26,com o petróleo.,com o petróleo.
40,Other/Unknown,24.0,1.0,24.0,0.5333333333333333,1,,,,26,com o petróleo.,com o petróleo.
41,Internacional,9.0,1.0,9.0,0.5,1,Internacional,,,27,"Trump mantém alta pressão sobre a Venezuela, admitindo que a liderança de Nicolás Maduro não será muito mais longa, mas já após a apreensão do petroleiro, o presidente da Venezuela recebeu um tefnema de apoio do presidente Rousseau","Trump mantém alta pressão sobre a Venezuela, admitindo que a liderança de Nicolás Maduro não será muito mais longa, mas já após a apreensão do petroleiro, o presidente da Venezuela recebeu um tefnema de apoio do presidente Rousseau"
