block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks
11,06:36,10:48,396.0,648.0,4.2,Greves/Trabalho,Greves/Trabalho,Greves/Trabalho,high,False,,1.0,0.452,9,weak_candidate_no_persistence,low,07:09,33.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",True,06:00,36.0,"theme_changed, volume_change_high","Greves/Trabalho, Economia/Proteção Social","Greves/Trabalho, Governo/Partidos, Educação, Economia/Proteção Social",,,qui 11 20 04 | tele jornal | 20 04 | qui 11 | telejornal | greve geral | manifestação da cgtp contra re | manifestação da cgtp contra revisão da lei laboral,"O dia de greve geral acabou com uma manifestação da CZTP, há 12 anos, que não havia uma greve geral conjunta marcada pelas duas centrais sindicais. CZTP e UGT falam de uma das melhores greves de sempre e apontam para três milhões de trabalhadores em greve. A CZTP não quis adiantar um número aproximado de manifestantes, mas o mar de gente encheu as ruas para onde passou durante a tarde, em Lisboa, a concentração saiu do recio em direção à Assembleia da República. Foi a resposta dos trabalhadores à reforma laboral que o governo quer fazer. CZTP e UGT falam de três milhões de trabalhadores em greve no dia de hoje. Muitos tiveram em vários dos pontos de concentração por país, querem que o govern...","15, 16, 17, 18, 19, 20, 21"
12,10:48,10:57,648.0,657.0,0.15,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,11:00,12.0,"theme_changed, lexical_change_high, semantic_change_high, volume_change_high",,Governo/Partidos,,,qui 11 20 08 | tele jornal | 20 08 | qui 11,"pelo Governo. Os gravistas mostraram uma particular preocupação com o banco de horas individual, o aumento da duração máxima dos contrátios de sapraso e a facilitação dos despedimentos.",22
13,10:57,12:54,657.0,774.0,1.95,Governo/Partidos,Governo/Partidos,Governo/Partidos,high,False,,1.0,0.282,5,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,11:00,3.0,"theme_changed, lexical_change_high, semantic_change_high, volume_change_high","Governo/Partidos, Greves/Trabalho, Justiça/Segurança","Governo/Partidos, Justiça/Segurança, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil",,,qui 11 20 08 | tele jornal | 20 08 | qui 11 | o na assembleia | fes | ção na assembleia | cartazes incendiados junto ao parlamento,"pelo Governo. Os gravistas mostraram uma particular preocupação com o banco de horas individual, o aumento da duração máxima dos contrátios de sapraso e a facilitação dos despedimentos. A Polícia voltou nesse precisamente a viagem, voltaram a recuar agora mesmo, voltou então e junto a estas baias em linha foram todos concentrados aqui a equipa de intervenção da PSP, voltaram a recuar agora e o objetivo era isso mesmo como referia a pouco a festar estes manifestantes e também apagar este pequeno incêndio que foi aqui feito por estes manifestantes com vários cartazos, faças e também cachotes do lixo que foram retirados das ruas e postos agora queimar. O objetivo era esse, se desperçar de facto...",23
14,12:54,21:27,774.0,1287.0,8.55,Greves/Trabalho,Transportes/Mobilidade,Greves/Trabalho,low_conflict,True,OCR and speech themes conflict.,0.83,0.282,15,candidate_detected,medium,13:12,18.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",True,13:00,6.0,"theme_changed, semantic_change_high","Greves/Trabalho, Transportes/Mobilidade, Saúde, Educação","Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil, Transportes/Mobilidade, Eleições/Campanha, Governo/Partidos, Saúde, Educação, Desporto, Internacional, Abertura/Manchetes, Cultura, Economia/Proteção Social",,,qui 11 20 10 | tele jornal | 20 10 | qui 11 | qui 11 20 11 | rtp pt | greve geral | centenas protestaram nos aliados no porto,"caras caso os ánimos se voltem a exaltar aqui também não só com o objetivo de despreçar estes manifestantes mas também apagar este incêndio que foi criado pelas pessoas que ainda permanecem embora a pouco e pouco começem a desmobilizar. foram os sentidos em praticamente todos os setores com destaque para os transportes e por isso é que nos encontramos na estação de metrô de treindade, que é de resta uma das mais movimentadas embora não pareça pela imagem atrás de mim, porque, de facto, há poucos veículos circular a história de restaíse que conseguimos ver no painel de informações também que conseguimos perceber que a as milhaça do que aconteceu durante o dia. O trajeto está ser feito na linh...","24, 25, 26, 27, 28"
15,21:27,22:33,1287.0,1353.0,1.1,Greves/Trabalho,Governo/Partidos,Greves/Trabalho,low_conflict,True,OCR and speech themes conflict.,0.955,0.476,3,candidate_detected,high,21:48,21.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,21:30,3.0,"lexical_change_high, volume_change_high, gap_high","Saúde, Greves/Trabalho, Governo/Partidos",Governo/Partidos,,,gestores assumem grande impacto em toda atividade | greve geral saúde | 20 19 | qui 11 | tele jornal | pres assoc administradores hospitalares | xavier barreto | d m,"cada consulta adiada e cada cirurgia adiada, tem um responsável. Se chama-se Lisbon, o TN, o seu governo, que querem impor um pacote laboral que vai agravar as condições de trabalho. Ou uma adição em massa, pode dizer-se. Dizer-lo que, por exemplo, no IPO, no turno da noite só uma colega não fez, porque era, tinha um vínculo instável. Aquilo que com um codi laboral, querem fomentar e potenciar ainda mais, já porque é a edade. Nós estamos a contar que não é isso, é só... Só... Percebemos a dinâmica de que é importante a ver e depois sem mesmos em a insegulação, que é o greco. Estamos a cantar para o Cato Liberal. Será o mesmo cenário que teremos por todo o país,","29, 30, 31"
16,22:33,23:57,1353.0,1437.0,1.4,Educação,Governo/Partidos,Educação,low_conflict,True,OCR and speech themes conflict.,0.679,0.526,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,23:00,27.0,"new_theme_after_unknown, lexical_change_high","Educação, Greves/Trabalho, Governo/Partidos, Saúde","Governo/Partidos, Educação",,,escolas fechadas e milhares de alunos sem aulas | greve geral educação | 20 20 | qui 11 | telejornal | tele jornal | telej ornal | exiginus valorização já,"Nós estamos a contar que não é isso, é só... Só... Percebemos a dinâmica de que é importante a ver e depois sem mesmos em a insegulação, que é o greco. Estamos a cantar para o Cato Liberal. Será o mesmo cenário que teremos por todo o país, aí muitas escolas. Agora, digamos assim, a vola está do outro lado, que haverá ao governo, tirar as iláções e dizer o que vai fazer a seguir.",32
17,23:57,24:06,1437.0,1446.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 11 20 21 | tele jornal | telej ornal | 110,,33
18,24:06,24:15,1446.0,1455.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,100 | qui 11 20 21 | tele jornal | ic in | rtd | 20 21 | qui 11 | icin,,34
19,24:15,24:21,1455.0,1461.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,20 22 | qui 11 | tele jornal | qui 11 20 22,,35
20,24:21,24:24,1461.0,1464.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,ic 520 | subu 15400 | 20 22 | qui 11 | tele jornal | alfa 130 | telejornal | 1000,,36
21,24:24,24:36,1464.0,1476.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,20 22 | qui 11 | tele jornal | qui 11 20 22,,37
22,24:36,24:45,1476.0,1485.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,20 22 | qui 11 | tele jornal | atp | qui 11 20 22 | the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of t | in as | ta at,,38
23,24:45,24:51,1485.0,1491.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 11 20 22 | tele jornal | state value of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of the party of | atp | 20 22 | qui 11,,39
24,24:51,26:51,1491.0,1611.0,2.0,Greves/Trabalho,No speech,Greves/Trabalho,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,late_body_ocr_change,low,,72.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",False,,,,"Transportes/Mobilidade, Greves/Trabalho",,,,metro | 213 500 115 | call center | www metrolisboa pt | 20 22 | qui 11 | telejornal | qui 11 20 22,,"40, 41, 42, 43, 44"
25,26:51,28:54,1611.0,1734.0,2.05,Governo/Partidos,Governo/Partidos,Governo/Partidos,high,False,,0.488,0.5,2,candidate_detected,medium,27:03,12.0,2,studio_marker_disappeared,True,27:30,39.0,"theme_changed, lexical_change_high, semantic_change_high, gap_high","Governo/Partidos, Greves/Trabalho","Greves/Trabalho, Governo/Partidos",,,governo fala em nível de adesão inexpressivo | greve geral | 20 24 | qui 11 | tele jornal | telejornal | qui 11 20 24 | telej ornal,"A greve geral é inuspecível. Na verdade, se olhámos as adições, esta parece mais uma greve da função pública, uma greve parecial em alguns setores da função pública. Sabemos que o país escolheu trabalhar. O governo sustenta a posição com o volume de transações registadas pela empresa que geros pagamentos e retrônicos.","45, 46, 47, 48, 49, 50"
26,28:54,29:09,1734.0,1749.0,0.25,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,weak_candidate_no_persistence,low,29:00,6.0,3,"new_body_terms, lexical_shift_from_baseline",False,,,,,,,,20 26 | qui 11 | tele jornal | jornalista | sérgio vicente | telejornal | qui 11 20 26 | 9 1,,51
27,29:09,38:54,1749.0,2334.0,9.75,Governo/Partidos,Governo/Partidos,Governo/Partidos,high,False,,0.359,0.429,7,weak_candidate_no_persistence,low,29:18,9.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",False,,,,"Saúde, Educação, Greves/Trabalho, Governo/Partidos, Transportes/Mobilidade","Greves/Trabalho, Governo/Partidos",,,20 27 | qui 11 | tele jornal | grande adesão na saúde e educação | greve geral | qui 11 20 27 | telejornal noticias rip pl | secretário geral,"na estal do meu ponto de vista em Fliis, quando disse que esta foi uma greva dispersiva, mas por outro lado, também na sua intervenção, disse que foi uma greva que causou incómodos. Uma greva dispersiva não causa incómodos, portanto, não sei o que é que o feminista, enfim, a sequer referir a esta a edição dispersiva. tem medidas muito negativas para suas vidas e que vai ter um impacto muito negativo nas suas vidas. E todas as pessoas não há nenhum trabalhador em Portugal que não se tenha neste pacote laboral e nesta proposta medidas que vão causar impactos negativos na sua vida. Desde a questão da parentalidade, não, não sabemos o país, temos um problema naturalmente de metalidade onde vemos...","52, 53, 54"
28,38:54,38:57,2334.0,2337.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 11 20 36 | tele jornal,,55
29,38:57,42:33,2337.0,2553.0,3.6,Eleições/Campanha,Economia/Proteção Social,Eleições/Campanha,low_conflict,True,OCR and speech themes conflict.,0.694,0.4,5,weak_candidate_no_persistence,low,39:30,33.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",False,,,,"Greves/Trabalho, Eleições/Campanha, Governo/Partidos","Cultura, Economia/Proteção Social, Transportes/Mobilidade, Governo/Partidos, Greves/Trabalho, Ambiente/Meteorologia/Proteção Civil","Luís Marques Mendes, António José Seguro, Henrique Gouveia e Melo, André Ventura, Cotrim Figueiredo",,qui 11 20 36 | tele jornal | greve geral e leis labor | 20 36 | qui 11 | greve geral e leis laborais | candidatos expl | candidatos explicam posições a jovens de oeiras,"Alguns podem não gostar, mas é verdade. Criamos numa cultura em que mais valoram alguns casos, não trabalhar do que trabalhar. A pessoas que mais voltarem em casa, às recebordes dos sucessos de social, do que trabalhar e perguntam assim, então, coitados ou não podem estar. Não, eu estou em corpinho, tenho que trabalhar, que é assim que tem que se fazer, e assim tem que se por país andar para a frente. Desta coisa, dica-me entre empregada, empregadora, uma visão muito século XIX, muito cluta de clases, muito marxista, que está com o pátil de outra baçada, sobretudo, nas e dos três, nos negócios precisam de conhecimento, que é o que faz a estrada indente da cabeça, e se tornarem particularment...","56, 57"
30,42:33,42:36,2553.0,2556.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,42:00,33.0,"theme_changed, volume_change_high",,,,,qui 11 20 40 | tele jornal,,58
31,42:36,42:54,2556.0,2574.0,0.3,Internacional,No speech,Internacional,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,42:00,36.0,"theme_changed, volume_change_high",Internacional,,,,qui 11 20 40 | tele jornal | avisos da nato | europa será o próximo alvo da rússia | 20 40 | qui 11 | telejornal,,59
32,42:54,43:06,2574.0,2586.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,20 40 | qui 11 | tele jornal | qui 11 20 40 | 1 2 | 1111,,60
33,43:06,43:42,2586.0,2622.0,0.6,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,"Internacional, Saúde",,,,qui 11 20 40 | tele jornal | bayerische vertretung in berlin | nós somos o próximo alvo da rússia | 20 40 | qui 11 | 20 41 | e já estamos em perigo,,61
34,43:42,43:48,2622.0,2628.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 11 20 41 | tele jornal,,62
35,43:48,44:06,2628.0,2646.0,0.3,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,44:30,42.0,"theme_changed, lexical_change_high, semantic_change_high, gap_high",Internacional,,,,qui 11 20 41 | tele jornal | em proximidade | os conflitos já não são combatidos | 20 41 | qui 11 | bayerische vertretung in berlin | telejornal,,63
36,44:06,44:12,2646.0,2652.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,44:30,24.0,"theme_changed, lexical_change_high, semantic_change_high, gap_high",,,,,column to the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the | qui 11 20 41 | tele jornal | telejornal | qui 11 20 42,,64
37,44:12,44:57,2652.0,2697.0,0.75,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.6,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,44:30,18.0,"theme_changed, lexical_change_high, semantic_change_high, gap_high",,Internacional,,,qui 11 20 42 | tele jornal | joão bot | 20 42 | qui 11 | 600 | jornalista | joão botas,"Obrigadas, militares norte-americanas, invadem-me na vio carregado de petróleo na costa da Venezuela, não há resistência da triplação. É mais uma etapa na escala de Atência entre Washington e Caracas, uma opração que incluiu o FBI, o Departamento de Surense Interna, a Guarda Costeira, com o apoio do Pentágno na Casa Branca, o presidente admite ficar",65
38,44:57,45:03,2697.0,2703.0,0.1,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.5,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,44:30,27.0,"theme_changed, lexical_change_high, semantic_change_high, gap_high",,Internacional,,,qui 11 20 42 | tele jornal,"Obrigadas, militares norte-americanas, invadem-me na vio carregado de petróleo na costa da Venezuela, não há resistência da triplação. É mais uma etapa na escala de Atência entre Washington e Caracas, uma opração que incluiu o FBI, o Departamento de Surense Interna, a Guarda Costeira, com o apoio do Pentágno na Casa Branca, o presidente admite ficar com o petróleo.",66
39,45:03,45:06,2703.0,2706.0,0.05,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,44:30,33.0,"theme_changed, lexical_change_high, semantic_change_high, gap_high",,,,,acabámos de confiscar | the president | um petroleiro na costa da venezuela | 20 42 | qui 11 | tele jornal | the droeidont | telejornal,com o petróleo.,67
40,45:06,45:51,2706.0,2751.0,0.75,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.533,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,44:30,36.0,"theme_changed, lexical_change_high, semantic_change_high, gap_high",,,,,acabámos de confiscar | um petroleiro na costa da venezuela | 20 42 | qui 11 | tele jornal | um petroleiro grande muito grande | 20 43 | qui 11 20 43,com o petróleo.,68
41,45:51,46:09,2751.0,2769.0,0.3,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.5,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,46:00,9.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high","Governo/Partidos, Internacional",Internacional,,,o governo dos estados unidos | que se dedique a governar o seu país | 20 43 | qui 11 | telejornal | tele jornal | isto é sobre mudança de regime e isso nunca resultou bem para nós | e isso nunca resultou bem para nós,"Trump mantém alta pressão sobre a Venezuela, admitindo que a liderança de Nicolás Maduro não será muito mais longa, mas já após a apreensão do petroleiro, o presidente da Venezuela recebeu um tefnema de apoio do presidente Rousseau",69
42,46:09,46:21,2769.0,2781.0,0.2,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,46:00,9.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high",,Internacional,,,sermos nós a tentar forçar isso | 20 44 | qui 11 | tele jornal | americana de sucesso | é algo que nunca foi uma política | hill coyer hill coyer when the coyer of page land | collet,"Trump mantém alta pressão sobre a Venezuela, admitindo que a liderança de Nicolás Maduro não será muito mais longa, mas já após a apreensão do petroleiro, o presidente da Venezuela recebeu um tefnema de apoio do presidente Rousseau",70
