block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
15,375.0,579.0,06:15,09:39,204.0,3.4,9,390.0,420.0,06:30,07:00,30.0,30.0,0.14705882352941177,1.0,Internacional,"Internacional, Saúde",presidente operado | rtp pt | tele jornal | ter 02 20 04 | adiadas visitas oficiais a espanha e a | ddecidente adedada | telejornal | adiadas visitas oficiais a espanha e ao vaticano,Saúde,Saúde,,,"Rebaldissosa, o presidente da República tenha alta, amanheia deverá acontecer ainda da parte da manhã, mas tudo irá depender da situação clínica do presidente da República. O último bolenso foi feito às 15 horas pela Presidente de Consolhe de Administração deste hospital, o hospital de San João, que nos dava nota precisamente disso desta situação clínica de Marcelo Rebaldissosa a evoluir favoravilmente, e visita também, que o presidente estava bem tranquilo, tinha passado bem anotos, já se",5,
15,375.0,579.0,06:15,09:39,204.0,3.4,10,420.0,450.0,07:00,07:30,30.0,30.0,0.14705882352941177,1.0,Internacional,"Internacional, Saúde",presidente operado | rtp pt | tele jornal | ter 02 20 04 | adiadas visitas oficiais a espanha e a | ddecidente adedada | telejornal | adiadas visitas oficiais a espanha e ao vaticano,Governo/Partidos,"Governo/Partidos, Saúde",,,"tinha alimentado e também, já tinha feito o levanto, que é o que tem de fazer neste tipo de situações, Marcelo Rebaldissosa, que foi operado, como sabemos, é uma erna, a pesar de estar internado aqui no hospital de San João, eu diria que teve um dia até bastante preencher, durante a tarde, promulgou um diploma do governo, estava aqui em Triná de Mas, ainda conseguiu fazer isso, recebeu também duas visitas políticas, digamos assim, primeiro de",5,
15,375.0,579.0,06:15,09:39,204.0,3.4,11,450.0,480.0,07:30,08:00,30.0,30.0,0.14705882352941177,1.0,Internacional,"Internacional, Saúde",presidente operado | rtp pt | tele jornal | ter 02 20 04 | adiadas visitas oficiais a espanha e a | ddecidente adedada | telejornal | adiadas visitas oficiais a espanha e ao vaticano,Governo/Partidos,"Governo/Partidos, Transportes/Mobilidade",,,"Luís Montonegres, chegou primeiro, depois do presidente da Assembleia da República, José Pedro Aguiar Branco, que estiveram sensibilmente, acerca de 20, 30 minutos com o presidente da República, a sair da vista da avião aqui, a garantia aos jornalistas, de que Marcelo Rebaldissosa estava bem, José Pedro Aguiar Branco, dizia mesmo que o presidente da República estava com boa cara, e Luís Montonegres aproveitar também aqui o momento para ilugiar o trabalho do serviço nacional de",5,
15,375.0,579.0,06:15,09:39,204.0,3.4,12,480.0,510.0,08:00,08:30,30.0,30.0,0.14705882352941177,1.0,Internacional,"Internacional, Saúde",presidente operado | rtp pt | tele jornal | ter 02 20 04 | adiadas visitas oficiais a espanha e a | ddecidente adedada | telejornal | adiadas visitas oficiais a espanha e ao vaticano,Saúde,Saúde,,,"saúde. Para hoje, estava também a prevista visita do secretário-jeraldo Partido de Celista, José Luis Carneiro, sabemos que já não vai acontecer, iria acontecer agora, por volta de 20 horas, já não vai acontecer, foi reagentada para amanhã, às 9 horas, isto porque José Luis Carneiro terá saído, lhes boa, por volta de 5 horas, hora que iria chegar aqui a um hospital sem João, seria já um pouco tarde, então optaram por adiar esta visita ao",5,
15,375.0,579.0,06:15,09:39,204.0,3.4,13,510.0,540.0,08:30,09:00,30.0,30.0,0.14705882352941177,1.0,Internacional,"Internacional, Saúde",presidente operado | rtp pt | tele jornal | ter 02 20 04 | adiadas visitas oficiais a espanha e a | ddecidente adedada | telejornal | adiadas visitas oficiais a espanha e ao vaticano,Internacional,Internacional,,,"presidente da República para amanhã, de manhã, hoje, de tarde, sobemos também que estas duas visitas de Estado queriam decorrer já na próxima semana de visitas de Estado, o Estado do presidente da República foram adiadas, ainda não sabemos para que datas falam da visita de Estado, a primeira, o Espanha, queria acontecer no dia 10, 11, e 12 de dezembro, e logo a seguir também a visita de Estado, ao Vaticano, ainda não há uma confirmação,",5,
15,375.0,579.0,06:15,09:39,204.0,3.4,14,540.0,570.0,09:00,09:30,30.0,30.0,0.14705882352941177,1.0,Internacional,"Internacional, Saúde",presidente operado | rtp pt | tele jornal | ter 02 20 04 | adiadas visitas oficiais a espanha e a | ddecidente adedada | telejornal | adiadas visitas oficiais a espanha e ao vaticano,Saúde,"Saúde, Ambiente/Meteorologia/Proteção Civil",,,"de quando é que estas visitas de Estado vão poder acontecer, sabemos que pelo menos foi a saindicação, que tivemos aqui do hospital, que, provavelmente, este tempo de recuperação, poderá chegar às duas semanas, estamos a falar de visitas de Estado que acontecem nessa janela temporal. Aquilo que sabemos é que Marcelo Badoewson poderá ter alta já a partir de amanhã, e que esta alta deverá acontecer ainda da parte da manhã.",5,
17,591.0,609.0,09:51,10:09,18.0,0.3,16,600.0,630.0,10:00,10:30,30.0,9.0,0.5,0.3,Other/Unknown,,tele jornal | ter 02 20 07 | o gilbert | hugo gilberto rtp | telejornal | ter 02 20 08,Saúde,Saúde,,,"Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão",6,
18,609.0,612.0,10:09,10:12,3.0,0.05,16,600.0,630.0,10:00,10:30,30.0,3.0,1.0,0.1,Other/Unknown,Saúde,dir gastroentero | guilherm | tele jornal | ter 02 20 08 | dir gastroenterologia hospital são joão | guilherme macedo,Saúde,Saúde,,,"Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão",6,
19,612.0,615.0,10:12,10:15,3.0,0.05,16,600.0,630.0,10:00,10:30,30.0,3.0,1.0,0.1,Other/Unknown,,tele jornal | ter 02 20 08,Saúde,Saúde,,,"Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão",6,
20,615.0,621.0,10:15,10:21,6.0,0.1,16,600.0,630.0,10:00,10:30,30.0,6.0,1.0,0.2,Other/Unknown,Saúde,tele jornal | ter 02 20 08 | dir gastroenterologia hospital são joão | guilherme macedo,Saúde,Saúde,,,"Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão",6,
21,621.0,624.0,10:21,10:24,3.0,0.05,16,600.0,630.0,10:00,10:30,30.0,3.0,1.0,0.1,Other/Unknown,,tele jornal | ter 02 20 08,Saúde,Saúde,,,"Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão",6,
22,624.0,852.0,10:24,14:12,228.0,3.8,16,600.0,630.0,10:00,10:30,30.0,6.0,0.02631578947368421,0.2,Saúde,Saúde,tele jornal | ter 02 20 08 | estado clínico do presidente | telejornal | risco de infeção é baixo | risco de infeção é baixo mas está sob vigilância | guilherme macedo | guilherme macedo dir gastroenterologia hospital são joão,Saúde,Saúde,,,"Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão",6,
22,624.0,852.0,10:24,14:12,228.0,3.8,17,630.0,660.0,10:30,11:00,30.0,30.0,0.13157894736842105,1.0,Saúde,Saúde,tele jornal | ter 02 20 08 | estado clínico do presidente | telejornal | risco de infeção é baixo | risco de infeção é baixo mas está sob vigilância | guilherme macedo | guilherme macedo dir gastroenterologia hospital são joão,Other/Unknown,,,,"clínica de se compreender que, de facto, se estava a ver ali um problema que tinha a ver com um encarceramento da Hérnia, e que isso poderia, obviamente, levar a uma complicação posterior mais grave. Hérnia chegou a estar encarcerada, não chegou a estar estrangulada. Nós temos aqui uma espécie de semáforo do prigo da Hérnia, o amarelo, o rosto do roxo, como gradações desse prigo. É verdade, ali está representado o justamento o início, a formação da hérdia, que é quando uma estrutura migra de um espaço, que","6, 7",
22,624.0,852.0,10:24,14:12,228.0,3.8,18,660.0,690.0,11:00,11:30,30.0,30.0,0.13157894736842105,1.0,Saúde,Saúde,tele jornal | ter 02 20 08 | estado clínico do presidente | telejornal | risco de infeção é baixo | risco de infeção é baixo mas está sob vigilância | guilherme macedo | guilherme macedo dir gastroenterologia hospital são joão,Other/Unknown,,,,"é o seu espaço próprio, no caso o intestino. O intestino e a gordura, a volta do intestino, quando migram por um espaço que não é o seu original, através de uma fraqueza da parede abenignal, que é aquela linha corda-rosa-dença, que é, é um músculo abenignal, há uma primeira passagem, e é quando as pessoas de uma forma geral sentem um volume, um papo, uma protusão no abdômen, e que muitas vezes elas próprias reduzem, isto é que rego e fazem pressão para que aquela estrutura volta",7,
22,624.0,852.0,10:24,14:12,228.0,3.8,19,690.0,720.0,11:30,12:00,30.0,30.0,0.13157894736842105,1.0,Saúde,Saúde,tele jornal | ter 02 20 08 | estado clínico do presidente | telejornal | risco de infeção é baixo | risco de infeção é baixo mas está sob vigilância | guilherme macedo | guilherme macedo dir gastroenterologia hospital são joão,Other/Unknown,,,,"ao seu cítio original. E isso vai acontecendo algumas vezes. Só que, entretanto, o que vai acontecer também, é que o intestino vai se acomodando dentro daquela nova estrutura, da que se chama o saco herniário, e enquanto está lá, e é possível reduzir, não costumar rever grandes problemas. O problema tem a ver quando essa estrutura que está lá acaba por começar a ter algum sofrimento, vascular, que é aquela imagem do lado direito, onde se vê claramente que há um sofrimento no intestino, há aquilo que",7,
22,624.0,852.0,10:24,14:12,228.0,3.8,20,720.0,750.0,12:00,12:30,30.0,30.0,0.13157894736842105,1.0,Saúde,Saúde,tele jornal | ter 02 20 08 | estado clínico do presidente | telejornal | risco de infeção é baixo | risco de infeção é baixo mas está sob vigilância | guilherme macedo | guilherme macedo dir gastroenterologia hospital são joão,Other/Unknown,,,,"chama mescumia, que é a circulação, não funciona, e, portanto, a parede intestinal pode morrer. Não é com ter hernas e, sobretudo, eram desincarcerados, mas... O conhecimento do sintômico. O que é verdade é que o seu presidente reconheceu que aquilo não estava a ser, digamos, o habitual. E isso é importante quando aquele sintômico, quando se tenta reduzir a hernia. E ao mesmo tempo, se percebe que há uma dor,","7, 8",
22,624.0,852.0,10:24,14:12,228.0,3.8,21,750.0,780.0,12:30,13:00,30.0,30.0,0.13157894736842105,1.0,Saúde,Saúde,tele jornal | ter 02 20 08 | estado clínico do presidente | telejornal | risco de infeção é baixo | risco de infeção é baixo mas está sob vigilância | guilherme macedo | guilherme macedo dir gastroenterologia hospital são joão,Other/Unknown,,,,"a abdominal intensa, que há naos as evômenes, é evidente que o processo está adquirir uma outra dimensão e portanto é aquela decisão inicial de recorrer apoio médica, apoio médica e cirúrgica, que foi uma decisão muito important. Não há certezas quanto ao tempo de recuperação, os tímdes que sejam duas semanas, pode ser menos, pode ser mais, depende da condição do paciente, na circunstancia do presidente da República, depende do funcionamento do indestínio, depende da pared do mineral. Depende de vários coisas e já inumbrou praticamente todas. É claro que são","8, 9",
22,624.0,852.0,10:24,14:12,228.0,3.8,22,780.0,810.0,13:00,13:30,30.0,30.0,0.13157894736842105,1.0,Saúde,Saúde,tele jornal | ter 02 20 08 | estado clínico do presidente | telejornal | risco de infeção é baixo | risco de infeção é baixo mas está sob vigilância | guilherme macedo | guilherme macedo dir gastroenterologia hospital são joão,Saúde,Saúde,,,"processos dinâmicos, não é uma secha venta só, é um processo dinâmico que nós vamos, e o que está acontecendo neste momento, é que já está a ter alguma porta alimentar, link de surtudo para que o indestínio começa a ser estimulado, é muito importante que o indestínio seja estimulado, não estesivamente estimulado, mas tem que funcionar, tem que ter a sua capacidade absorativa, digamos assim, e a sua capacidade de movimentação. Isso é muito importante, porque, se não, há depois um esforço adicional do próprio doente.",9,
22,624.0,852.0,10:24,14:12,228.0,3.8,23,810.0,840.0,13:30,14:00,30.0,30.0,0.13157894736842105,1.0,Saúde,Saúde,tele jornal | ter 02 20 08 | estado clínico do presidente | telejornal | risco de infeção é baixo | risco de infeção é baixo mas está sob vigilância | guilherme macedo | guilherme macedo dir gastroenterologia hospital são joão,Other/Unknown,,,,"pode fazer com que a pressão entrava-se em dominaal, a um aumento e lá estávamos nós outra vez com uma circunstância de Erne. Que é o que está aqui representado. Naquela imagem, de dois tipos de erneas. Exatamente. Várias zonas de fraqueza possível muscular da nossa parede abdominal e justamente aquela que aconteceu, que era Ernea de Sepiga, tem a ver com uma transição de músculos da parede abdominal. E é nessas transições que geralmente aparecem-se-se-tal fraqueza. E é por aí que acaba por migrar o indestínio. As",10,
22,624.0,852.0,10:24,14:12,228.0,3.8,24,840.0,870.0,14:00,14:30,30.0,12.0,0.05263157894736842,0.4,Saúde,Saúde,tele jornal | ter 02 20 08 | estado clínico do presidente | telejornal | risco de infeção é baixo | risco de infeção é baixo mas está sob vigilância | guilherme macedo | guilherme macedo dir gastroenterologia hospital são joão,Saúde,"Saúde, Educação",,,"explicações com o Guilherme Macede, o professor, director do serviço de gastroenterologia do hospital de São João, onde continuo internado o presidente da Reba. Hoje o Lberta, então, com a explicação sobre aquilo que, de facto, aconteceu em termos de saludo com Marcelo Rebelliçóz. E durante os dois mandatos, a saludo do presidente da República, foi notícia aqui, por diversas vezes, foi operada quatro erdias e isso mantidou um catatriz me cardíaco em 2018, preocupos portugueses,","10, 11",
23,852.0,858.0,14:12,14:18,6.0,0.1,24,840.0,870.0,14:00,14:30,30.0,6.0,1.0,0.2,Other/Unknown,,tele jornal | ter 02 20 12,Saúde,"Saúde, Educação",,,"explicações com o Guilherme Macede, o professor, director do serviço de gastroenterologia do hospital de São João, onde continuo internado o presidente da Reba. Hoje o Lberta, então, com a explicação sobre aquilo que, de facto, aconteceu em termos de saludo com Marcelo Rebelliçóz. E durante os dois mandatos, a saludo do presidente da República, foi notícia aqui, por diversas vezes, foi operada quatro erdias e isso mantidou um catatriz me cardíaco em 2018, preocupos portugueses,","10, 11",
24,858.0,861.0,14:18,14:21,3.0,0.05,24,840.0,870.0,14:00,14:30,30.0,3.0,1.0,0.1,Other/Unknown,,tele jornal | ter 02 20 12 | paravision | griggrigiw,Saúde,"Saúde, Educação",,,"explicações com o Guilherme Macede, o professor, director do serviço de gastroenterologia do hospital de São João, onde continuo internado o presidente da Reba. Hoje o Lberta, então, com a explicação sobre aquilo que, de facto, aconteceu em termos de saludo com Marcelo Rebelliçóz. E durante os dois mandatos, a saludo do presidente da República, foi notícia aqui, por diversas vezes, foi operada quatro erdias e isso mantidou um catatriz me cardíaco em 2018, preocupos portugueses,","10, 11",
25,861.0,1041.0,14:21,17:21,180.0,3.0,24,840.0,870.0,14:00,14:30,30.0,9.0,0.05,0.3,Saúde,"Saúde, Governo/Partidos",saúde do presidente | tele jornal | ter 02 20 12 | marcelo já foi operad | telejornal | marcelo já foi operado a três hérnias | em 2017 foi operado a uma hérnia umbilidal | em 2017 foi operado a uma hérnia umbilical,Saúde,"Saúde, Educação",,,"explicações com o Guilherme Macede, o professor, director do serviço de gastroenterologia do hospital de São João, onde continuo internado o presidente da Reba. Hoje o Lberta, então, com a explicação sobre aquilo que, de facto, aconteceu em termos de saludo com Marcelo Rebelliçóz. E durante os dois mandatos, a saludo do presidente da República, foi notícia aqui, por diversas vezes, foi operada quatro erdias e isso mantidou um catatriz me cardíaco em 2018, preocupos portugueses,","10, 11",
25,861.0,1041.0,14:21,17:21,180.0,3.0,25,870.0,900.0,14:30,15:00,30.0,30.0,0.16666666666666666,1.0,Saúde,"Saúde, Governo/Partidos",saúde do presidente | tele jornal | ter 02 20 12 | marcelo já foi operad | telejornal | marcelo já foi operado a três hérnias | em 2017 foi operado a uma hérnia umbilidal | em 2017 foi operado a uma hérnia umbilical,Ambiente/Meteorologia/Proteção Civil,Ambiente/Meteorologia/Proteção Civil,,,"quando desmayou em público num dia de calor, em bom.",11,
28,1068.0,1116.0,17:48,18:36,48.0,0.8,32,1080.0,1110.0,18:00,18:30,30.0,30.0,0.625,1.0,Internacional,Internacional,tele jornal | ter 02 20 15 | encontro rússia eua | witkoff reunido com vladimi | telejornal | witkoff reunido com vladimir putin | ter 02 20 16 | putin diz que a rússia está pronta para lutar,Internacional,Internacional,,,"A presidência russa divulgou imagens em que Vladimir Putin dá boas vindas ao enviado especial do presidente Trump, Steve Whitkoff, e ao gênero do líder norte-americano Jared Kushner. Os dois homens de confiança de Donald Trump chegaram a um escuvo para discutir detalhes de plano de paz para o crânia que já foi analisado com Kiev.",12,
37,1200.0,1203.0,20:00,20:03,3.0,0.05,36,1200.0,1230.0,20:00,20:30,30.0,3.0,1.0,0.1,Other/Unknown,,tele jornal | ter 02 20 17,Internacional,"Abertura/Manchetes, Internacional",,,"Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já",13,
38,1203.0,1212.0,20:03,20:12,9.0,0.15,36,1200.0,1230.0,20:00,20:30,30.0,9.0,1.0,0.3,Other/Unknown,,telejornal | ter 02 20 17 | lusine bayatyan | repórter de imagem | evgueny mouravitch | jornalista | tele jornal | ter 02 20 18,Internacional,"Abertura/Manchetes, Internacional",,,"Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já",13,
39,1212.0,1221.0,20:12,20:21,9.0,0.15,36,1200.0,1230.0,20:00,20:30,30.0,9.0,1.0,0.3,Other/Unknown,,tele jornal | ter 02 20 18 | ter 02 20 10 | telejornal | rtp pt | rtp | rtp r | rtp p,Internacional,"Abertura/Manchetes, Internacional",,,"Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já",13,
40,1221.0,1710.0,20:21,28:30,489.0,8.15,36,1200.0,1230.0,20:00,20:30,30.0,9.0,0.018404907975460124,0.3,Internacional,Internacional,rtp pt | encontro russ | rtp | tele jornal | ter 02 20 18 | encontro rússia eua | witko | telejornal,Internacional,"Abertura/Manchetes, Internacional",,,"Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já",13,
40,1221.0,1710.0,20:21,28:30,489.0,8.15,37,1230.0,1260.0,20:30,21:00,30.0,30.0,0.06134969325153374,1.0,Internacional,Internacional,rtp pt | encontro russ | rtp | tele jornal | ter 02 20 18 | encontro rússia eua | witko | telejornal,Abertura/Manchetes,Abertura/Manchetes,,,"ter conquistado, por isso, Boa Noite Palpe pergunta que a d'una das partes que lema que mantei o control da cidade. Foi ou não, já conquistado Essa é uma guerra da informação, ou seja, cada uma das partes está a tentar mostrar o poder que tem sobre a região, neste caso, sobre Pocróvsica. Na verdade, já há cerca de duas semanas,mos cobo também tinha dito através do Ministério da Defesa, que soldados russo,","13, 14",
40,1221.0,1710.0,20:21,28:30,489.0,8.15,38,1260.0,1290.0,21:00,21:30,30.0,30.0,0.06134969325153374,1.0,Internacional,Internacional,rtp pt | encontro russ | rtp | tele jornal | ter 02 20 18 | encontro rússia eua | witko | telejornal,Other/Unknown,,,,"que tinham estado a astiar a bandeira da Fedoração-Lúsa, nas ruas da cidade de Pocróvsica, no entanto, tinha se esquecido que haveria uma parte de norte, que continuava de acesso apenas aos militares de premiens. E é isso ainda que está a acontecer. Hoje, o limite máximo ao poro-coalo nos foi permitido chegar, demonstrou que não haveria muito mais de ali para a frente, mas havia ainda a possibilidade dos militares, o que preseguir em o sucaninho, que",14,
