block_id,speech_theme,speech_theme_support_sec,speech_theme_support_ratio,speech_total_overlap_sec,speech_coverage_ratio,n_speech_windows,speech_themes_present,speech_candidates_present,speech_parties_present,speech_source_segments,speech_text,speech_excerpt
15,Saúde,90.0,0.46153846153846156,195.0,0.9558823529411765,7,"Abertura/Manchetes, Saúde, Governo/Partidos, Transportes/Mobilidade, Internacional, Ambiente/Meteorologia/Proteção Civil",,,5,"Boa noite, sim, precisamente vai ser assim até amanheia, a expectável que Marcelo Rebaldissosa, o presidente da República tenha alta, amanheia deverá acontecer ainda da parte da manhã, mas tudo irá depender da situação clínica do presidente da República. O último bolenso foi feito às 15 horas pela Presidente de Consolhe de Administração deste hospital, o hospital de San João, que nos dava nota precisamente disso desta situação clínica de Marcelo Rebaldissosa a evoluir favoravilmente, e visita também, que o presidente estava bem tranquilo, tinha passado bem anotos, já se tinha alimentado e também, já tinha feito o levanto, que é o que tem de fazer neste tipo de situações, Marcelo Rebaldissosa, que foi operado, como sabemos, é uma erna, a pesar de estar internado aqui no hospital de San João, eu diria que teve um dia até bastante preencher, durante a tarde, promulgou um diploma do governo, estava aqui em Triná de Mas, ainda conseguiu fazer isso, recebeu também duas visitas políticas, digamos assim, primeiro de Luís Montonegres, chegou primeiro, depois do presidente da Assembleia da República, José Pedro Aguiar Branco, que estiveram sensibilmente, acerca de 20, 30 minutos com o presidente da República, a sair da vista da avião aqui, a garantia aos jornalistas, de que Marcelo Rebaldissosa estava bem, José Pedro Aguiar Branco, dizia mesmo que o presidente da República estava com boa cara, e Luís Montonegres aproveitar também aqui o momento para ilugiar o trabalho do serviço nacional de saúde. Para hoje, estava também a prevista visita do secretário-jeraldo Partido de Celista, José Luis Carneiro, sabemos que já não vai acontecer, iria acontecer agora, por volta de 20 horas, já não vai acontecer, foi reagentada para amanhã, às 9 horas, isto porque José Luis Carneiro terá saído, lhes boa, por volta de 5 horas, hora que iria chegar aqui a um hospital sem João, seria já um pouco tarde, então optaram por adiar esta visita ao presidente da República para amanhã, de manhã, hoje, de tarde, sobemos também que estas duas visitas de Estado queriam decorrer já na próxima semana de visitas de Estado, o Estado do presidente da República foram adiadas, ainda não sabemos para que datas falam da visita de Estado, a primeira, o Espanha, queria acontecer no dia 10, 11, e 12 de dezembro, e logo a seguir também a visita de Estado, ao Vaticano, ainda não há uma confirmação, de quando é que estas visitas de Estado vão poder acontecer, sabemos que pelo menos foi a saindicação, que tivemos aqui do hospital, que, provavelmente, este tempo de recuperação, poderá chegar às duas semanas, estamos a falar de visitas de Estado que acontecem nessa janela temporal. Aquilo que sabemos é que Marcelo Badoewson poderá ter alta já a partir de amanhã, e que esta alta deverá acontecer ainda da parte da manhã.","Boa noite, sim, precisamente vai ser assim até amanheia, a expectável que Marcelo Rebaldissosa, o presidente da República tenha alta, amanheia deverá acontecer ainda da parte da manhã, mas tudo irá depender da situação clínica do presidente da República. O último bolenso foi feito às 15 horas pela Presidente de Consolhe de Administração deste hospital, o hospital de San João, que nos dava nota precisamente disso desta situação clínica de Marcelo Rebaldissosa a evoluir favoravilmente, e visita também, que o presidente estava bem tranquilo, tinha passado bem anotos, já se tinha alimentado e também, já tinha feito o levanto, que é o que tem de fazer neste tipo de situações, Marcelo Rebaldissosa..."
16,No speech,0.0,0.0,0.0,0.0,0,,,,,,
17,Saúde,9.0,1.0,9.0,0.5,1,Saúde,,,6,"Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão","Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão"
18,Saúde,3.0,1.0,3.0,1.0,1,Saúde,,,6,"Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão","Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão"
19,Saúde,3.0,1.0,3.0,1.0,1,Saúde,,,6,"Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão","Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão"
20,Saúde,6.0,1.0,6.0,1.0,1,Saúde,,,6,"Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão","Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão"
21,Saúde,3.0,1.0,3.0,1.0,1,Saúde,,,6,"Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão","Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão"
22,Saúde,48.0,0.21052631578947367,228.0,1.0,9,"Saúde, Educação",,,"6, 7, 8, 9, 10, 11","Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão clínica de se compreender que, de facto, se estava a ver ali um problema que tinha a ver com um encarceramento da Hérnia, e que isso poderia, obviamente, levar a uma complicação posterior mais grave. Hérnia chegou a estar encarcerada, não chegou a estar estrangulada. Nós temos aqui uma espécie de semáforo do prigo da Hérnia, o amarelo, o rosto do roxo, como gradações desse prigo. É verdade, ali está representado o justamento o início, a formação da hérdia, que é quando uma estrutura migra de um espaço, que é o seu espaço próprio, no caso o intestino. O intestino e a gordura, a volta do intestino, quando migram por um espaço que não é o seu original, através de uma fraqueza da parede abenignal, que é aquela linha corda-rosa-dença, que é, é um músculo abenignal, há uma primeira passagem, e é quando as pessoas de uma forma geral sentem um volume, um papo, uma protusão no abdômen, e que muitas vezes elas próprias reduzem, isto é que rego e fazem pressão para que aquela estrutura volta ao seu cítio original. E isso vai acontecendo algumas vezes. Só que, entretanto, o que vai acontecer também, é que o intestino vai se acomodando dentro daquela nova estrutura, da que se chama o saco herniário, e enquanto está lá, e é possível reduzir, não costumar rever grandes problemas. O problema tem a ver quando essa estrutura que está lá acaba por começar a ter algum sofrimento, vascular, que é aquela imagem do lado direito, onde se vê claramente que há um sofrimento no intestino, há aquilo que chama mescumia, que é a circulação, não funciona, e, portanto, a parede intestinal pode morrer. Não é com ter hernas e, sobretudo, eram desincarcerados, mas... O conhecimento do sintômico. O que é verdade é que o seu presidente reconheceu que aquilo não estava a ser, digamos, o habitual. E isso é importante quando aquele sintômico, quando se tenta reduzir a hernia. E ao mesmo tempo, se percebe que há uma dor, a abdominal intensa, que há naos as evômenes, é evidente que o processo está adquirir uma outra dimensão e portanto é aquela decisão inicial de recorrer apoio médica, apoio médica e cirúrgica, que foi uma decisão muito important. Não há certezas quanto ao tempo de recuperação, os tímdes que sejam duas semanas, pode ser menos, pode ser mais, depende da condição do paciente, na circunstancia do presidente da República, depende do funcionamento do indestínio, depende da pared do mineral. Depende de vários coisas e já inumbrou praticamente todas. É claro que são processos dinâmicos, não é uma secha venta só, é um processo dinâmico que nós vamos, e ...","Sim, aparentemente os sintomas iniciais aqui, o que o seu presidente de referiu logo de início, aparentemente mostrava que havia ali um sofrimento já de uma estrutura abdominal, razão placoal, ela achou que aquilo não era o habitual e a equipe médica que eu estava acompanhando à altura, também achou mais de progente não fazer a viagem para Lisboa e recorrer-me de atamento ao hospital. Foi o que fez e vem, e depois houve a decisão clínica de se compreender que, de facto, se estava a ver ali um problema que tinha a ver com um encarceramento da Hérnia, e que isso poderia, obviamente, levar a uma complicação posterior mais grave. Hérnia chegou a estar encarcerada, não chegou a estar estrangulada..."
23,Saúde,6.0,1.0,6.0,1.0,1,"Saúde, Educação",,,"10, 11","explicações com o Guilherme Macede, o professor, director do serviço de gastroenterologia do hospital de São João, onde continuo internado o presidente da Reba. Hoje o Lberta, então, com a explicação sobre aquilo que, de facto, aconteceu em termos de saludo com Marcelo Rebelliçóz. E durante os dois mandatos, a saludo do presidente da República, foi notícia aqui, por diversas vezes, foi operada quatro erdias e isso mantidou um catatriz me cardíaco em 2018, preocupos portugueses,","explicações com o Guilherme Macede, o professor, director do serviço de gastroenterologia do hospital de São João, onde continuo internado o presidente da Reba. Hoje o Lberta, então, com a explicação sobre aquilo que, de facto, aconteceu em termos de saludo com Marcelo Rebelliçóz. E durante os dois mandatos, a saludo do presidente da República, foi notícia aqui, por diversas vezes, foi operada quatro erdias e isso mantidou um catatriz me cardíaco em 2018, preocupos portugueses,"
24,Saúde,3.0,1.0,3.0,1.0,1,"Saúde, Educação",,,"10, 11","explicações com o Guilherme Macede, o professor, director do serviço de gastroenterologia do hospital de São João, onde continuo internado o presidente da Reba. Hoje o Lberta, então, com a explicação sobre aquilo que, de facto, aconteceu em termos de saludo com Marcelo Rebelliçóz. E durante os dois mandatos, a saludo do presidente da República, foi notícia aqui, por diversas vezes, foi operada quatro erdias e isso mantidou um catatriz me cardíaco em 2018, preocupos portugueses,","explicações com o Guilherme Macede, o professor, director do serviço de gastroenterologia do hospital de São João, onde continuo internado o presidente da Reba. Hoje o Lberta, então, com a explicação sobre aquilo que, de facto, aconteceu em termos de saludo com Marcelo Rebelliçóz. E durante os dois mandatos, a saludo do presidente da República, foi notícia aqui, por diversas vezes, foi operada quatro erdias e isso mantidou um catatriz me cardíaco em 2018, preocupos portugueses,"
25,Ambiente/Meteorologia/Proteção Civil,30.0,0.7692307692307693,39.0,0.21666666666666667,2,"Saúde, Educação, Ambiente/Meteorologia/Proteção Civil",,,"10, 11","explicações com o Guilherme Macede, o professor, director do serviço de gastroenterologia do hospital de São João, onde continuo internado o presidente da Reba. Hoje o Lberta, então, com a explicação sobre aquilo que, de facto, aconteceu em termos de saludo com Marcelo Rebelliçóz. E durante os dois mandatos, a saludo do presidente da República, foi notícia aqui, por diversas vezes, foi operada quatro erdias e isso mantidou um catatriz me cardíaco em 2018, preocupos portugueses, quando desmayou em público num dia de calor, em bom.","explicações com o Guilherme Macede, o professor, director do serviço de gastroenterologia do hospital de São João, onde continuo internado o presidente da Reba. Hoje o Lberta, então, com a explicação sobre aquilo que, de facto, aconteceu em termos de saludo com Marcelo Rebelliçóz. E durante os dois mandatos, a saludo do presidente da República, foi notícia aqui, por diversas vezes, foi operada quatro erdias e isso mantidou um catatriz me cardíaco em 2018, preocupos portugueses, quando desmayou em público num dia de calor, em bom."
26,No speech,0.0,0.0,0.0,0.0,0,,,,,,
27,No speech,0.0,0.0,0.0,0.0,0,,,,,,
28,Internacional,30.0,1.0,30.0,0.625,1,Internacional,,,12,"A presidência russa divulgou imagens em que Vladimir Putin dá boas vindas ao enviado especial do presidente Trump, Steve Whitkoff, e ao gênero do líder norte-americano Jared Kushner. Os dois homens de confiança de Donald Trump chegaram a um escuvo para discutir detalhes de plano de paz para o crânia que já foi analisado com Kiev.","A presidência russa divulgou imagens em que Vladimir Putin dá boas vindas ao enviado especial do presidente Trump, Steve Whitkoff, e ao gênero do líder norte-americano Jared Kushner. Os dois homens de confiança de Donald Trump chegaram a um escuvo para discutir detalhes de plano de paz para o crânia que já foi analisado com Kiev."
29,No speech,0.0,0.0,0.0,0.0,0,,,,,,
30,No speech,0.0,0.0,0.0,0.0,0,,,,,,
31,No speech,0.0,0.0,0.0,0.0,0,,,,,,
32,No speech,0.0,0.0,0.0,0.0,0,,,,,,
33,No speech,0.0,0.0,0.0,0.0,0,,,,,,
34,No speech,0.0,0.0,0.0,0.0,0,,,,,,
35,No speech,0.0,0.0,0.0,0.0,0,,,,,,
36,No speech,0.0,0.0,0.0,0.0,0,,,,,,
37,Internacional,3.0,1.0,3.0,1.0,1,"Abertura/Manchetes, Internacional",,,13,"Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já","Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já"
38,Internacional,9.0,1.0,9.0,1.0,1,"Abertura/Manchetes, Internacional",,,13,"Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já","Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já"
39,Internacional,9.0,1.0,9.0,1.0,1,"Abertura/Manchetes, Internacional",,,13,"Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já","Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já"
40,Internacional,219.0,0.5104895104895105,429.0,0.8773006134969326,15,"Abertura/Manchetes, Internacional, Eleições/Campanha, Justiça/Segurança",,,"13, 14, 15, 16, 17","Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já ter conquistado, por isso, Boa Noite Palpe pergunta que a d'una das partes que lema que mantei o control da cidade. Foi ou não, já conquistado Essa é uma guerra da informação, ou seja, cada uma das partes está a tentar mostrar o poder que tem sobre a região, neste caso, sobre Pocróvsica. Na verdade, já há cerca de duas semanas,mos cobo também tinha dito através do Ministério da Defesa, que soldados russo, que tinham estado a astiar a bandeira da Fedoração-Lúsa, nas ruas da cidade de Pocróvsica, no entanto, tinha se esquecido que haveria uma parte de norte, que continuava de acesso apenas aos militares de premiens. E é isso ainda que está a acontecer. Hoje, o limite máximo ao poro-coalo nos foi permitido chegar, demonstrou que não haveria muito mais de ali para a frente, mas havia ainda a possibilidade dos militares, o que preseguir em o sucaninho, que o aparte de norte da cidade de Pocróvsica. Como sabemos, Pocróvsica acabou para atingir alguma dimensão e um destaque neste conflito nos últimos meses, porque se tornou num dos centros de distribuição logística da poio ao exército do Craniano, que está a combater na linha da frente. O que é importante para a Rússia é necessário, contugular de uma vez por todas, aquela base que estava ali a distribuir, quer armamento, mas também a parte logística de combustível e até mesmo alimentação para os militares. O Craniano e como tal, esse é o foco nesta altura, significa que dentro do Dombás já começa a faltar muito pouco para que a Fedoração Rússia possa conquistar, Pocróvsica faz parte donética e já está praticamente todo o que ele conquistado, a favor dos russos. Os Ocranianos vão continuar a resistir, estão a fazer diversas operações militares, mostram que estão convontada de que o presidente de Vladimir Zelensky perceba que os militares estão a lutar ainda pela integridade de todo o território, ou seja, ainda para as quatro províncias que, na verdade, são as setas equitivas e estão a fazer parte do plano de paz, que está agora em cima da mesa. de facto Trump mantevoja aqui na Casa Branca uma longa reunião de todo seu gabinete, a última reunião aberta do seu gabinete deste ano. E, de facto, a Lodiu, como já vimos na peça, a Lodiu é essa questão da Russia, o crânia como uma situação bastante mais complexa do que aquilo que ele estaria a prever. Mas também disse e foi perguntado se já sabia resultados acerca do encontro entre Putin e os seus enviados especiais. Aí ele disse que não e ele chegou que estevo ocupado todo esse tempo nessa reunião pública, e que, provavelmente depois disso, já começaria a saber o que estava a passar, porque não teve um natural que, neste altura, já esteja a receber informações de muscovo. Ao seu lado, estava a Marco Rubio, o sec...","Estamos agora em direto com a Ucranica, um Washington, com os nossos enviados especiais e correspondentes, Boa Noite Sambre, os enviados da RTP à Ucrania, paus ironímios, Zeppin Tears, tiveram hoje as portas da cidade de Pokrovsk, que a Rússia Grante já ter conquistado, por isso, Boa Noite Palpe pergunta que a d'una das partes que lema que mantei o control da cidade. Foi ou não, já conquistado Essa é uma guerra da informação, ou seja, cada uma das partes está a tentar mostrar o poder que tem sobre a região, neste caso, sobre Pocróvsica. Na verdade, já há cerca de duas semanas,mos cobo também tinha dito através do Ministério da Defesa, que soldados russo, que tinham estado a astiar a bandeira..."
41,No speech,0.0,0.0,0.0,0.0,0,,,,,,
42,No speech,0.0,0.0,0.0,0.0,0,,,,,,
43,No speech,0.0,0.0,0.0,0.0,0,,,,,,
44,No speech,0.0,0.0,0.0,0.0,0,,,,,,
45,No speech,0.0,0.0,0.0,0.0,0,,,,,,
46,No speech,0.0,0.0,0.0,0.0,0,,,,,,
47,No speech,0.0,0.0,0.0,0.0,0,,,,,,
48,No speech,0.0,0.0,0.0,0.0,0,,,,,,
49,No speech,0.0,0.0,0.0,0.0,0,,,,,,
50,No speech,0.0,0.0,0.0,0.0,0,,,,,,
51,No speech,0.0,0.0,0.0,0.0,0,,,,,,
52,No speech,0.0,0.0,0.0,0.0,0,,,,,,
53,Internacional,6.0,1.0,6.0,1.0,1,"Justiça/Segurança, Internacional",,,18,"A Echefa da Diplomacia Europeia, entre 2014 e 2012, a 9 foi detida por suspeita de fraude Federica Mogarini. É atualmente retorado o colégio da Europa em Ruj. Esta instituição acadêmica, assim como serviço de ação, externa da União Europeia em Bruxelas, foram alve de buscas por parte da Procordoria Europeia. Três pessoas, incluindo","A Echefa da Diplomacia Europeia, entre 2014 e 2012, a 9 foi detida por suspeita de fraude Federica Mogarini. É atualmente retorado o colégio da Europa em Ruj. Esta instituição acadêmica, assim como serviço de ação, externa da União Europeia em Bruxelas, foram alve de buscas por parte da Procordoria Europeia. Três pessoas, incluindo"
54,Internacional,3.0,1.0,3.0,1.0,1,"Justiça/Segurança, Internacional",,,18,"A Echefa da Diplomacia Europeia, entre 2014 e 2012, a 9 foi detida por suspeita de fraude Federica Mogarini. É atualmente retorado o colégio da Europa em Ruj. Esta instituição acadêmica, assim como serviço de ação, externa da União Europeia em Bruxelas, foram alve de buscas por parte da Procordoria Europeia. Três pessoas, incluindo","A Echefa da Diplomacia Europeia, entre 2014 e 2012, a 9 foi detida por suspeita de fraude Federica Mogarini. É atualmente retorado o colégio da Europa em Ruj. Esta instituição acadêmica, assim como serviço de ação, externa da União Europeia em Bruxelas, foram alve de buscas por parte da Procordoria Europeia. Três pessoas, incluindo"
55,Internacional,51.0,1.0,51.0,0.3953488372093023,2,"Justiça/Segurança, Internacional, Eleições/Campanha",,,18,"A Echefa da Diplomacia Europeia, entre 2014 e 2012, a 9 foi detida por suspeita de fraude Federica Mogarini. É atualmente retorado o colégio da Europa em Ruj. Esta instituição acadêmica, assim como serviço de ação, externa da União Europeia em Bruxelas, foram alve de buscas por parte da Procordoria Europeia. Três pessoas, incluindo Mogarini, foram detidas por suspeita de fraude na atribuição de financiamento da União Europeia. É um projeto para a formação de jovens diplomatas. Viacordo com a Procordoria, um dos candidatos tratido acesso é a informação confidencial que acabou para o Brunficiar, ponde em causa todo o processo de silênção.","A Echefa da Diplomacia Europeia, entre 2014 e 2012, a 9 foi detida por suspeita de fraude Federica Mogarini. É atualmente retorado o colégio da Europa em Ruj. Esta instituição acadêmica, assim como serviço de ação, externa da União Europeia em Bruxelas, foram alve de buscas por parte da Procordoria Europeia. Três pessoas, incluindo Mogarini, foram detidas por suspeita de fraude na atribuição de financiamento da União Europeia. É um projeto para a formação de jovens diplomatas. Viacordo com a Procordoria, um dos candidatos tratido acesso é a informação confidencial que acabou para o Brunficiar, ponde em causa todo o processo de silênção."
56,Greves/Trabalho,9.0,1.0,9.0,0.1111111111111111,1,Greves/Trabalho,,,19,"Os trabalhadores da AOT para aprovaram por unanimidade à adesão à greve geral de dia 11 uma decisão que pode levar à paragem da empresa de Palmele, CJTPOGT, acusam a administra do trabalho se estar mais preocupada ou sobreocupada com os serviços mínimos. A","Os trabalhadores da AOT para aprovaram por unanimidade à adesão à greve geral de dia 11 uma decisão que pode levar à paragem da empresa de Palmele, CJTPOGT, acusam a administra do trabalho se estar mais preocupada ou sobreocupada com os serviços mínimos. A"
