block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks
11,14:36,14:45,876.0,885.0,0.15,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,14:00,36.0,"theme_changed, lexical_change_high, semantic_change_high",Economia/Proteção Social,"Economia/Proteção Social, Greves/Trabalho",,,ies declaração anual de informação contabilística e fiscal | imposto municipal sobre imposto municipal sobre | imposto sobre o valor acrescentado iva | modelos dos pedidos de alteração de morada com retroatividade | 20 09 | cidadania fiscal | imposto municipal sobre imércia | informações de suporte,"coisa como 12.880 euros anuais. Deis a insenção para o alívio dos descontos, há descidas das taxas do segundo ao quinto de escalões, bem com uma atualização em cerca de 13,5% dos novos escalões de reinimento. Querem estudiar que com as novas tabelas, um trabalhador com um salário de 1.200 euros brutos solteiro e sem filhos, passa a receber mais 12 euros ao fim do mês, se ganha 1.500 euros brutos, recebe mais",13
12,14:45,14:51,885.0,891.0,0.1,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,14:00,45.0,"theme_changed, lexical_change_high, semantic_change_high",,"Economia/Proteção Social, Greves/Trabalho",,,tvi 20 09 | 20 10 | jornal nacional | 91111 | maa,"coisa como 12.880 euros anuais. Deis a insenção para o alívio dos descontos, há descidas das taxas do segundo ao quinto de escalões, bem com uma atualização em cerca de 13,5% dos novos escalões de reinimento. Querem estudiar que com as novas tabelas, um trabalhador com um salário de 1.200 euros brutos solteiro e sem filhos, passa a receber mais 12 euros ao fim do mês, se ganha 1.500 euros brutos, recebe mais",14
13,14:51,14:54,891.0,894.0,0.05,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,"Economia/Proteção Social, Greves/Trabalho",,,20 10 | tvi 20 10,"coisa como 12.880 euros anuais. Deis a insenção para o alívio dos descontos, há descidas das taxas do segundo ao quinto de escalões, bem com uma atualização em cerca de 13,5% dos novos escalões de reinimento. Querem estudiar que com as novas tabelas, um trabalhador com um salário de 1.200 euros brutos solteiro e sem filhos, passa a receber mais 12 euros ao fim do mês, se ganha 1.500 euros brutos, recebe mais",15
14,14:54,18:15,894.0,1095.0,3.35,Economia/Proteção Social,Economia/Proteção Social,Economia/Proteção Social,high,False,,0.851,0.474,7,candidate_detected,medium,15:27,33.0,2,new_body_terms,False,,,,"Economia/Proteção Social, Greves/Trabalho, Internacional, Justiça/Segurança","Economia/Proteção Social, Greves/Trabalho, Internacional",,,tvi 20 10 | 20 10 | tvi | salário bruto 2 000 | fonte | fonte ilya | aciona | iornal,"coisa como 12.880 euros anuais. Deis a insenção para o alívio dos descontos, há descidas das taxas do segundo ao quinto de escalões, bem com uma atualização em cerca de 13,5% dos novos escalões de reinimento. Querem estudiar que com as novas tabelas, um trabalhador com um salário de 1.200 euros brutos solteiro e sem filhos, passa a receber mais 12 euros ao fim do mês, se ganha 1.500 euros brutos, recebe mais 13 e se ganha 2.000 euros brutos, vai ver o salário de quido aumentar mais 17 euros brumês. Os pensionistas também vão sentir o alívio com as novas tabelas de retenção na fonte. Um casal com pensões de 1.300 euros vai ver cada uma destes pensões aumentar 3 euros brumês, no caso das pensõ...","16, 17, 18, 19, 20"
15,18:15,20:42,1095.0,1242.0,2.45,Economia/Proteção Social,Economia/Proteção Social,Economia/Proteção Social,high,False,,1.0,0.306,6,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,18:00,15.0,"theme_changed, entities_changed",Economia/Proteção Social,"Economia/Proteção Social, Internacional, Governo/Partidos, Abertura/Manchetes, Eleições/Campanha",,,alerta para portugal | 20 13 | jornal nacional | tvi alerta para portugal | tvi 20 13 | ocde pede prudência orçamental | tri | tvi,"produtos de gênero, faz muita diferença no nosso orçamento familiar. Há várias explicações para a diferença de preços nos combustíveis. Em Espanha, o mercado é tabulado e regulado pelo Estado. Em Portugal, é livre. Não há comolhar para o nosso país sem passar por um setor incrível. No relatório do OCD, sobre o panorama português, habita são sures como uma das maiores fragilidades da economia. Para reiras estruturais ao investimento, baixa produtividade na construção, atrazo no licenciamento e o número reduzido de novos fogos estão entre os óbstacles identificados. Algo que pode parecer um paradoxo, uma vez que o Portugal é um dos países do OCD com maior se toque de casas por habitante, ou se...",21
16,20:42,20:51,1242.0,1251.0,0.15,Other/Unknown,Eleições/Campanha,Eleições/Campanha,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,20:30,12.0,"theme_changed, semantic_change_high",,Eleições/Campanha,,,tvi 20 15 | 20 16 | jornal nacional | tvi 20 16,"Há mudanças curtas, mas são o suficiente para alguns candidatos de mudar a imposição. Vamos lá ver então. Então, nos ver",22
17,20:51,21:21,1251.0,1281.0,0.5,Eleições/Campanha,Eleições/Campanha,Eleições/Campanha,high,False,,1.0,0.3,2,candidate_detected,high,21:00,9.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,21:00,9.0,"lexical_change_high, volume_change_high",Eleições/Campanha,Eleições/Campanha,"André Ventura, Cotrim Figueiredo, Luís Marques Mendes",,tvi 20 16 | presidenciais 26 | 20 16 | ais 26 | andre ventura couvera e melo | jornal nacional | 20 7 18 4 18 3 cotrim from 18 3 | widne vehicita,"Há mudanças curtas, mas são o suficiente para alguns candidatos de mudar a imposição. Vamos lá ver então. Então, nos ver seguro, construída o primeiro lugar só, obligadamente, está nos 20,7 relativamente ao dia de ondas. Mas depois, govei e mel e andréventura trocam de posições. Não porque andréventura tenha subido ele até de cheio, mas govei e mel o cheio mais relativamente ao dia de ondas dos 19.2 para os 18.3. Curiosidade, ficou agora empatado com o 30-figureto, que está aqui numa rampa de lançamento de disputar o terceiro lugar, exatamente os mesmos pontos que o almeirante govei e mel. Outra nota, marques menos, volta a tecer, ele tinha 15,4 ontem passa",23
18,21:21,21:27,1281.0,1287.0,0.1,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,21:00,21.0,"lexical_change_high, volume_change_high",,,António José Seguro,,18 9 | 19 2 | otrim figueiredo | 20 16 | 20 7 tvi 9 3 | 118 4 | ant josé seguro | figueiredo,"seguro, construída o primeiro lugar só, obligadamente, está nos 20,7 relativamente ao dia de ondas. Mas depois, govei e mel e andréventura trocam de posições. Não porque andréventura tenha subido ele até de cheio, mas govei e mel o cheio mais relativamente ao dia de ondas dos 19.2 para os 18.3. Curiosidade, ficou agora empatado com o 30-figureto, que está aqui numa rampa de lançamento de disputar o terceiro lugar, exatamente os mesmos pontos que o almeirante govei e mel. Outra nota, marques menos, volta a tecer, ele tinha 15,4 ontem passa",24
19,21:27,22:18,1287.0,1338.0,0.85,Other/Unknown,Eleições/Campanha,Eleições/Campanha,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.941,3,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,21:00,27.0,"lexical_change_high, volume_change_high",,Eleições/Campanha,"André Ventura, Cotrim Figueiredo, Luís Marques Mendes, Catarina Martins, Jorge Pinto",Catarina Martins,18 9 | 120 7 | 20 16 | tvi 19 3 | 19 2 | 18 4 | andre ventura | continue view,"seguro, construída o primeiro lugar só, obligadamente, está nos 20,7 relativamente ao dia de ondas. Mas depois, govei e mel e andréventura trocam de posições. Não porque andréventura tenha subido ele até de cheio, mas govei e mel o cheio mais relativamente ao dia de ondas dos 19.2 para os 18.3. Curiosidade, ficou agora empatado com o 30-figureto, que está aqui numa rampa de lançamento de disputar o terceiro lugar, exatamente os mesmos pontos que o almeirante govei e mel. Outra nota, marques menos, volta a tecer, ele tinha 15,4 ontem passa para os 15.1. Isso são apenas dois dias, depois nós vamos olhar para as curvas de cada um, este é apenas duas fotografias que tiramos, vai ser mais interes...","25, 26"
20,22:18,35:42,1338.0,2142.0,13.4,Eleições/Campanha,Eleições/Campanha,Eleições/Campanha,high,False,,0.627,0.5,18,candidate_detected,high,22:24,6.0,3,"new_body_terms, lexical_shift_from_baseline",True,22:30,12.0,"lexical_change_high, entities_changed, volume_change_high","Eleições/Campanha, Sondagens","Eleições/Campanha, Economia/Proteção Social, Governo/Partidos, Educação, Sondagens, Justiça/Segurança, Internacional","António José Seguro, Henrique Gouveia e Melo, André Ventura, Luís Marques Mendes, Cotrim Figueiredo, Catarina Martins, António Filipe","Catarina Martins, André Ventura",2 9 | 20 17 | tvi | plano amostral as entrevistas são recolhidas através de entrevista telefónica cati | computer assisted telephone interviewing | a seleção dos entrevistados foi realizada através de geração aleatória de números de telemóvel mantendo a proporção dos 3 principais operadores móveis sempre que necessário foram selecionados aleatoriamente números fixo | o estudo tem como objetivo avaliar a opinião dos eleitores portugueses sobre temas | relacionados com as eleições presidenciais no,"nessa onda de hoje o candidato do PCP, Antônio Flip consegue 3,5%, ou seja, ultra-passa de catarina martins, que mantém exatamente os mesmos de 2,9 de ontem e depois outra nota, John Spinto. E manuals vão ver, este é um empatadíssimo, um 1,3%, embora hámos-teim um descido relativamente ao dia de ontem esta sonagem. De pita górica para a TVX, CNN, Portugal, JTN e ETSF foi feito nos dias 3, 4 e 5 de janeiro à mostra composta por 68 entrevistas. A margem de erro é de 4,06% para um nível de confiança de 95,5%. Não pode haver candidatos títobiantes. Eu estou a falar de um candidato que é uma candidata humana, que é a área socialista que no passado não defendeu a sua própria área, foi para além da...","27, 28, 29, 30"
21,35:42,35:57,2142.0,2157.0,0.25,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,35:30,12.0,"theme_changed, lexical_change_high, semantic_change_high",,Internacional,,,tvi 20 30 | usa bloco de cimento para matar ama | 20 30 | 20 31 | jornal nacional | tvi 20 31 | 0 754,Na Venezuela aumenta o receio de que o regime da delas e rodrigas se tainha vendido a Donald Trump. Os,31
22,35:57,36:57,2157.0,2217.0,1.0,Governo/Partidos,Internacional,Governo/Partidos,low_conflict,True,OCR and speech themes conflict.,1.0,1.0,3,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,35:30,27.0,"theme_changed, lexical_change_high, semantic_change_high","Internacional, Governo/Partidos","Internacional, Ambiente/Meteorologia/Proteção Civil",,,tvi 20 31 | machado agradece a trump | 20 31 | nacional | jornal nacional | tvi machado agradece a trump | tvi 20 31 machado agradece a trump | líder da oposição diz que regressa em breve ao país,"Na Venezuela aumenta o receio de que o regime da delas e rodrigas se tainha vendido a Donald Trump. Os opositors derunciam a presença de milícias armadas nas ruas. É neste cenário que Maria Corina Machado anunciou que a tenciona regra-se rápido e da mental país, apesar de Trump inserir que são necessados nítios que agora governam a Venezuela. Em Caracas, o clima do incertez é tanto que uma simples confusão entre os diferentes serviços de segurança fieza Maduro, levaram-nos a acionar as fezes antiérias para combater um drone que final era inofensivo. desde a operação militar dos Estados Unidos ou Sábado, que a Venezuela vive em permanente estado de alerta e solução. Mas a ameaça que fez até a...",32
23,36:57,37:06,2217.0,2226.0,0.15,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.667,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,37:00,3.0,"theme_changed, semantic_change_high",,"Internacional, Governo/Partidos",,,acto de notificesta captura foi dano | estro portal web www vtv gob ve | totalmente nula | 20 32 | jornal nacional | viv uob ve | en redes sociales i | portal web www vtv gob ve,"desde a operação militar dos Estados Unidos ou Sábado, que a Venezuela vive em permanente estado de alerta e solução. Mas a ameaça que fez até acionar a defesa antiaéria, afinal, não passou de uma falha de comunicação entre os diferentes serviços de segurança, ligados ao regime de Maduro, que se multipliquem apelos e exigências aos Estados Unidos. Dicha captura ha sido totalmente nula, violatoria do Direito Internacional. Apesar de um regime não terem ainda cair do, a oposição celebra a captura de Nicolás Maduro. Maria Corina Machado, líder do oposição, promete repissar ao país depois de 16 meses a viver na equilentinidade. Um plano que vai para a sua elhetção, como é possível. January 3rd, ...",33
24,37:06,37:27,2226.0,2247.0,0.35,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,37:00,6.0,"theme_changed, semantic_change_high",Justiça/Segurança,"Governo/Partidos, Internacional",,,tiroteio em caracas | tvi 20 32 | 20 32 | jornal nacional | king | tiroteio em caracas anear regressar venezuela na mautiado | tvi | estou a planear regressar à venezuela na mautiado,"do Direito Internacional. Apesar de um regime não terem ainda cair do, a oposição celebra a captura de Nicolás Maduro. Maria Corina Machado, líder do oposição, promete repissar ao país depois de 16 meses a viver na equilentinidade. Um plano que vai para a sua elhetção, como é possível. January 3rd, vai ser o encontro de uma história, como o dia de Jocelyn, confinada em a tyranny. Mas Donald Trump, que diz que vai liderar a Venezuela durante o",34
25,37:27,38:00,2247.0,2280.0,0.55,Eleições/Campanha,Internacional,Eleições/Campanha,low_conflict,True,OCR and speech themes conflict.,1.0,0.909,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,37:00,27.0,"theme_changed, semantic_change_high","Eleições/Campanha, Internacional","Governo/Partidos, Internacional, Eleições/Campanha",,,futuro da venez | tvi 20 32 | futuro da venezuela | tvi futuro da venezuela | 20 32 | jornal nacional | tri imp afasta novas fi ficões nos próximos 30 dias | trump afasta novas eleições nos próximos 30 dias,"do Direito Internacional. Apesar de um regime não terem ainda cair do, a oposição celebra a captura de Nicolás Maduro. Maria Corina Machado, líder do oposição, promete repissar ao país depois de 16 meses a viver na equilentinidade. Um plano que vai para a sua elhetção, como é possível. January 3rd, vai ser o encontro de uma história, como o dia de Jocelyn, confinada em a tyranny. Mas Donald Trump, que diz que vai liderar a Venezuela durante o período de transição, a festa Corina Machado de um eventual novo governo. Washington, pressiona a Presidente Interina, número 2 de Maduro, para colaborar com os Estados Unidos até por que para Trump está completamente fora de questão, a Venezuela e elei...",35
26,38:00,38:06,2280.0,2286.0,0.1,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,38:30,30.0,"new_theme_after_unknown, volume_change_high",Justiça/Segurança,,,,e pensem nisto | ninguém foi morto | tvi 20 33 | e do outro lado muitas | pessoas morreram | 20 33 | tvi | infelizmente,Testei do difícil perceber como é que a população e os círculos de poder da Venezuela estão,36
27,38:06,38:24,2286.0,2304.0,0.3,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,38:30,24.0,"new_theme_after_unknown, volume_change_high",Internacional,,,,20 33 | jornal nacional | não estamos em guerra | tvi 20 33 | ivau estaivius eivi guerra | trump quer investir na venezuela a longo prazo | sandra almeida azevedo i jornalista,Testei do difícil perceber como é que a população e os círculos de poder da Venezuela estão,37
28,38:24,41:27,2304.0,2487.0,3.05,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.328,7,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,38:30,6.0,"new_theme_after_unknown, volume_change_high",,"Internacional, Justiça/Segurança",,,crise na venezi | tvi 20 33 | crise na venezuela | 20 33 | jornal nacional | coi ômbia morii 17a mii itares na fronteira | colômbia mobiliza militares na fronteira | 20 34,"Testei do difícil perceber como é que a população e os círculos de poder da Venezuela estão a reagir à decapitação do regime, uma equipa de enviados da TVA está a tentar acceder ao país através da Colombia numa cidade de fronteira marcada pela violência de um dos cartéis invocados por Donald Trump para sequestrar Nicolás Maduro. O capela acabou de nos deixar um primeiro retrato desta fronteira uma das mais movimentadas da América do Sul. Estamos na fronteira entre Colombia e Venezuela. Atrás de mim, a passagem para um país que agora está cada vez mais isolado e fechado depois da agressão norte-americana. Daqui, esta é um tráfico habitual. De resto, esta é a fronteira, provavelmente uma das m...",38
29,41:27,43:09,2487.0,2589.0,1.7,Justiça/Segurança,Justiça/Segurança,Justiça/Segurança,high,False,,1.0,1.0,5,late_body_ocr_change,low,,75.0,4,"body_ocr_appeared_after_empty_baseline, new_body_terms, lexical_shift_from_baseline",False,,,,Justiça/Segurança,"Justiça/Segurança, Internacional",,,tvi 20 36 | presidente afastado após inve | presidente afastado após investigação | 20 36 | jornal nacional | stado após investigação | ama brasileira assassinada | 20 37,"tem os seus tentáculos aqui em tudo quanto é crime atualmente. Nomeadamente, o rapito esquesta de pessoas e extorsão pela sua libertação. É a realidade de uma fronteira que agora, neste momento, porque não se pode entrar na Venezuela, está a ser o centro das atensões do mundo. O Ministério Público revelou novos detalhes sobre o Homem Sídio de Lucinete Freitas, é a Amabrasilera que desapareceu no início de dezembro, na amadora, e que foi encontrada a morte a duas semanas depois. Um motivo futilo, estará na origem do crime, que foi assumido pela patroa. A mulher foi assassinada com um recurso a um bloco de cimento. Lucinete Freitas tinha 55 anos vivia sozinha e trabalhava como ama e empregada ...",39
30,43:09,45:00,2589.0,2700.0,1.85,Transportes/Mobilidade,Justiça/Segurança,Transportes/Mobilidade,low_conflict,True,OCR and speech themes conflict.,0.459,0.412,2,late_body_ocr_change,low,,63.0,5,"body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline, body_zone_changed",True,43:30,21.0,"lexical_change_high, volume_change_high","Justiça/Segurança, Transportes/Mobilidade",Justiça/Segurança,,,20 38 | macroal | ministério público | jornal acional | jornal | tvi 20 38 | jornal nacional | ama brasileira assassinada,"A Arguida colocou entulho sobre o corpo de forma a encobrir o mesmo. A homicida sem mostrar arrependimento confesso tudo em tribunal. Arguida traindo utilizado o telemóvel de vítima, fazendo-se passar pela mesma, escrevendo mensagens onde dizia ter ido para o algarve com uma amiga, visando, assim, a diar a participação do desaparecimento. A homicida de 43 anos a guardar julgamento à imprisão preventiva está indiciada por homicídio qualificado por afanação de cada haver de tensão de arma progüida e falsidade informática.",40
