block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
11,201.0,204.0,03:21,03:24,3.0,0.05,4,180.0,210.0,03:00,03:30,30.0,3.0,1.0,0.1,Other/Unknown,,tele jornal | ter 13 20 00 | ter 13 20 01,Eleições/Campanha,"Eleições/Campanha, Sondagens, Justiça/Segurança","Luís Marques Mendes, Catarina Martins, Jorge Pinto",PSD/AD,"um valor que está no limite da margem de erro. Sem possibilidade para a segunda volta, estão Govimelo e Marques Mendes, ambos empatados com 14%, o candidato apoiado no PSD tem a maior queda, chegou a recolher 20% na ultima sondagem. Os candidatos da esquerda estão bem longe, Catarina Martins e António Flipp com 2%, Jorge Pinto com 1,5%, os restantes não chegam a sequer. É 1% São mudanças significativas","2, 3",
12,204.0,210.0,03:24,03:30,6.0,0.1,4,180.0,210.0,03:00,03:30,30.0,6.0,1.0,0.2,Other/Unknown,Eleições/Campanha,humberto | tele jornal | ter 13 20 01 | humberto correia | andré pestana | catarina martins | estimativa | presidenciais eleições 20 28 telejornal,Eleições/Campanha,"Eleições/Campanha, Sondagens, Justiça/Segurança","Luís Marques Mendes, Catarina Martins, Jorge Pinto",PSD/AD,"um valor que está no limite da margem de erro. Sem possibilidade para a segunda volta, estão Govimelo e Marques Mendes, ambos empatados com 14%, o candidato apoiado no PSD tem a maior queda, chegou a recolher 20% na ultima sondagem. Os candidatos da esquerda estão bem longe, Catarina Martins e António Flipp com 2%, Jorge Pinto com 1,5%, os restantes não chegam a sequer. É 1% São mudanças significativas","2, 3",
13,210.0,231.0,03:30,03:51,21.0,0.35,5,210.0,240.0,03:30,04:00,30.0,21.0,1.0,0.7,Other/Unknown,,7 421 | sto | tele jornal | ter 13 20 01 | 2009 24 | contractor of the property of the property of the property of the property of the property of the property of the property of the property of the property of the property of the property of the property of the property of | allege control of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state ,Eleições/Campanha,"Eleições/Campanha, Sondagens",André Ventura,"PSD/AD, PS","faça a última sondagem em dezembro que já refletem a primeira semana de campanha e também os posicionamentos partidários. Marquismente só recolhe 3 em cada 10 votantes da AD. João que trinta-fegria tem quase a mesma fatia de eleitor da coligação que governa e é o mais votado entre os jovens, seguro só ter metado eleiturado do PS e é o preferido entre os mais velhos. Ventura que recolhe mais votos na faça etária dos 33 aos 64 anos.",3,
14,231.0,255.0,03:51,04:15,24.0,0.4,5,210.0,240.0,03:30,04:00,30.0,9.0,0.375,0.3,Other/Unknown,,tele jornal | ter 13 20 01 | henrique gouveia e melo | luís marques mendes | telejornal | andré pestana | humberto correia | 0 5,Eleições/Campanha,"Eleições/Campanha, Sondagens",André Ventura,"PSD/AD, PS","faça a última sondagem em dezembro que já refletem a primeira semana de campanha e também os posicionamentos partidários. Marquismente só recolhe 3 em cada 10 votantes da AD. João que trinta-fegria tem quase a mesma fatia de eleitor da coligação que governa e é o mais votado entre os jovens, seguro só ter metado eleiturado do PS e é o preferido entre os mais velhos. Ventura que recolhe mais votos na faça etária dos 33 aos 64 anos.",3,
18,270.0,297.0,04:30,04:57,27.0,0.45,7,270.0,300.0,04:30,05:00,30.0,27.0,1.0,0.9,Other/Unknown,,tele jornal | ter 13 20 02 | 59 votantes admitem mudar | telejornal | 74 votantes decididos | l decididos | 0 6x | seguro presidente,Eleições/Campanha,"Eleições/Campanha, Sondagens",,,"É quase uma certeza que a campanha vai continuar de boas de dia 18, e os inquirites desta sondagem responderam sobre a possibilidade de votar nos principais candidatos na segunda volta. 54% a Demita em Vultar em seguro. Gov.ML pode chegar aos 48%",4,
19,297.0,315.0,04:57,05:15,18.0,0.3,7,270.0,300.0,04:30,05:00,30.0,3.0,0.16666666666666666,0.1,Other/Unknown,,tele jornal | ter 13 20 02 | andré ventura | luís marques mendes | telejornal,Eleições/Campanha,"Eleições/Campanha, Sondagens",,,"É quase uma certeza que a campanha vai continuar de boas de dia 18, e os inquirites desta sondagem responderam sobre a possibilidade de votar nos principais candidatos na segunda volta. 54% a Demita em Vultar em seguro. Gov.ML pode chegar aos 48%",4,
19,297.0,315.0,04:57,05:15,18.0,0.3,8,300.0,330.0,05:00,05:30,30.0,15.0,0.8333333333333334,0.5,Other/Unknown,,tele jornal | ter 13 20 02 | andré ventura | luís marques mendes | telejornal,Justiça/Segurança,"Educação, Justiça/Segurança",André Ventura,,"se conseguir passar da primeira volta. Cutrindo figarei de Marx-Mendes não passam dos 45, André Ventura tem a maior taxa de rejeição apenas 33% a Demita em Vultar Nel na segunda volta. Este inquérito foi realizado por Universidade Católica para a RTP ante não o e jornal público entre os dias 6 e 9 de janeiro, foram obtidos 1770 inquéritos válidos, a margem de arredo de 2,2% com o nível de confiança de 95%.",4,
20,315.0,324.0,05:15,05:24,9.0,0.15,8,300.0,330.0,05:00,05:30,30.0,9.0,1.0,0.3,Other/Unknown,,tele jornal | ter 13 20 02 | telejornal | ter 13 20 03,Justiça/Segurança,"Educação, Justiça/Segurança",André Ventura,,"se conseguir passar da primeira volta. Cutrindo figarei de Marx-Mendes não passam dos 45, André Ventura tem a maior taxa de rejeição apenas 33% a Demita em Vultar Nel na segunda volta. Este inquérito foi realizado por Universidade Católica para a RTP ante não o e jornal público entre os dias 6 e 9 de janeiro, foram obtidos 1770 inquéritos válidos, a margem de arredo de 2,2% com o nível de confiança de 95%.",4,
21,324.0,366.0,05:24,06:06,42.0,0.7,8,300.0,330.0,05:00,05:30,30.0,6.0,0.14285714285714285,0.2,Other/Unknown,,telejornal | ter 13 20 03 | tele jornal | editora de imagem | matilde gomes | a uma amostra aleatória de 1770 i | jornalista | pedro zambujo,Justiça/Segurança,"Educação, Justiça/Segurança",André Ventura,,"se conseguir passar da primeira volta. Cutrindo figarei de Marx-Mendes não passam dos 45, André Ventura tem a maior taxa de rejeição apenas 33% a Demita em Vultar Nel na segunda volta. Este inquérito foi realizado por Universidade Católica para a RTP ante não o e jornal público entre os dias 6 e 9 de janeiro, foram obtidos 1770 inquéritos válidos, a margem de arredo de 2,2% com o nível de confiança de 95%.",4,
21,324.0,366.0,05:24,06:06,42.0,0.7,9,330.0,360.0,05:30,06:00,30.0,30.0,0.7142857142857143,1.0,Other/Unknown,,telejornal | ter 13 20 03 | tele jornal | editora de imagem | matilde gomes | a uma amostra aleatória de 1770 i | jornalista | pedro zambujo,Eleições/Campanha,"Eleições/Campanha, Sondagens",,,"E daqui a pouco vamos estar em direto com os nossos juno-listos que acompanham as principais candidaturas presidenciais. Todos eles já estão apóstos, vamos saber, em direto, com cada um impacto dessa grande sondagem, com os diferentes candidatos presidenciais. Já lavamos. Para já, vamos olhar mais em detalhe e fazer a análise dos resultados da sondagem da RTP, como no Alcarvalho, e a Maria Castelo Branco, como noito aos dois, bem vindos.",5,
22,366.0,1068.0,06:06,17:48,702.0,11.7,11,390.0,420.0,06:30,07:00,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,Eleições/Campanha,,PS,"Consegue ser o candidato mais agregador. Eu acho que isso talvez... Também não é uma surpresa? Ou não? É uma surpresa que o iletrado do PS esteja mais fixo em, então, nos descegurdo, que o iletrado de estar em marcos mentes. Porque repare o iletrado de estar com quase a mesma adição",6,
22,366.0,1068.0,06:06,17:48,702.0,11.7,12,420.0,450.0,07:00,07:30,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Other/Unknown,,,,"à candidatura de marcos mentes que é da candidatura de cotrinho. Isso é bastante surpreendente. Quer dizer que pelo avó do útil da parte de cotrinho pode mesmo funcionar agora na Rata Final. Sim, e não. Se a perspectiva dessa pergunta envolver","6, 7",
22,366.0,1068.0,06:06,17:48,702.0,11.7,13,450.0,480.0,07:30,08:00,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,"Eleições/Campanha, Justiça/Segurança",,,"apenas um ano antes de quatro ou cinco dias, não, não é sorprendente. Agora, se eu fizer, se esta pergunta há três semanas atrás, eu diria que sim, quase que dava para apostar que era muito impervável que o que tem de ferido, é da perceste nesta reta final com esta possibilidade de disputar uma segunda volta deixando para trás um candidato tão forte como o Luís Marcessmentes e também da alguma forma como Henrique Covamel. O que é interessante verificar naquilo que se tem passado desde o início",7,
22,366.0,1068.0,06:06,17:48,702.0,11.7,14,480.0,510.0,08:00,08:30,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,"Eleições/Campanha, Sondagens",,"PSD/AD, PS","da campanha e que esta sondagem da uma forma cristaliza, torna mais claro, é a luta que houve no interior tanto do grande delante roado flutuante do centro-direita e do centro-de-cento esquerda. Aquilo que nós vimos é que houve uma transferência de votos dentro do da área e do centro-direita do PSD para o centro-de-cento esquerdo do PS e vice-versa. Foi que a questão se discutiu. E isso foi bem aproveitado por seguro e mal aproveitado por marxementes. Mal é muito mal aproveitado por marxementes porque ele tem um",7,
22,366.0,1068.0,06:06,17:48,702.0,11.7,15,510.0,540.0,08:30,09:00,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Governo/Partidos,"Sondagens, Governo/Partidos",,,"topo de segurar o seu espaço natural fazendo um discurso muito colado ao do governo. Isso não funcionou. Quem capitalizou pelo contário esta semana, particularmente a última semana, de grandes contatamentos com esta crise do Inem foi o que o tempo de Figueiredo. O marxementes tanto não teve noção, não teve alucidez para perceber que uma exceciva colagem ao governo numa matéria tão polêmica que mais podia ser pernicioso e isso reflete nas sondagens. Mas depois, por outro lado, nós vemos que em torneos a seguro, para além de ter",7,
22,366.0,1068.0,06:06,17:48,702.0,11.7,16,540.0,570.0,09:00,09:30,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,"Eleições/Campanha, Sondagens",,,"51% dos seus eleitores, ação do Partitualista, a seguir aventura, o que mais fieliza o seu eleitorado natural. Mas ele também tem 10% de votos que vai buscar a área da A.D. o que não deixa de ser curioso. É curioso que GoVML parte como o grande favorito destas eleições, temos vindo a campanha, vemos estes números, Maria, neste momento já nem começamos por discutir sondagens com GoVML. Ele está a ser a grande useão atendendo a ação da ação.",7,
22,366.0,1068.0,06:06,17:48,702.0,11.7,17,570.0,600.0,09:30,10:00,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,Eleições/Campanha,,,"a dois dias ou amanhã, talvez. Mas eu acho que aqui há um fator muito grande de volatilidade ainda dos eleitores,",8,
22,366.0,1068.0,06:06,17:48,702.0,11.7,18,600.0,630.0,10:00,10:30,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,Eleições/Campanha,,PCP/CDU,"porque a aventura consegue. E ainda temos indecisio. Se temos indecisio mesmo dentro das pessoas que já demonstram a intenção de votar. Ou seja, já declararam o seu interesse de voto, ou a sua intenção, e dizem que há probabilidade de alterar. Nós temos cerca de metade o eletroada ainda aí. E portanto, e de repente nós olhamos, que é que está o eletroado mais fixo. É evidentemente o PCP.",8,
22,366.0,1068.0,06:06,17:48,702.0,11.7,19,630.0,660.0,10:30,11:00,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,Eleições/Campanha,,,"Foi um erro estratégico que agora está a tentar corrigir. Está a tentar tentar se estar a virar. Mas pode ser uma surpresa, né? Já não há muito tempo, mas esta campanha tem",9,
22,366.0,1068.0,06:06,17:48,702.0,11.7,20,660.0,690.0,11:00,11:30,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,Eleições/Campanha,,,"mudado muito rápido. O que trinfigureto provavelmente até precisaria de mais uma semana, tendo a encontrar uma boa semana, tendo a encontrar um olho estáco, arrubando, não sei porque esta sonda já ainda não, a valina não tem conta os erros dos grandes erros, que aconteceu, ou dois grandes, que tomam-nos na campanha de que trinfigureto, que estava com um grande momento de facto e perdeu. Esta sonda já ainda não diz-te. Vai ser interessante ver porque os resultados de facto é como está tudo tão volátil. Há vários fátores de fuga, ou há várias canais de fuga ainda do eleitorado. O eleitorado não está muito fixo, mas eu não me surpreenderia",9,
22,366.0,1068.0,06:06,17:48,702.0,11.7,21,690.0,720.0,11:30,12:00,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Other/Unknown,,,,"com os calidatos. Nesses últimos dias, você não está se fixar ao máximo o seu eleitorado, que já demonstra intenção de vá. Sim, há uma coisa que é muito importante de medir é que esta","9, 10",
22,366.0,1068.0,06:06,17:48,702.0,11.7,22,720.0,750.0,12:00,12:30,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,Eleições/Campanha,,,"distância das eleições nas legislativas 74% dos eleitores dícimos, eu já decidi e já não mudo do opinião. Nós, à mesma distância nas presidencias, só temos como vissa Maria 49%. Exatamente. Mas depois de virmos qual é o grau de fidelização do eleiturado das diferentes candidaturas, vemos por exemplo que o que tem de figar é que tem dos que têm menos em nível de fidelidade total, digamos assim. Portanto, nesta situação ele está, ser o único candidato mais",10,
22,366.0,1068.0,06:06,17:48,702.0,11.7,23,750.0,780.0,12:30,13:00,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,Eleições/Campanha,,PSD/AD,"à direita, à direita dos passas, à direita democrática, digamos assim, com possibilidades de direto a segunda volta, isso pode atrair algum voto útil das outras candidaturas. Cargo, voem mal, quer de os marques menos. Mas entra aí o outro fator que aconteceu ontem e que eu acho que eu pode penalizar muito. Muito do eleiturado do PSD, do eleiturado do centro-direita democrático, não gostou nada de ouvir um candidato, de dizer, colocar numa eventual eleição da segunda volta, colocar",10,
22,366.0,1068.0,06:06,17:48,702.0,11.7,24,780.0,810.0,13:00,13:30,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Sondagens,"Eleições/Campanha, Sondagens",André Ventura,,"marques menos ao mesmo nível de André Ventura. Ou, então, no século ao mesmo nível de André Ventura. Isso correu muito mal, foi um grande tiro no pé. Portanto, ainda está tudo muito volátil. Vamos ver o que acontece nos próximos dias, mas esta sondagem e é essa, de facto, a sua grande innovidade, a interioria reduziu o universo dos potenciais candidatos à uma segunda volta de cinco para três. Vamos saber o que é que esta sondagem vai",10,
22,366.0,1068.0,06:06,17:48,702.0,11.7,25,810.0,840.0,13:30,14:00,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,"Eleições/Campanha, Sondagens, Educação",,,"fazer para mudar eventualmente as estratégias dos candidatos, porque são das, são protagonistas das campacas. Comerão, Carvalho. Maria Castelo Branco, obrigado a os dois, a análise vai continuar depois na RTP Notícias. E importa agora ver o que é que cada um dos candidatos pensa sobre esta sondagem, começamos por Antónios e é seguro que está a candidatura a ser acompanhada pelo Pedro André Esteves. Pelo. Vamos tentar perceber o que é que seguro pensa desta sondagem de universidade",10,
22,366.0,1068.0,06:06,17:48,702.0,11.7,26,840.0,870.0,14:00,14:30,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Other/Unknown,,,,"catalânica para RTP. Muito à noite, não, não me surpreende, porque isso corresponde a","10, 11",
22,366.0,1068.0,06:06,17:48,702.0,11.7,27,870.0,900.0,14:30,15:00,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,Eleições/Campanha,André Ventura,,"aquilo que eu sinto na rua e no contato de todos os partiguetos. E também evidenciam um facto muito claro, é que só o único candidato moderato que pode estar na segunda volta. E não é indifrente, passará a segunda volta, em primeiro lugar ou em segundo lugar. E dê meu apel a todos os moderatos, a todos os demigratas, para que me ajudem a estar na segunda volta, mas vencendo já no dia 18. A frente da André Ventura. E exatamente, claramente, a frente da André Ventura, porque queremos duas visões, completemos duas visões, completamente diferentes para o nosso país. Eu sou defençado da Constituição",11,
22,366.0,1068.0,06:06,17:48,702.0,11.7,28,900.0,930.0,15:00,15:30,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,"Eleições/Campanha, Sondagens, Governo/Partidos, Saúde",,,"e da nossa democracia, e ele deixa muito a desjare começar. É uma questão de sondagens favoráveis desmobilizem os eleitores. O contrário e o apelos os eleitores para que eles concentrem os votos na minha candidatura, porque é a única candidatura de um moderante que pode disputar as eleições para a presidenta da República. O que é que eu ofreço a experiência, o de algo, e serem um presente da República exigente de modo aqui o Governo a presente resultados para resolver os problemas gravis dos pregueces a começar pela saúde.","11, 12",
22,366.0,1068.0,06:06,17:48,702.0,11.7,29,930.0,960.0,15:30,16:00,30.0,30.0,0.042735042735042736,1.0,Eleições/Campanha,"Eleições/Campanha, Sondagens, Saúde",tele jornal | ter 13 20 03 | sondagem presidenciais | ventura e seguro empatados rumo à segunda volta | 20 03 | ter 13 | maria castello branc | comentadora rtp,Eleições/Campanha,Eleições/Campanha,,,"Obrigado, então, é surfe, que, lastado o reto nesses últimos dias de campanha, o candidato esteve hoje pela Margem Sul do Tejo, ou este tinha reafirmado que não entra",13,
