block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks,review_priority
12,06:48,07:09,408.0,429.0,0.35,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,07:30,42.0,"lexical_change_high, semantic_change_high, gap_high",Internacional,,,,de dois heróis | venho com dor pelo rapto | tele jornal | ter 06 20 04 | venho com dor pelo rapto de dois heróis | que estão reféns nos estados unidos da américa | nos estados unidos da américa | que estão reféns,,15,medium
13,07:09,07:15,429.0,435.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,07:30,21.0,"lexical_change_high, semantic_change_high, gap_high",,,,,tele jornal | ter 06 20 04,,16,medium
14,07:15,07:21,435.0,441.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,07:30,15.0,"lexical_change_high, semantic_change_high, gap_high",Internacional,,,,tele jornal | ter 06 20 04 | procuramos a paz na venezuela | procuramos a tranquilidade | telejornal | a constituição da venezuela | que os eua respeitem,,17,medium
15,07:21,07:48,441.0,468.0,0.45,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.667,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,07:30,9.0,"lexical_change_high, semantic_change_high, gap_high","Economia/Proteção Social, Transportes/Mobilidade",,,,e uma democracia sólida | tele jornal | ter 06 20 05 | com estabilidade económica | e bons salários | telejornal | e saí para trabalhar ontem | saí para trabalhar no sábado,lavender sersea kas as vo deram,18,medium
16,07:48,08:21,468.0,501.0,0.55,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,07:30,18.0,"lexical_change_high, semantic_change_high, gap_high",,,,,breaking news | telejornal | ter 06 20 05 | hannitu | moments away exclusive interview with | venezuelan opposition leader maria corina machado | hannil | hannity,"lavender sersea kas as vo deram sempre acarr ou és para carrestria meus mases deesh tu, e cuida muito legal Nutra jou O Nino",19,medium
17,08:21,08:24,501.0,504.0,0.05,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,08:30,9.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high",,,,,telejornal | ter 06 20 06 | editor de image | samuel freir | jornalist | josé manuel lev | tele jornal | editor de imagem,"sempre acarr ou és para carrestria meus mases deesh tu, e cuida muito legal Nutra jou O Nino",20,medium
18,08:24,08:36,504.0,516.0,0.2,Other/Unknown,Abertura/Manchetes,Abertura/Manchetes,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.5,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,08:30,6.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high",,Abertura/Manchetes,,,tele jornal | ter 06 20 06 | scap | telejornal,"sempre acarr ou és para carrestria meus mases deesh tu, e cuida muito legal Nutra jou O Nino É no maior que agora em direto está o jornalista Pedro Paivas, junto ao estabelecimento presional de Nicolás Maduro, Pedro, mais uma vez, botar-te para ti, trampa e insistir nos comentários a Cuba, a Colombia e até a Grunlandia. Porgunte-se os norte-americanos estão a entender e apoiam estas intenções de trampo que tanto do nos preocupa aqui sobretudo na Europa. Boa noite, Ati, João,",21,medium
20,17:12,17:15,1032.0,1035.0,0.05,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,17:00,12.0,"new_theme_after_unknown, lexical_change_high",,Governo/Partidos,,,tele jornal | ter 06 20 14 | editor de imagem | marcelo sá carvalho | jornalista | raquel gomes,"sair de terra para o interferingio do dinheiro, o governo primeiro tem que dizer quem é mais dangular fod,",26,medium
21,17:15,20:42,1035.0,1242.0,3.45,Justiça/Segurança,Transportes/Mobilidade,Justiça/Segurança,low_conflict,True,OCR and speech themes conflict.,0.652,0.222,5,weak_candidate_no_persistence,low,17:24,9.0,4,"body_ocr_appeared_after_empty_baseline, new_body_terms, lexical_shift_from_baseline",True,17:00,15.0,"new_theme_after_unknown, lexical_change_high",Justiça/Segurança,"Governo/Partidos, Transportes/Mobilidade",,,tele jornal | ter 06 20 14 | telejornal | ter 06 20 15 | a arm medi | rtp na colômbia | muitos têm familia e amigos | muitos têm familia e amigos detidos na venezuela,"sair de terra para o interferingio do dinheiro, o governo primeiro tem que dizer quem é mais dangular fod, O que vamos agora é um trafi, um trafi paranormal entre a FNZW e a colombia. Agora, da parte tarde, muito mais automóveis e pessoas até ingressam a colombia. A ingressão à FNZW, a verdadeira colombia e a FNZW, da parte da manhã, assistimos precisamente a contrário, o transito de muito mais de anos. A colpaio-macha de abrigos temporárias, também o acesso à imitação por parte das refugiados que eu tenho que dar essa escar aqui sobre todos mais novos, também a alguma sede social que está ao programa nada, mas nada disso para já foi preciso de boa em marcha. Portanto, estamos em uma zona ma...",27,high
22,20:42,21:00,1242.0,1260.0,0.3,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 06 20 18,,28,medium
23,21:00,21:18,1260.0,1278.0,0.3,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 06 20 18 | há dias que só ganho 20 pesos agora já não há mais já não venho mais | telejornal | sim | vinte pesos por dia | serve para viver | não muito bem,,29,medium
24,21:18,21:33,1278.0,1293.0,0.25,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,a13en4p | telejornal | ter 06 20 18 | a 13enap | tele jornal | ter 06 20 19 | isto demóra | isto demora,,30,medium
25,21:33,21:51,1293.0,1311.0,0.3,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,telejornal | ter 06 20 19 | as pessoas e stão assu stadas | à espera para verem o que acontece | tele jornal | as pessoas estão assustadas | estamos todos à espera | não sabemos ninguém sabe,,31,medium
26,21:51,21:54,1311.0,1314.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,economicamente tudo | em todos os sentidos | tele jornal | ter 06 20 19 | telejornal | que melhore tudo,,32,medium
27,21:54,22:06,1314.0,1326.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 06 20 19 | a affor,,33,medium
28,22:06,22:12,1326.0,1332.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,uel | tele jornal | ter 06 20 19 | pois somos um país tranquilo em paz | é doloroso é doloroso para nós | telejornal | pois somos um país tranquilo e m paz,,34,medium
29,22:12,22:33,1332.0,1353.0,0.35,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Internacional,,,,tele jornal | ter 06 20 19 | e não queremos guerra | não queremos guerra nem que | se apoderem das nossas riquezas | telejornal | como faz o império yankee | como de la compensa de la compensa de la compensa de la compensa de la compensa de la compensa de la compensa de la compensa de la compensa de la compensa de la compensa de la compensa de la compensa de la compensa de la c,,35,medium
30,22:33,23:00,1353.0,1380.0,0.45,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,weak_candidate_no_persistence,low,22:54,21.0,4,"body_ocr_appeared_after_empty_baseline, new_body_terms, lexical_shift_from_baseline",False,,,,"Justiça/Segurança, Saúde",,,,com 70 anos | este é o meu pai javier giraldo garcía | tele jornal | ter 06 20 20 | telejornal | e quatro meses pelo regime | está detido há quatro anos | sequestrado na venezuela na prisão de el rodeo doente,,"36, 37",medium
31,23:00,23:12,1380.0,1392.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 06 20 20 | que libertaram em outubro | um dos presos | disse que por acaso viu em el rodeo ii | um gusmán humberto ramirez angarita | telejornal,,38,medium
32,23:12,23:18,1392.0,1398.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Justiça/Segurança,,,,e isso deu me | uma esperança de vida | tele jornal | ter 06 20 20 | estava morto | pois achava que o meu filho,,39,medium
33,23:18,23:21,1398.0,1401.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,cherokee | jeep | tele jornal | ter 06 20 20 | ardraki | current pt | josp | rollen,,40,medium
34,23:21,23:39,1401.0,1419.0,0.3,Justiça/Segurança,No speech,Justiça/Segurança,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Justiça/Segurança,,,,tele jornal | ter 06 20 21 | rtp na colômbia | muitos têm familia e amigos detidos na venezuela | filipe pinto | rtp | telejornal,,41,medium
35,23:39,23:42,1419.0,1422.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,a13350k | tele jornal | ter 06 20 21 | repórter de ima | a1335dk | pedro miguel gomes | repórter de imagem,,42,medium
36,23:42,23:48,1422.0,1428.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 06 20 21 | telejornal,,43,medium
37,23:48,24:03,1428.0,1443.0,0.25,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,candidate_detected,high,23:57,9.0,4,"new_body_terms, lexical_shift_from_baseline, body_zone_changed",False,,,,,,,,de fórmulas | eta lotes de leiteretiradositiva | telejornal | ter 06 20 21 | lotes de leiteretirados tiva | agradecemos a sua compreensão enquanto trabalhamos para resolver | encontra o lote na base da lata exemplo | lotes de leite retirados,,44,medium
38,24:03,24:06,1443.0,1446.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 06 20 21 | tele jo rnal,,45,medium
40,26:48,26:57,1608.0,1617.0,0.15,Other/Unknown,Eleições/Campanha,Eleições/Campanha,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,27:00,12.0,"entities_changed, volume_change_high",Justiça/Segurança,Eleições/Campanha,,,mais mortos que o esperado | tele jornal | ter 06 20 24 | gripe uma das principais causas da mortalidade | editora de imagem | joão serra martins rui alves cardoso | repórteres de imagem | sara cravina,"Sacriner tornou-se na figura central da campanha presidencial, a causa foi um artigo",48,medium
42,30:30,30:36,1830.0,1836.0,0.1,Other/Unknown,Eleições/Campanha,Eleições/Campanha,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,30:30,0.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, entities_changed, gap_high",,Eleições/Campanha,,,dayroll | annua marriag chain throm armage | tele jornal | ter 06 20 28 | ricardo passos mota tiago passos rodrigo lobo tiago mp costa | andré mateus pinto david araújo antónio antunes | repórteres de imagem | joana gonçalves almeida sérgio ramos cláudio calhau,"e dentro de hora e meia, mais ou menos, começa aqui na RTP, o único debate com todos os candidatos presidenciais, e ela que está a Sandra Machado Soares, Sandra Boanhoito, numa altura em que as chondagens não dão vitórias claras, e há muitos insícios e uma possível segunda volta, muito assunto porque importa ver este debate. Portugueses escolhem, nesta eleição, o 6º presidente",51,medium
44,36:15,36:21,2175.0,2181.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,36:30,15.0,"new_theme_after_unknown, semantic_change_high, volume_change_high, gap_high",,,"André Ventura, Cotrim Figueiredo, Luís Marques Mendes",,editor de imagem | joão junça | pedro pessoa | repórter de imagem | helena conceição santos | jornalista | tele jornal | ter 06 20 33,,55,medium
46,38:51,39:27,2331.0,2367.0,0.6,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,candidate_detected,high,39:18,27.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,39:30,39.0,"lexical_change_high, semantic_change_high, volume_change_high, gap_high",,,,,telejornal | ter 06 20 36 | tele jornal | nestlé retira do mercado | lotes | lotes de fórmula infantil nan e alfamino júnior | ara 2030 é | nestléretira do mercado,,57,medium
47,39:27,39:36,2367.0,2376.0,0.15,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.667,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,39:30,3.0,"lexical_change_high, semantic_change_high, volume_change_high, gap_high",,,,,iid at | tele jornal | ter 06 20 37 | regras que salvam vidas | aplica o loto antes de | ioles de qualquer intervenção | outra situação necessária | para a máquina,"o que pode acontecer é enquanto a toxina está no corpo mais nas indistintes, dá vóme de círria reia que podem durar de de meia hora, 6 horas e podem durar 24 horas. Isto passa, sem grande tratamento, podemos dar medicação anti-emétria, que é para não remitar, podemos dar probióticos também para melhorar a flor do microbial intestinal e passar a dia-reir.",58,medium
48,39:36,39:39,2376.0,2379.0,0.05,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,39:30,6.0,"lexical_change_high, semantic_change_high, volume_change_high, gap_high",,,,,tele jornal | ter 06 20 37,"o que pode acontecer é enquanto a toxina está no corpo mais nas indistintes, dá vóme de círria reia que podem durar de de meia hora, 6 horas e podem durar 24 horas. Isto passa, sem grande tratamento, podemos dar medicação anti-emétria, que é para não remitar, podemos dar probióticos também para melhorar a flor do microbial intestinal e passar a dia-reir.",59,medium
50,40:57,41:00,2457.0,2460.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,41:00,3.0,"new_theme_after_unknown, semantic_change_high, volume_change_high, gap_high",,,,,carlos valente | editor de imagem | imagem | joão oliveira arquivo rtp | andreia custódio | jornalista | tele jornal | ter 06 20 38,,61,medium
51,41:00,41:21,2460.0,2481.0,0.35,Ambiente/Meteorologia/Proteção Civil,Internacional,Ambiente/Meteorologia/Proteção Civil,low_conflict,True,OCR and speech themes conflict.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,41:00,0.0,"new_theme_after_unknown, semantic_change_high, volume_change_high, gap_high",Ambiente/Meteorologia/Proteção Civil,Internacional,,,ava | tele jornal | ter 06 20 38 | ann | neve provoca o caos | telejornal,"Os Estados Unidos e aliados europeus da Ucrania compram teram-se a dar garantir segurança a Ucrania uma vez, que seja assinado",62,high
52,41:21,41:57,2481.0,2517.0,0.6,Internacional,Governo/Partidos,Internacional,low_conflict,True,OCR and speech themes conflict.,1.0,0.75,2,weak_candidate_no_persistence,low,41:54,33.0,4,"body_ocr_appeared_after_empty_baseline, new_body_terms, lexical_shift_from_baseline",True,41:30,9.0,"theme_changed, lexical_change_high",Internacional,"Internacional, Governo/Partidos",,,tele jornal | ter 06 20 39 | telejornal | guerra na ucrânia | coligação de vontades da | tele j o rnal | coligação de vontades dá garantias a kiev | willing su,"Os Estados Unidos e aliados europeus da Ucrania compram teram-se a dar garantir segurança a Ucrania uma vez, que seja assinado um acordo de paz antes que é vemos cofo. É o resultado mais uma semana da coligação de voluntários realizada em Paris, em que participaram chefes de estado e de governo e também os mediadores norte-americanos deste processo de paz.",63,high
53,41:57,42:09,2517.0,2529.0,0.2,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.25,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,41:30,27.0,"theme_changed, lexical_change_high",,Governo/Partidos,,,da coligação de vontades | esta declaração | tele jornal | ter 06 20 39 | paris mardi 6 janvier 2026 | uma convergência operacional | vem pela primeira vez reconhecer | a coligação de vontades,"um acordo de paz antes que é vemos cofo. É o resultado mais uma semana da coligação de voluntários realizada em Paris, em que participaram chefes de estado e de governo e também os mediadores norte-americanos deste processo de paz.",64,medium
54,42:09,42:15,2529.0,2535.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,41:30,39.0,"theme_changed, lexical_change_high",Internacional,,,,a ucrânia e os estados unidos | da américa | tele jornal | ter 06 20 39 | de segurança robustas | para criar garantias,,65,medium
55,42:15,42:30,2535.0,2550.0,0.25,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,41:30,45.0,"theme_changed, lexical_change_high",,,,,tele jornal | ter 06 20 39 | ter 06 20 40,,66,medium
56,42:30,42:54,2550.0,2574.0,0.4,Internacional,No speech,Internacional,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Internacional,,,,do nosso compromisso total | esta é uma parte vital | tuesday 6 january 2026 | tele jornal | ter 06 20 40 | paris | a longo prazo is | para estar ao lado da ucrânia,,67,medium
57,42:54,43:00,2574.0,2580.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 06 20 40,,68,medium
58,43:00,43:12,2580.0,2592.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 06 20 40 | esperamos mais progresso como | resultado de tudo o que aconteceu hoje | achamos que temos os protocolos | de segurança praticamente terminados | telejornal | paris tuesday 6 january 2026,,69,medium
59,43:12,43:24,2592.0,2604.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Internacional,,,,para que o povo da ucrânia saiba | são importantes | telejornal | ter 06 20 40 | que quando isto terminar | termina para sempre | 5900 | tele jornal,,70,medium
60,43:24,43:27,2604.0,2607.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,tele jornal | ter 06 20 41 | tugal | mav,,71,medium
63,47:24,47:36,2844.0,2856.0,0.2,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.5,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,47:00,24.0,"lexical_change_high, semantic_change_high",,,,,tele jornal | ter 06 20 45 | telej ornal,"Nós moeten a gente mangá-la com o API牙el Seisez Elementary-mal sukaaram a dra. Com muita análiaело quanto spectral, mas Festos, para kän nuestO~~~ Nós podemos protector as headphone suivias para scenéis possu temporais pin안�보 capablex antes de qualquer магазista ali novos prisa",74,medium
