block_id,speech_theme,speech_theme_support_sec,speech_theme_support_ratio,speech_total_overlap_sec,speech_coverage_ratio,n_speech_windows,speech_themes_present,speech_candidates_present,speech_parties_present,speech_source_segments,speech_text,speech_excerpt
11,Economia/Proteção Social,30.0,0.38461538461538464,78.0,1.0,4,"Eleições/Campanha, Economia/Proteção Social, Internacional",,,"8, 9","foram cinco mil euros por mês durante cinco anos, 60 meses, mais 13 meses do segundo contrato assinado em 2015, com taxímpoles da mais de 300 mil euros. Em ambos os refredes contratos foi paga a título do honorário-se a quantia mensal de cinco mil euros a crescida de Iva, a taxa legal. A consultoria do agora candidato presidencial aconteceu numa altura em que a empresa estava desenvolver negócios em África e na América Latina, conselhos sobre países e análises de risco. Nunca houve relações constados, nacionais ou estrangeiros, dinheiros públicos ou quaisquer tipos de favorcimento. Sim, trabalhar e com a empresa em causa quando já não tinha qualquer cargo político. Sim, prestei os serviços que havia apostar pagando os respectivos impostos. Sim, não houve qualquer relação com o estado em empresas públicas e institutos públicos. Sim, tudo correto, transparente e legal. O grupo HACA é hoje uma das principais construtoras portuguesas. A empresa tem ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia.","foram cinco mil euros por mês durante cinco anos, 60 meses, mais 13 meses do segundo contrato assinado em 2015, com taxímpoles da mais de 300 mil euros. Em ambos os refredes contratos foi paga a título do honorário-se a quantia mensal de cinco mil euros a crescida de Iva, a taxa legal. A consultoria do agora candidato presidencial aconteceu numa altura em que a empresa estava desenvolver negócios em África e na América Latina, conselhos sobre países e análises de risco. Nunca houve relações constados, nacionais ou estrangeiros, dinheiros públicos ou quaisquer tipos de favorcimento. Sim, trabalhar e com a empresa em causa quando já não tinha qualquer cargo político. Sim, prestei os serviços q..."
12,Internacional,3.0,1.0,3.0,1.0,1,Internacional,,,9,"ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia.","ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia."
13,Internacional,6.0,1.0,6.0,1.0,1,Internacional,,,9,"ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia.","ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia."
14,Economia/Proteção Social,60.0,0.6896551724137931,87.0,1.0,4,"Internacional, Economia/Proteção Social",,,"9, 10","ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia. A constou, foi dito que fazia proteção de dados, que fazia restraturação na empresas, mas ninguém conhece o Luís Monto Negro, qualquer talento nessa área, na informática ou restraturar empresas. Ninguém conhece isso, para justificar aquilo. Também, a demora, que é o que achou só tendo os nove meses que isto de uma nova série investigado e diz que se foi muito para além do que deveria ser possível. Não sei como é que ele sabe isso, naturalmente os elementos que pediram, agora, a verdade, também aquilo que ele responsava a limpar de telé de moro, pelo menos, segundo Procurador de Alda-Gapulga, porque demorou muito a entregar os elementos que ganharam pedidos, exatamente, e começou desde o início. E ele começou a sempre a resistir as colheres e as coisas, é o que começou a querer dizer que era os coletos dele, para quem que trabalhava. Foi dizendo tudo a contagotas, e foi tudo sempre sem ser ainda contagotas. Acabou por ter que subintero a uma votação, que ele coelho bem, mas que se carar o país podia prescindir, porque exatamente não faz com a sr. Deus do início. Não quites que o lanceia tudo desde o início.","ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia. A constou, foi dito que fazia proteção de dados, que fazia restraturação na empresas, mas ninguém conhece o Luís Monto Negro, qualquer talento nessa área, na informática ou restraturar empresas. Ninguém conhece isso, para justificar aquilo. Também, a demora, que é o que achou só tendo os nove meses que isto de uma nova série investigado e diz que se foi muito para além do que deveria ser possível. Não sei como é que ele sabe isso, naturalmente os elementos que pediram, agora, a verdade, também aquilo que ele responsava a limpar de telé de moro, pelo menos, segundo Procurador de Alda-Gapulga, porque demorou muito a entregar os ..."
15,Eleições/Campanha,171.0,0.4253731343283582,402.0,1.0,14,"Governo/Partidos, Eleições/Campanha, Economia/Proteção Social, Justiça/Segurança",André Ventura,PS,"10, 11, 12, 13, 14, 15, 16, 17, 18, 19","início. E ele começou a sempre a resistir as colheres e as coisas, é o que começou a querer dizer que era os coletos dele, para quem que trabalhava. Foi dizendo tudo a contagotas, e foi tudo sempre sem ser ainda contagotas. Acabou por ter que subintero a uma votação, que ele coelho bem, mas que se carar o país podia prescindir, porque exatamente não faz com a sr. Deus do início. Não quites que o lanceia tudo desde o início. e dona-idade. Do rango. Eu aprendo na tal, eu acho que foi uma infelicidade. Eu hoje ouviu explicar que ele tinha se tirado o contexto. Eu não vejo como. Eu fui ler. Não sai de contas se nenhum, quer dizer. Quando me perguntam, quando é que isto é cable, isto talvez seja uma prena de Natal, para o Primeiro Ministro. Claro que eu acho que o que é o que isto dizer é que aprenda na tal, é que isto seria resolvidante de um Natal. E não que isto seria resolvida, favor do Luís Montenegro. Não aprenda, não aprenda. É que isto é o que isto é. Aprena continua, e sobretudo, que faz a impressão, é que isto é uma prena de Natal, o que isto será, chamará a proposição ao que se passa com António Costa. E, ó, tem, por exemplo, revolvinando o filme, ó, tem, por exemplo, uma das coisas que eu achei que o Luís Montenegro esteve mal na sua intervenção, ter mal em duas coisas, uma, foi naquela tese de que as eleições tudo limpo, com qualquer investigação judicial pode ser iluminada por uma eleição, o povo escolheu. Já o que suarste tinha explicado, ó, tem, em, em, intervenção igualmente, em feliz que a descida de imposto e a subida das pensões resolviam o caso de pernoviva. Não, não é verdade. Cadê-re, quando há um caso que tem que ser investigado judicialmente, é a investigação é que te sede como é que o caso acaba quando, quando, e como. Mas, Luís Montenegro, ontem, quando a comunidade está combina a estereo público, e foi o legitimamento, eu acho que o tempo todo a gasão pode fazer. Toda a gente pode fazer o leol, e o proberia de gasão, porque esteve mal de mesas a ser investigado. que deu origem a uma dimensão de um governo melhor e absoluta. E que acabou por não poder o próprio Lisbonto Negro? Por uma sessopaita que continua a ser investigada, dois anos de põe. Ora eu acho que até do ponto de vista institucional, Lisbonto Negro de União se é referida a isto. Não devia ter limitado a crítica de ministério publicá-seu caso pessoal. Quanto? Deixa-me só dizer. Eu não percebi o que é que o próprio Rio da Criaza é quando pediu excusa. Pediu excusa de que? Estou extraordinário. Legal, em relação às notícias que estão a surgir esta semana sobre marcos mentes, que, comentário, é que tem merece, nós temos agora aqui uma informação nova, de um trabalho de consultoria não jurídica, a revistaçava de publicou esta semana. que podem pedir a dizer o que é que ele fez para que não desculhe antes. Agora, dizer que é que não for as crianças, não há nada que o impessa de dizer. Vai continuar a sair coisas e ao vai dar respostas a saca rolas, arrancadas a saca r...","início. E ele começou a sempre a resistir as colheres e as coisas, é o que começou a querer dizer que era os coletos dele, para quem que trabalhava. Foi dizendo tudo a contagotas, e foi tudo sempre sem ser ainda contagotas. Acabou por ter que subintero a uma votação, que ele coelho bem, mas que se carar o país podia prescindir, porque exatamente não faz com a sr. Deus do início. Não quites que o lanceia tudo desde o início. e dona-idade. Do rango. Eu aprendo na tal, eu acho que foi uma infelicidade. Eu hoje ouviu explicar que ele tinha se tirado o contexto. Eu não vejo como. Eu fui ler. Não sai de contas se nenhum, quer dizer. Quando me perguntam, quando é que isto é cable, isto talvez seja ..."
16,Eleições/Campanha,9.0,0.23076923076923078,39.0,0.8666666666666667,2,Eleições/Campanha,André Ventura,,"18, 19","um motivo para sonhar e mais longe. de outros dos adversários que estão também em possibilidades de segunda a estonda, a gente passará a segunda volta. Eu não desejo ter na segunda volta a André Ventura. Eu quero mesmo do Ruta-Alo na primeira volta. Um desejo certamente perdiado com cutrim figarido, estratégia para lá chegar passa por captar também o voto dos mais velhos. E pedimos em esses jovens que já estão conhecidos, que falem dentro de suas famílias, porque eu não acredito numa sociedade que acho que é a problema específicos de jovens específicos de idose. Todos os problemas que afetam os nossos íngües, os nossos famílias são problemas nossos.","um motivo para sonhar e mais longe. de outros dos adversários que estão também em possibilidades de segunda a estonda, a gente passará a segunda volta. Eu não desejo ter na segunda volta a André Ventura. Eu quero mesmo do Ruta-Alo na primeira volta. Um desejo certamente perdiado com cutrim figarido, estratégia para lá chegar passa por captar também o voto dos mais velhos. E pedimos em esses jovens que já estão conhecidos, que falem dentro de suas famílias, porque eu não acredito numa sociedade que acho que é a problema específicos de jovens específicos de idose. Todos os problemas que afetam os nossos íngües, os nossos famílias são problemas nossos."
17,Justiça/Segurança,30.0,0.7142857142857143,42.0,0.6363636363636364,2,"Governo/Partidos, Justiça/Segurança, Eleições/Campanha",,,"20, 21","é colocar a política que é alumbrando, não parece que seja uma boa opção. De facto, nós temos um caso ainda, do ex-premém ministro Antonio Costa, que pelos vistos não havia nada e continua o processo em aberto sobre investigação. Parece-me um pouco estranho. Tanto que eu juro que a justiça para se cardoblizar, tem que começar a pensar que não pode ser percebida, mesmo que não seja isso, não pode ser percebida como estão de fazer política. A légua ajuda distância no que também parece ser uma outra realidade. Uma adversário meu, que o Trinfigare do Tem, vindo abaixar bastante o nível da campanha. Não foi capaz de concretizar nada na minha frente e cara a cara. E agora andando nas minhas costas, a dizer mal de mim e a fazer","é colocar a política que é alumbrando, não parece que seja uma boa opção. De facto, nós temos um caso ainda, do ex-premém ministro Antonio Costa, que pelos vistos não havia nada e continua o processo em aberto sobre investigação. Parece-me um pouco estranho. Tanto que eu juro que a justiça para se cardoblizar, tem que começar a pensar que não pode ser percebida, mesmo que não seja isso, não pode ser percebida como estão de fazer política. A légua ajuda distância no que também parece ser uma outra realidade. Uma adversário meu, que o Trinfigare do Tem, vindo abaixar bastante o nível da campanha. Não foi capaz de concretizar nada na minha frente e cara a cara. E agora andando nas minhas costas..."
18,Educação,30.0,0.625,48.0,0.8,2,"Eleições/Campanha, Educação",,PSD/AD,"20, 21","se cardoblizar, tem que começar a pensar que não pode ser percebida, mesmo que não seja isso, não pode ser percebida como estão de fazer política. A légua ajuda distância no que também parece ser uma outra realidade. Uma adversário meu, que o Trinfigare do Tem, vindo abaixar bastante o nível da campanha. Não foi capaz de concretizar nada na minha frente e cara a cara. E agora andando nas minhas costas, a dizer mal de mim e a fazer ataques de soar. Isto não é bonito, isto é feio, isto é baixa política. La Baixa do Fonshal foi recebendo a boa sorte do povo e sou bolharde sempre atento do presidente do PSD Madera. Muito gostoso, bolha-tá, tá com a seguida a sua. Obrigado. Obrigado. Vamos fazer as compras de todos os alunos. Por pouco ou por muitos querem todos, sigar a bolha.","se cardoblizar, tem que começar a pensar que não pode ser percebida, mesmo que não seja isso, não pode ser percebida como estão de fazer política. A légua ajuda distância no que também parece ser uma outra realidade. Uma adversário meu, que o Trinfigare do Tem, vindo abaixar bastante o nível da campanha. Não foi capaz de concretizar nada na minha frente e cara a cara. E agora andando nas minhas costas, a dizer mal de mim e a fazer ataques de soar. Isto não é bonito, isto é feio, isto é baixa política. La Baixa do Fonshal foi recebendo a boa sorte do povo e sou bolharde sempre atento do presidente do PSD Madera. Muito gostoso, bolha-tá, tá com a seguida a sua. Obrigado. Obrigado. Vamos fazer ..."
19,No speech,0.0,0.0,0.0,0.0,0,,,,,,
20,No speech,0.0,0.0,0.0,0.0,0,,,,,,
21,Other/Unknown,3.0,1.0,3.0,0.25,1,,,,22,ainda assim,ainda assim
22,Other/Unknown,6.0,1.0,6.0,1.0,1,,,,22,ainda assim,ainda assim
23,Other/Unknown,6.0,1.0,6.0,1.0,1,,,,22,ainda assim,ainda assim
24,Other/Unknown,15.0,1.0,15.0,1.0,1,,,,22,ainda assim,ainda assim
25,Economia/Proteção Social,21.0,1.0,21.0,1.0,1,"Eleições/Campanha, Economia/Proteção Social",,,22,"e embora a Buleia de uma subida dos preços, restim-lhe a garrer de uma ostra-sotimista, espera mais crescimento econômico até 2028. Antes, traa outras coisas em que pensar, o Lagerto da Chocargo de Presidente do BCE, em 2007, e recomendo aos candidatos que começam a surgir.","e embora a Buleia de uma subida dos preços, restim-lhe a garrer de uma ostra-sotimista, espera mais crescimento econômico até 2028. Antes, traa outras coisas em que pensar, o Lagerto da Chocargo de Presidente do BCE, em 2007, e recomendo aos candidatos que começam a surgir."
26,Economia/Proteção Social,9.0,0.6,15.0,1.0,2,"Eleições/Campanha, Economia/Proteção Social",,,"22, 23","e embora a Buleia de uma subida dos preços, restim-lhe a garrer de uma ostra-sotimista, espera mais crescimento econômico até 2028. Antes, traa outras coisas em que pensar, o Lagerto da Chocargo de Presidente do BCE, em 2007, e recomendo aos candidatos que começam a surgir. Combrar casa pode parecer um","e embora a Buleia de uma subida dos preços, restim-lhe a garrer de uma ostra-sotimista, espera mais crescimento econômico até 2028. Antes, traa outras coisas em que pensar, o Lagerto da Chocargo de Presidente do BCE, em 2007, e recomendo aos candidatos que começam a surgir. Combrar casa pode parecer um"
27,Other/Unknown,24.0,1.0,24.0,1.0,1,,,,23,Combrar casa pode parecer um,Combrar casa pode parecer um
28,Habitação,15.0,1.0,15.0,1.0,1,"Governo/Partidos, Habitação",,,23,"sonho distante para alguns, mas para outros tem se tornado realidade. Nos últimos dois anos, aboleia das novas medidas do governo mais jovens têm conseguido comprar casa. O aumento foi de 59% numa das melhores imbebiárias do país. Uma faixa etária que estava totalmente constrangida naquilo que era o acesso à habitação passou desde cerca de um animai para cá poder ter de alguma forma. O acesso a acesso","sonho distante para alguns, mas para outros tem se tornado realidade. Nos últimos dois anos, aboleia das novas medidas do governo mais jovens têm conseguido comprar casa. O aumento foi de 59% numa das melhores imbebiárias do país. Uma faixa etária que estava totalmente constrangida naquilo que era o acesso à habitação passou desde cerca de um animai para cá poder ter de alguma forma. O acesso a acesso"
29,Habitação,6.0,1.0,6.0,1.0,1,"Governo/Partidos, Habitação",,,23,"sonho distante para alguns, mas para outros tem se tornado realidade. Nos últimos dois anos, aboleia das novas medidas do governo mais jovens têm conseguido comprar casa. O aumento foi de 59% numa das melhores imbebiárias do país. Uma faixa etária que estava totalmente constrangida naquilo que era o acesso à habitação passou desde cerca de um animai para cá poder ter de alguma forma. O acesso a acesso","sonho distante para alguns, mas para outros tem se tornado realidade. Nos últimos dois anos, aboleia das novas medidas do governo mais jovens têm conseguido comprar casa. O aumento foi de 59% numa das melhores imbebiárias do país. Uma faixa etária que estava totalmente constrangida naquilo que era o acesso à habitação passou desde cerca de um animai para cá poder ter de alguma forma. O acesso a acesso"
30,Habitação,18.0,1.0,18.0,1.0,2,"Governo/Partidos, Habitação, Economia/Proteção Social",,,"23, 24","sonho distante para alguns, mas para outros tem se tornado realidade. Nos últimos dois anos, aboleia das novas medidas do governo mais jovens têm conseguido comprar casa. O aumento foi de 59% numa das melhores imbebiárias do país. Uma faixa etária que estava totalmente constrangida naquilo que era o acesso à habitação passou desde cerca de um animai para cá poder ter de alguma forma. O acesso a acesso está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a","sonho distante para alguns, mas para outros tem se tornado realidade. Nos últimos dois anos, aboleia das novas medidas do governo mais jovens têm conseguido comprar casa. O aumento foi de 59% numa das melhores imbebiárias do país. Uma faixa etária que estava totalmente constrangida naquilo que era o acesso à habitação passou desde cerca de um animai para cá poder ter de alguma forma. O acesso a acesso está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar impl..."
31,Habitação,3.0,1.0,3.0,1.0,1,"Economia/Proteção Social, Habitação",,,"23, 24","está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a","está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a"
32,Habitação,3.0,1.0,3.0,1.0,1,"Economia/Proteção Social, Habitação",,,"23, 24","está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a","está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a"
33,Habitação,3.0,1.0,3.0,1.0,1,"Economia/Proteção Social, Habitação",,,"23, 24","está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a","está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a"
34,Habitação,3.0,1.0,3.0,1.0,1,"Economia/Proteção Social, Habitação",,,"23, 24","está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a","está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a"
35,Economia/Proteção Social,12.0,0.5714285714285714,21.0,1.0,2,"Economia/Proteção Social, Habitação",,,"23, 24","está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto.","está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto."
36,Economia/Proteção Social,6.0,1.0,6.0,1.0,1,Economia/Proteção Social,,,24,"procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto.","procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto."
37,Economia/Proteção Social,3.0,1.0,3.0,1.0,1,Economia/Proteção Social,,,24,"procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto.","procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto."
38,Economia/Proteção Social,9.0,0.1875,48.0,1.0,3,Economia/Proteção Social,,,"24, 25","procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto. É uma maneira diferente da que estamos habituados a olhar para as desigualdades sociais e de gênero. O foso vai muito para além da diferença salarial entre homens e mulheres, ricos e pobres. O foso, moldar forma como agimos, vemos e pensamos a política e a sociedade. O estudo da Fundação à Caixa, BPI, 9SB, mostra que as mulheres e as pessoas mais pobres têm menos interesse na participação política e cívica, mas uma em cada duas pessoas pobres considera que a política não dá voz às pessoas. 37.5% das mulheres, inquilhidas são de esquerda ou de centro esquerda, face a 29% dos homens, que estão mais à direita, 34,9%. Em relação ao 26,7% das mulheres, por outro lado, as pessoas mais ricas identificam-se","procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto. É uma maneira diferente da que estamos habituados a olhar para as desigualdades sociais e de gênero. O foso vai muito para além da diferença salarial entre homens e mulheres, ricos e pobres. O foso, moldar forma como agimos, vemos e pensamos a política e a sociedade. O estudo da Fundação à Caixa, BPI, 9SB, mostra que as mulheres e as pessoas mais pobres têm menos interesse na participação política e cívica, mas uma em cada duas pessoas pobres considera que a política não dá voz às pessoas. 37.5% das mulheres, inquilhidas são de esquerda ou de centro esquerda, face a 29% d..."
