block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks
14,10:42,12:09,642.0,729.0,1.45,Justiça/Segurança,Economia/Proteção Social,Justiça/Segurança,low_conflict,True,OCR and speech themes conflict.,1.0,0.69,4,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,10:30,12.0,"theme_changed, lexical_change_high, volume_change_high",Justiça/Segurança,"Internacional, Economia/Proteção Social",,,20 05 | jornal nacional | tvi caso spinumviva arquivado | caso spinumviva arquivado | tvi 20 05 | pgr pediu escusa sobre as conclusões | pgr pediu escusa sobre as conclusões miguel sousa tavares i tvi comentador | miguel sousa tavares i tvi comentador,"ainda presença em países como Angola, Brasil, Santo-Mé e Bolivia. A constou, foi dito que fazia proteção de dados, que fazia restraturação na empresas, mas ninguém conhece o Luís Monto Negro, qualquer talento nessa área, na informática ou restraturar empresas. Ninguém conhece isso, para justificar aquilo. Também, a demora, que é o que achou só tendo os nove meses que isto de uma nova série investigado e diz que se foi muito para além do que deveria ser possível. Não sei como é que ele sabe isso, naturalmente os elementos que pediram, agora, a verdade, também aquilo que ele responsava a limpar de telé de moro, pelo menos, segundo Procurador de Alda-Gapulga, porque demorou muito a entregar os ...",18
15,12:09,18:51,729.0,1131.0,6.7,Other/Unknown,Eleições/Campanha,Eleições/Campanha,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.425,14,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,12:30,21.0,"lexical_change_high, volume_change_high","Justiça/Segurança, Eleições/Campanha","Governo/Partidos, Eleições/Campanha, Economia/Proteção Social, Justiça/Segurança",António José Seguro,André Ventura,montenegro nunca fui avençado de ninguém | caso spinumviva arquivado | tvi 20 06 | 20 06 | jornal nacional | tvi | montenegro foi dizendo tudo a conta gotas | 20 07,"início. E ele começou a sempre a resistir as colheres e as coisas, é o que começou a querer dizer que era os coletos dele, para quem que trabalhava. Foi dizendo tudo a contagotas, e foi tudo sempre sem ser ainda contagotas. Acabou por ter que subintero a uma votação, que ele coelho bem, mas que se carar o país podia prescindir, porque exatamente não faz com a sr. Deus do início. Não quites que o lanceia tudo desde o início. e dona-idade. Do rango. Eu aprendo na tal, eu acho que foi uma infelicidade. Eu hoje ouviu explicar que ele tinha se tirado o contexto. Eu não vejo como. Eu fui ler. Não sai de contas se nenhum, quer dizer. Quando me perguntam, quando é que isto é cable, isto talvez seja ...",19
16,18:51,19:36,1131.0,1176.0,0.75,Eleições/Campanha,Eleições/Campanha,Eleições/Campanha,high,False,,0.867,0.231,2,late_body_ocr_change,low,,36.0,4,"new_body_terms, lexical_shift_from_baseline, body_zone_changed",True,19:00,9.0,"entities_changed, volume_change_high",Eleições/Campanha,Eleições/Campanha,Cotrim Figueiredo,André Ventura,cotrim quer conquistar voto dos mais velhos | 20 13 | a caminho de belém | tvi | em transform | entre passado e presente | om identida | os diálogos e tensões de,"um motivo para sonhar e mais longe. de outros dos adversários que estão também em possibilidades de segunda a estonda, a gente passará a segunda volta. Eu não desejo ter na segunda volta a André Ventura. Eu quero mesmo do Ruta-Alo na primeira volta. Um desejo certamente perdiado com cutrim figarido, estratégia para lá chegar passa por captar também o voto dos mais velhos. E pedimos em esses jovens que já estão conhecidos, que falem dentro de suas famílias, porque eu não acredito numa sociedade que acho que é a problema específicos de jovens específicos de idose. Todos os problemas que afetam os nossos íngües, os nossos famílias são problemas nossos.",20
17,19:36,20:42,1176.0,1242.0,1.1,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.636,0.714,2,candidate_detected,high,19:42,6.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,20:00,24.0,"new_theme_after_unknown, lexical_change_high",Eleições/Campanha,"Governo/Partidos, Justiça/Segurança, Eleições/Campanha",Henrique Gouveia e Melo,,gouveia e melo não quer políticos em lume brando | a caminho de belém | tvi 20 13 | 20 14 | jgal | jornal nacional | nal | nternational club international club,"é colocar a política que é alumbrando, não parece que seja uma boa opção. De facto, nós temos um caso ainda, do ex-premém ministro Antonio Costa, que pelos vistos não havia nada e continua o processo em aberto sobre investigação. Parece-me um pouco estranho. Tanto que eu juro que a justiça para se cardoblizar, tem que começar a pensar que não pode ser percebida, mesmo que não seja isso, não pode ser percebida como estão de fazer política. A légua ajuda distância no que também parece ser uma outra realidade. Uma adversário meu, que o Trinfigare do Tem, vindo abaixar bastante o nível da campanha. Não foi capaz de concretizar nada na minha frente e cara a cara. E agora andando nas minhas costas...",21
18,20:42,21:42,1242.0,1302.0,1.0,Eleições/Campanha,Educação,Eleições/Campanha,low_conflict,True,OCR and speech themes conflict.,0.8,0.625,2,late_body_ocr_change,low,,45.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,21:00,18.0,"theme_changed, entities_changed","Eleições/Campanha, Greves/Trabalho","Eleições/Campanha, Educação",Luís Marques Mendes,,candidato diz que polémica baixa o nível da campanha | a caminho de belém | tvi 20 15 | ca is | a caminho de belém on | candidato diz que polémica baixa o nível da campanha luís marques mendes candidato à presidência da república | candidato diz que polémica baixa o nível da campanha luís marques mendes i candidato à presidência da república | imal,"se cardoblizar, tem que começar a pensar que não pode ser percebida, mesmo que não seja isso, não pode ser percebida como estão de fazer política. A légua ajuda distância no que também parece ser uma outra realidade. Uma adversário meu, que o Trinfigare do Tem, vindo abaixar bastante o nível da campanha. Não foi capaz de concretizar nada na minha frente e cara a cara. E agora andando nas minhas costas, a dizer mal de mim e a fazer ataques de soar. Isto não é bonito, isto é feio, isto é baixa política. La Baixa do Fonshal foi recebendo a boa sorte do povo e sou bolharde sempre atento do presidente do PSD Madera. Muito gostoso, bolha-tá, tá com a seguida a sua. Obrigado. Obrigado. Vamos fazer ...",22
19,21:42,22:18,1302.0,1338.0,0.6,Economia/Proteção Social,No speech,Economia/Proteção Social,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,21:00,42.0,"theme_changed, entities_changed",Economia/Proteção Social,,,,alling | tvi 20 16 | althan | bce mantém juros | 20 16 | tvi | macrona | jornal nacional,,23
20,22:18,22:21,1338.0,1341.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,22:30,12.0,"lexical_change_high, semantic_change_high, entities_changed, volume_change_high, gap_high",,,,,eurosystem | o que não significa que estamos estáticos | 20 16 | tvi,,24
21,22:21,22:33,1341.0,1353.0,0.2,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.25,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,22:30,9.0,"lexical_change_high, semantic_change_high, entities_changed, volume_change_high, gap_high",,,,,european central bank | eurosystem | tvi 20 16 | bank | europ | foi tomada hoje uma decisão | unânime | 20 16,ainda assim,25
22,22:33,22:39,1353.0,1359.0,0.1,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,22:30,3.0,"lexical_change_high, semantic_change_high, entities_changed, volume_change_high, gap_high",,,,,a opinião de que | eurosystem | mas foi também unânime | 20 16 | tvi | em cima da mesa | todas as opções devem permanecer | tvi 20 16,ainda assim,26
23,22:39,22:45,1359.0,1365.0,0.1,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,22:30,9.0,"lexical_change_high, semantic_change_high, entities_changed, volume_change_high, gap_high",,,,,tvi 20 16 | 1111 | 20 17 | jornal nacional | eurosystem | uma coisa que não mudou muito,ainda assim,27
24,22:45,23:00,1365.0,1380.0,0.25,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,22:30,15.0,"lexical_change_high, semantic_change_high, entities_changed, volume_change_high, gap_high",,,,,european central bank | eurosystem | tvi 20 17 | e que quando muito pode até ter piorado é a incerteza | 20 17 | tvi | 1 0 17 | e a incerteza,ainda assim,28
25,23:00,23:21,1380.0,1401.0,0.35,Economia/Proteção Social,Economia/Proteção Social,Economia/Proteção Social,high,False,,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,23:00,0.0,"new_theme_after_unknown, lexical_change_high, volume_change_high",Economia/Proteção Social,"Eleições/Campanha, Economia/Proteção Social",,,tvi 20 17 | bce mantém juros | 20 17 | jornal nacional | tri | lagarde estamos num bom lugar mas nada está fechado | lv 20 17 | tvi,"e embora a Buleia de uma subida dos preços, restim-lhe a garrer de uma ostra-sotimista, espera mais crescimento econômico até 2028. Antes, traa outras coisas em que pensar, o Lagerto da Chocargo de Presidente do BCE, em 2007, e recomendo aos candidatos que começam a surgir.",29
26,23:21,23:36,1401.0,1416.0,0.25,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.6,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,23:30,9.0,"lexical_change_high, semantic_change_high",,"Eleições/Campanha, Economia/Proteção Social",,,20 17 | de certa forma | eurosystem | fico bastante satisfeita | tvi | jornal nacional | european central bank | 1 0 17,"e embora a Buleia de uma subida dos preços, restim-lhe a garrer de uma ostra-sotimista, espera mais crescimento econômico até 2028. Antes, traa outras coisas em que pensar, o Lagerto da Chocargo de Presidente do BCE, em 2007, e recomendo aos candidatos que começam a surgir. Combrar casa pode parecer um",30
27,23:36,24:00,1416.0,1440.0,0.4,Economia/Proteção Social,Other/Unknown,Economia/Proteção Social,ocr_only,False,Speech theme is unknown; OCR provides the usable theme.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,23:30,6.0,"lexical_change_high, semantic_change_high",Economia/Proteção Social,,,,tvi 20 17 | bce mais otimista | 20 17 | jornal nacional | tvi | tvi 20 18 | tv i 20 18 | há mais jovens a comprar casa,Combrar casa pode parecer um,31
28,24:00,24:15,1440.0,1455.0,0.25,Other/Unknown,Habitação,Habitação,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,24:00,0.0,"new_theme_after_unknown, volume_change_high",,"Governo/Partidos, Habitação",,,compra disparou 59 em dois anos | há mais jovens a comprar casa | 20 18 | pra disparou 59 em dois anos | erica | fialho | i jornalista | erica fialho i jornalista,"sonho distante para alguns, mas para outros tem se tornado realidade. Nos últimos dois anos, aboleia das novas medidas do governo mais jovens têm conseguido comprar casa. O aumento foi de 59% numa das melhores imbebiárias do país. Uma faixa etária que estava totalmente constrangida naquilo que era o acesso à habitação passou desde cerca de um animai para cá poder ter de alguma forma. O acesso a acesso",32
29,24:15,24:21,1455.0,1461.0,0.1,Other/Unknown,Habitação,Habitação,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,24:00,15.0,"new_theme_after_unknown, volume_change_high",,"Governo/Partidos, Habitação",,,20 18 | fonte era portugal | jornal nacional,"sonho distante para alguns, mas para outros tem se tornado realidade. Nos últimos dois anos, aboleia das novas medidas do governo mais jovens têm conseguido comprar casa. O aumento foi de 59% numa das melhores imbebiárias do país. Uma faixa etária que estava totalmente constrangida naquilo que era o acesso à habitação passou desde cerca de um animai para cá poder ter de alguma forma. O acesso a acesso",33
30,24:21,24:39,1461.0,1479.0,0.3,Governo/Partidos,Habitação,Governo/Partidos,low_conflict,True,OCR and speech themes conflict.,1.0,1.0,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,24:00,21.0,"new_theme_after_unknown, volume_change_high",Governo/Partidos,"Governo/Partidos, Habitação, Economia/Proteção Social",,,há mais jovens a comprar casa | 20 18 | macronal | hámais jovens a comprab casa rui torgal i diretor executivo da era portugal | tvi 20 18 | torgal diretor executivo da er | tvi | medidas do governo impulsionaram compras,"sonho distante para alguns, mas para outros tem se tornado realidade. Nos últimos dois anos, aboleia das novas medidas do governo mais jovens têm conseguido comprar casa. O aumento foi de 59% numa das melhores imbebiárias do país. Uma faixa etária que estava totalmente constrangida naquilo que era o acesso à habitação passou desde cerca de um animai para cá poder ter de alguma forma. O acesso a acesso está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar impl...",34
31,24:39,24:42,1479.0,1482.0,0.05,Other/Unknown,Habitação,Habitação,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,21.0,"theme_changed, volume_change_high",Economia/Proteção Social,"Economia/Proteção Social, Habitação",,,20 18 | fonte banco de portugal | tvi,"está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a",35
32,24:42,24:45,1482.0,1485.0,0.05,Other/Unknown,Habitação,Habitação,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,18.0,"theme_changed, volume_change_high",,"Economia/Proteção Social, Habitação",,,tvi 20 19,"está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a",36
33,24:45,24:48,1485.0,1488.0,0.05,Other/Unknown,Habitação,Habitação,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,15.0,"theme_changed, volume_change_high",,"Economia/Proteção Social, Habitação",,,tvi 20 19 | 20 19 | jornal nacional,"está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a",37
34,24:48,24:51,1488.0,1491.0,0.05,Other/Unknown,Habitação,Habitação,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,12.0,"theme_changed, volume_change_high",,"Economia/Proteção Social, Habitação",,,20 19 | jornal nacional | marija | tvi 20 19,"está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a",38
35,24:51,25:12,1491.0,1512.0,0.35,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.571,2,weak_candidate_no_persistence,low,25:09,18.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,25:00,9.0,"theme_changed, volume_change_high",,"Economia/Proteção Social, Habitação",,,há mais jovens a comprar casa | tvi 20 19 | 20 19 | jornal nacional | preço médio das casas aumentou 8 | tvi | continent | ponti,"está a reflexo nos números. Em 2025, com a criação da garantia do Estado e a isenção de impostos, os jovens foram responsáveis por quase 60% dos novos contratos de crédito à habitação no total de 7.000 milhões de euros quando em 2024, valor tinha sido de 3.5 milhões. É importante continuar implementar em medidas que, de alguma forma, aumenta em oferta do mercado, de forma que o mercado tenda a ficar equilibrado no que o que oferta e a procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto.",39
36,25:12,25:18,1512.0,1518.0,0.1,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,12.0,"theme_changed, volume_change_high",,Economia/Proteção Social,,,20 19 | jornal nacional | tvi 20 19,"procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto.",40
37,25:18,25:21,1518.0,1521.0,0.05,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,18.0,"theme_changed, volume_change_high",Economia/Proteção Social,Economia/Proteção Social,,,20 19 | fonte banco de portugal,"procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto.",41
38,25:21,26:09,1521.0,1569.0,0.8,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.188,3,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,21.0,"theme_changed, volume_change_high",,Economia/Proteção Social,,,tvi 20 19 | 1000 | 20 19 | algert and address of the party and address of the party and address of the party and address of the party and address of the party and address of the party and address of the party and address of the party and address of | desigualdades em portugal | jornal nacional | tvi | género e rendimento têm impacto na posição política,"procura, e só desta forma se consegue, de alguma forma também estabilizar os preços que aquilo que toda a gente portanto. É uma maneira diferente da que estamos habituados a olhar para as desigualdades sociais e de gênero. O foso vai muito para além da diferença salarial entre homens e mulheres, ricos e pobres. O foso, moldar forma como agimos, vemos e pensamos a política e a sociedade. O estudo da Fundação à Caixa, BPI, 9SB, mostra que as mulheres e as pessoas mais pobres têm menos interesse na participação política e cívica, mas uma em cada duas pessoas pobres considera que a política não dá voz às pessoas. 37.5% das mulheres, inquilhidas são de esquerda ou de centro esquerda, face a 29% d...",42
