block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks,review_priority
12,04:12,07:12,252.0,432.0,3.0,Internacional,Saúde,Internacional,low_conflict,True,OCR and speech themes conflict.,1.0,0.833,7,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,04:00,12.0,"new_theme_after_unknown, volume_change_high","Internacional, Governo/Partidos, Saúde","Governo/Partidos, Saúde",,,presidente cancela visitas a espanha e ao vaticano | 19 58 | 89 vt 91 | a hérnia rara de marcelo | tvi | presidente em recuperação | tvi 19 59 | 19 59,"da República teve sempre o presidente que conhecemos, muito comunicativo, muito conversador, bem disposto, agradeceu aos profissionais de saúde. Já recebeu estas duas visitas de Luís Montenegro e também do presidente da Assembleia da República. E, portanto, o que importa agora perceberá, efetivamente, como exterram as próximas horas, e hoje já não haverá mais nenhum ponto de situação por parte do hospital, mas amanhã dia em que Marcelo Rebeaux de Souza poderá ter alta, e sim está a provir que possam novamente falar, se tudo correr bem, pelo meu último, com os órgãos de comunicação social, para dizer, efetivamente, como é que o presidente da República passou esta última noite, se for efetivam...","12, 13",high
13,07:12,09:15,432.0,555.0,2.05,Other/Unknown,Saúde,Saúde,speech_only,True,OCR theme is unknown; final theme relies on speech.,0.634,0.231,3,late_body_ocr_change,low,,69.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",True,06:30,42.0,"theme_changed, lexical_change_high, volume_change_high",,Saúde,,,hérnia encarcerada | tvi 20 01 | tvi hérnia encarcerada | hernia encarcerada | surge quando tecido passa a parede abdominal | surge quando tecido passa a parede abdomina | 20 01 | 20 02,"Luís Montenegro e a Guia Branco serão certamente ao palácio de balei, onde Marcelo Baldoso às vezes fica a recuperar e, claro, a trabalhar. Até amanhã noites, hora que terminou a cirurgial, presenta a República, houve uma corrida ao dicional e um médico para entender o real significado deste diagnóstico. E o prigo real para a saúde. Uma erna encarfrada pode ter como causa uma tosse mais forte ou uma simples obstipação. Mas quando acontece, existe uma intervenção rápida. Uma erna encarcerada surscunda a pareda dominal na zona da barriga, abre o espaço por onde há algum descido, normalmente o instino delgado consegue passar, ficando depois preso sem voltar ao lugar, formando o que se chama uma...",14,medium
14,09:15,10:42,555.0,642.0,1.45,Saúde,Eleições/Campanha,Saúde,low_conflict,True,OCR and speech themes conflict.,0.828,0.417,3,late_body_ocr_change,low,,36.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",True,09:30,15.0,"new_theme_after_unknown, semantic_change_high, gap_high","Saúde, Eleições/Campanha","Eleições/Campanha, Saúde, Governo/Partidos, Justiça/Segurança","André Ventura, Luís Marques Mendes",Catarina Martins,marcelo operado de urgência | tvi 20 03 | 20 03 | 1 vi 20 03 | 1v i 20 03 | problema de saúde marcou agenda das presidenciais | problema de saúde marcou agenda das presidencial | 20 04,"As agendas dos candidatos presidenciais foram invitablemente marcadas pelo estado de saúde do atual presidente da República. A cirurgia, ao chefe de estado, levantou uma questão de via ou não ser substituído no cargo. Do ismarques mentes e a da aventura não têm dúvidas. Esse período, como é o caso agora de Marçalba-Odeçosa, não nos torna incapazes de tomar decisões. Quando estamos conscientes e com capacidade de tomar, pense que é o caso do presidente Marçalba-Odeçosa. E o portanto não há motivo nenhum para que Marçalba-Odeçosa seja substituído. Por ninguém e por nenhum cargo. Está na planitude neste momento das suas capacidades. O presidente não está incapacitado. A verdade é que a Constitu...","15, 16, 17",high
15,10:42,11:30,642.0,690.0,0.8,Justiça/Segurança,Governo/Partidos,Justiça/Segurança,low_conflict,True,OCR and speech themes conflict.,1.0,0.375,2,late_body_ocr_change,low,,42.0,4,"body_ocr_appeared_after_empty_baseline, new_body_terms, lexical_shift_from_baseline",True,10:30,12.0,"new_theme_after_unknown, entities_changed, volume_change_high","Justiça/Segurança, Eleições/Campanha","Governo/Partidos, Justiça/Segurança",Catarina Martins,Catarina Martins,constituição não define impedimento temporário | substituição do presidente | 20 05 | tvi | substituição do presidente constituição não define impedimento temporário | tvi 20 05 | nstituição não define impedimento temporário | pgr tem de pedir ao constitucional para validar,"que a Constituição não é clara no artigo 162, diz que paranto o introdimento temporário, o presidente deve ser substituído pelo presidente da Assembleia da República. Para isso o acontecer, teria de ser o procurador geral da República a solicitar a substituição de Marcelo, mas o Tribunal Constitucional teria de se pronunciar. O objetivo é evitar um afestamento forçado do presidente, Catarina Martins, diz que a situação não se culcou apesar da intervenção cirúrgica. Sabemos que teve uma intervenção cirúrgica que correu bem, que acordou e portanto está na plena de capacidade e a natural que estão em plena de capacidade não se faça substituir. A decisão foi tomada seguramente em pouco tempo, na...","18, 19, 20",high
16,11:30,11:33,690.0,693.0,0.05,Other/Unknown,Justiça/Segurança,Justiça/Segurança,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,11:30,0.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high",,Justiça/Segurança,,,tvi 20 05 | a segu | 2 976 | orta de acento,"Lisboa foi pálco de um cenário típico de um filme de ação. A PSP do Tevo Homem, que perseguia a ex-mulher de carro na zona dos olivais, a Lisboa. A antia-companheira chegou a acionar botão de pânico, depois da viatura",21,medium
17,11:33,12:36,693.0,756.0,1.05,Economia/Proteção Social,Justiça/Segurança,Economia/Proteção Social,low_conflict,True,OCR and speech themes conflict.,1.0,0.524,3,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,11:30,3.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high",Economia/Proteção Social,Justiça/Segurança,,,apoios sociais vão subir em 2026 | tvi 20 05 | tvi 20 06 | segn | perseguição perigosa | 20 06 | tvi | homem tenta abalroar carro da ex mulher nos olivais,"Lisboa foi pálco de um cenário típico de um filme de ação. A PSP do Tevo Homem, que perseguia a ex-mulher de carro na zona dos olivais, a Lisboa. A antia-companheira chegou a acionar botão de pânico, depois da viatura ter embatido contra a sua. Ela levava dois filhos monóxidos dentro do carro. Mesmo sabendo disso, o aggressor tentou a Balroala várias vezes. Ao volante do carro em Fuga, estava o atual namorado da mulher e no banco de trás seguiam o filho de nove anos, que é também filho do ex-companheiro e uma entiada de catorza, filha do atual namorado. O homem perseguiu, acompanhado por uma outra pessoa e tentou que o carro da vítima se dispistasse. Quando",22,high
19,17:30,17:33,1050.0,1053.0,0.05,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,17:30,0.0,"theme_changed, lexical_change_high, semantic_change_high",,"Governo/Partidos, Internacional",,,tvi 20 11 | a segu | 2 976 | 100,"José Socatista está indignado com as dúvidas de uma série público sobre o algado e eventual pregufuga, aciada as viagens que têm feito ao Brasil e aos Emirados árabes Unidos. O antigo ministro desmente que alguma vez tenha cedido o",31,medium
20,17:33,17:45,1053.0,1065.0,0.2,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,17:30,3.0,"theme_changed, lexical_change_high, semantic_change_high",,"Governo/Partidos, Internacional",,,quedas em casa podem ser fatais | tvi 20 11 | tv i 20 11 | tv i 20 12 | tvi 20 12 | i ser fatais,"José Socatista está indignado com as dúvidas de uma série público sobre o algado e eventual pregufuga, aciada as viagens que têm feito ao Brasil e aos Emirados árabes Unidos. O antigo ministro desmente que alguma vez tenha cedido o",32,medium
21,17:45,17:48,1065.0,1068.0,0.05,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,17:30,15.0,"theme_changed, lexical_change_high, semantic_change_high",,"Governo/Partidos, Internacional",,,tvi 20 12,"José Socatista está indignado com as dúvidas de uma série público sobre o algado e eventual pregufuga, aciada as viagens que têm feito ao Brasil e aos Emirados árabes Unidos. O antigo ministro desmente que alguma vez tenha cedido o",33,medium
23,18:45,19:24,1125.0,1164.0,0.65,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,18:30,15.0,"lexical_change_high, semantic_change_high",,,,,viagens sob suspeita | tvi 20 13 | peita | gens sob suspeita | sócrates diz não ter excedido limite de cinco dias | 1 vi 20 13 | 20 13 | tvi,"Vindo, medi-oriento, tinha uma jornalista do Correio da Manhã TV, perguntando o que eu fui fazer há a mudar a vina às últimas duas semanas. Quero dizer, um mistério público faz investigações às pessoas que estão em julgamento e falam clintestinamente. E depois mandam os jornalistas fazer estas perguntas.",36,medium
25,21:00,21:21,1260.0,1281.0,0.35,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,candidate_detected,medium,21:12,12.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",False,,,,,,,,commission assim o faremos | e se houver mais algo a partilhar | european commission | 20 15 | tvi | commission européenne | tvi 20 15 | glenn micallef,,40,medium
26,21:21,21:33,1281.0,1293.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,de 22 estados membros | 20 15 | tvi | action extérieure | european union | union européenne | clo | tvi 20 15,,41,medium
27,21:33,21:54,1293.0,1314.0,0.35,Justiça/Segurança,No speech,Justiça/Segurança,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,"Justiça/Segurança, Internacional",,,,buscas em bruxelas | tvi 20 15 | 20 15 | tvi | tvi 20 16 | buscas em bruxelas 2000 6 | comissão europeia confirma mas não coment | 1111,,42,medium
28,21:54,22:15,1314.0,1335.0,0.35,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,22:30,36.0,"semantic_change_high, gap_high",,,,,european commission | 1111 | tvi 20 16 | commission européenne | no anterior mandato mission | antónio assis teixeira i tvi correspondente europeu,,43,medium
30,24:00,24:03,1440.0,1443.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,23:30,30.0,"lexical_change_high, volume_change_high",,,,,moscovo ganha terreno | tvi 20 18,,45,medium
31,24:03,24:12,1443.0,1452.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,23:30,33.0,"lexical_change_high, volume_change_high",,,,,guerra com a europa | não tencionamos entrar em | 20 18 | tvi | já o disse centenas de vezes | tvi 20 18 | de repente | mas se a europa decidir,,46,medium
32,24:12,24:21,1452.0,1461.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,23:30,42.0,"lexical_change_high, volume_change_high",,,,,tvi 20 18 | 13 11,,47,medium
33,24:21,24:30,1461.0,1470.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,39.0,"lexical_change_high, semantic_change_high, gap_high",,,,,tvi 20 18 | houve um pouco de otimismo | nas minhas palavras | 20 18 | tvi | das negociações | devido a uma certa rapidez | devido a uma certa rapidez das negociações,,48,medium
34,24:30,24:42,1470.0,1482.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,30.0,"lexical_change_high, semantic_change_high, gap_high",Internacional,,,,e do lado americano | o interesse deles nisto | tvi 20 18 | 20 18 | mostrou que os estados unidos | não estão a retirar se | de nenhuma forma de diálogo | diplomático o que é positivo,,49,medium
35,24:42,24:48,1482.0,1488.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,18.0,"lexical_change_high, semantic_change_high, gap_high",,,,,tvi 20 19 | chili | deixem me que vos diga | não é uma situação fácil,,50,medium
36,24:48,25:00,1488.0,1500.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,12.0,"lexical_change_high, semantic_change_high, gap_high",,,,,que confusão | tvi 20 19 | helena lins i jornalista | diogo garcia i editor de imagem | 0 0,,51,medium
37,25:00,25:03,1500.0,1503.0,0.05,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,0.0,"lexical_change_high, semantic_change_high, gap_high",,,,,20 19 | tv i 20 19 | tvi 20 19,"E está a espera, bonitos, andará mais de 3 horas desses sinais que",52,medium
38,25:03,25:09,1503.0,1509.0,0.1,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,25:00,3.0,"lexical_change_high, semantic_change_high, gap_high",,,,,lv 20 19 | thomas | 502 | 20 19 | 9 0 | tvi 20 19 | direto | 2 976,"E está a espera, bonitos, andará mais de 3 horas desses sinais que",53,medium
40,26:12,28:06,1572.0,1686.0,1.9,Internacional,Saúde,Internacional,low_conflict,True,OCR and speech themes conflict.,0.737,0.357,4,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,26:00,12.0,"new_theme_after_unknown, entities_changed","Justiça/Segurança, Internacional","Internacional, Saúde, Educação",,,rússia e europa em colisão | tvi 20 20 | tvi rússia e europa em colisão | putin ameaça estamos prontos para a guerra | 20 20 | tvi | tvi plano de paz para a ucrânia | plano de paz para a ucrânia,"discurso na Irlanda, dizendo que está pronto para tomar decisões, mas essas decisões têm que ser tomadas num contexto, em que haja também fatores favoráveis para a Ucrania e sublinha mais uma vez que as garantias de segurança são muito importantes, porque diz ele quem está neste momento a combater, quem é que, garante que depois de um cessar fogo sem garantia, a lúcia não volta a atacar quando as pessoas que neste momento estão na linha da frente estão a defender o país, já terem regressado aos seus trabalhos, aos médicos e os professores, portanto todas as profissões que neste momento estão de certa forma disfalcadas por causa desta guerra. Entretanto, há uma ou outra informação que, entret...","55, 56",high
41,28:06,28:09,1686.0,1689.0,0.05,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,28:00,6.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high",,Internacional,,,e a vender no nosso país | está sujeito a ser atacado | tvi 20 22,"Não, não adiaste-se até a resba. A fazer da Utrina, a minha essa Trump pode ser estendida até a países como a China. E onde provenham os produtos químicos necessários à produção de piacios, que estão a matar perto de 100 mil mortes americanos por ano. Esse tema já está em cidadão, muitas vezes com o chineses, mas para já Trump ainda mira a América Latina. Especial a Venezuela,",57,medium
42,28:09,28:12,1689.0,1692.0,0.05,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,28:00,9.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high",,Internacional,,,não é necessariamente | só a venezuela | tvi 20 22 | não não é só a venezuela não,"Não, não adiaste-se até a resba. A fazer da Utrina, a minha essa Trump pode ser estendida até a países como a China. E onde provenham os produtos químicos necessários à produção de piacios, que estão a matar perto de 100 mil mortes americanos por ano. Esse tema já está em cidadão, muitas vezes com o chineses, mas para já Trump ainda mira a América Latina. Especial a Venezuela,",58,medium
44,29:21,29:39,1761.0,1779.0,0.3,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,weak_candidate_no_persistence,low,29:36,15.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,30:00,39.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high, gap_high",,,,,tvi 20 23 | ataque contra traficantes | 20 23 | tvi | tvi ataque contra traficantes | hegseth diz que não ordenou morte de 2 sobreviventes | a seguir | 1 865,,61,medium
46,30:27,30:33,1827.0,1833.0,0.1,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,30:00,27.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high, gap_high",,Economia/Proteção Social,,,20 24 | tvi 20 24,"Em janeiro atualizam suspresos, só bem as pensões do salário mínimo e também o indexante dos após sociais. É base para o cálculo dos vários após sociais e deverá crescer 2,8% em 2016 para os 537 euros. Quer isto dizer que o subsídio de desemprego deverá passar a ter um limite mínimo de 617 euros e 52 centimos e um teto a rondar os 1300 e 42 euros. No caso do subsídio social de desemprego para os beneficiários com a griga de familiar, o intervalo irá passar a estar entre os 522 e os 535 euros. Mas não são os únicos subsídios com aumentos no próximo ano, o limite mínimo do subsídio de doença sobe que 14 centimos",63,medium
47,30:33,30:39,1833.0,1839.0,0.1,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,30:00,33.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high, gap_high",Economia/Proteção Social,Economia/Proteção Social,,,20 24 | instituto da segurânça social lp | ncasocia | tvi 20 24 | instituto da seguránça social lp | ca social | instituto da segurança social lp | tvi,"mínimo de 617 euros e 52 centimos e um teto a rondar os 1300 e 42 euros. No caso do subsídio social de desemprego para os beneficiários com a griga de familiar, o intervalo irá passar a estar entre os 522 e os 535 euros. Mas não são os únicos subsídios com aumentos no próximo ano, o limite mínimo do subsídio de doença sobe que 14 centimos",64,medium
48,30:39,30:45,1839.0,1845.0,0.1,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,30:00,39.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high, gap_high",,Economia/Proteção Social,,,segurança socia | tvi 20 24 | tvi 20 25,"mínimo de 617 euros e 52 centimos e um teto a rondar os 1300 e 42 euros. No caso do subsídio social de desemprego para os beneficiários com a griga de familiar, o intervalo irá passar a estar entre os 522 e os 535 euros. Mas não são os únicos subsídios com aumentos no próximo ano, o limite mínimo do subsídio de doença sobe que 14 centimos",65,medium
49,30:45,30:51,1845.0,1851.0,0.1,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,30:00,45.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high, gap_high",,Economia/Proteção Social,,,tvi 20 25,"mínimo de 617 euros e 52 centimos e um teto a rondar os 1300 e 42 euros. No caso do subsídio social de desemprego para os beneficiários com a griga de familiar, o intervalo irá passar a estar entre os 522 e os 535 euros. Mas não são os únicos subsídios com aumentos no próximo ano, o limite mínimo do subsídio de doença sobe que 14 centimos",66,medium
50,30:51,30:57,1851.0,1857.0,0.1,Other/Unknown,Economia/Proteção Social,Economia/Proteção Social,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,Economia/Proteção Social,,,20 25 | tvi | tvi 20 25 | therese por,"mínimo de 617 euros e 52 centimos e um teto a rondar os 1300 e 42 euros. No caso do subsídio social de desemprego para os beneficiários com a griga de familiar, o intervalo irá passar a estar entre os 522 e os 535 euros. Mas não são os únicos subsídios com aumentos no próximo ano, o limite mínimo do subsídio de doença sobe que 14 centimos",67,medium
