block_id,speech_theme,speech_theme_support_sec,speech_theme_support_ratio,speech_total_overlap_sec,speech_coverage_ratio,n_speech_windows,speech_themes_present,speech_candidates_present,speech_parties_present,speech_source_segments,speech_text,speech_excerpt
11,Saúde,9.0,1.0,9.0,1.0,1,"Saúde, Economia/Proteção Social",,,7,"chamada, o aviso, o pagamento da consulta teria de ser feito em numerário ou cheque, as autoridades terão percebido através de escutas que não havia sequer multibenco. Mas vemos aos preços de uma primeira consulta, custava ao paciente 160 euros, as que viriam a seguir 140. Tudo para aceleram medicamento, o que custa 120 euros sem comparticipação, mas nem 11 euros se for prescrito por um médico. E já que estamos nos números, os que","chamada, o aviso, o pagamento da consulta teria de ser feito em numerário ou cheque, as autoridades terão percebido através de escutas que não havia sequer multibenco. Mas vemos aos preços de uma primeira consulta, custava ao paciente 160 euros, as que viriam a seguir 140. Tudo para aceleram medicamento, o que custa 120 euros sem comparticipação, mas nem 11 euros se for prescrito por um médico. E já que estamos nos números, os que"
12,Justiça/Segurança,45.0,0.5357142857142857,84.0,1.0,4,"Saúde, Economia/Proteção Social, Justiça/Segurança, Internacional",,,7,"chamada, o aviso, o pagamento da consulta teria de ser feito em numerário ou cheque, as autoridades terão percebido através de escutas que não havia sequer multibenco. Mas vemos aos preços de uma primeira consulta, custava ao paciente 160 euros, as que viriam a seguir 140. Tudo para aceleram medicamento, o que custa 120 euros sem comparticipação, mas nem 11 euros se for prescrito por um médico. E já que estamos nos números, os que a Madagraça Vargas, terá começado em 2014, foram 11 anos que resultaram em 66 mil em balagens pela médica prescritas, a quase 2 milutentes. Leça no despacho que ao todo foram mais de 6 milhões de euros comparticipados pelo serviço nacional de saúde, no que aos trasmidicamente os diz os peito. Mais de metade dos pacientes não aparentam ser diabéticos, e por isso, a investigação ainda em curso, estima que a Graça Vargas terá de fraude à do estado em polo menos 3 milhões de euros. Graça Vargas está indiciada dos crimes de burla qualificada e falsidade informática, mas há mais argoídos entre-les o companheiro. Que é devogado. Os dois serão suspeitos de guardar o dinheiro, que a médica recebia das consultas na própria casa, em matosinhos, e depois de positá-lo em França, país onde tem residência declarada. Em investigação, não tem dúvidas, Graça Vargas é a maior pesquitora anivando a sinal de medicamentos para diabéticos. Agora a médica vai ter de pagar uma caução de meio-milhão de euros, fica ainda proibida de contactar com as testimonhas, frequentar a clínica e exercer a profissão.","chamada, o aviso, o pagamento da consulta teria de ser feito em numerário ou cheque, as autoridades terão percebido através de escutas que não havia sequer multibenco. Mas vemos aos preços de uma primeira consulta, custava ao paciente 160 euros, as que viriam a seguir 140. Tudo para aceleram medicamento, o que custa 120 euros sem comparticipação, mas nem 11 euros se for prescrito por um médico. E já que estamos nos números, os que a Madagraça Vargas, terá começado em 2014, foram 11 anos que resultaram em 66 mil em balagens pela médica prescritas, a quase 2 milutentes. Leça no despacho que ao todo foram mais de 6 milhões de euros comparticipados pelo serviço nacional de saúde, no que aos tras..."
13,Justiça/Segurança,3.0,1.0,3.0,1.0,1,Justiça/Segurança,,,7,"sinal de medicamentos para diabéticos. Agora a médica vai ter de pagar uma caução de meio-milhão de euros, fica ainda proibida de contactar com as testimonhas, frequentar a clínica e exercer a profissão.","sinal de medicamentos para diabéticos. Agora a médica vai ter de pagar uma caução de meio-milhão de euros, fica ainda proibida de contactar com as testimonhas, frequentar a clínica e exercer a profissão."
14,Justiça/Segurança,102.0,0.5964912280701754,171.0,0.7402597402597403,7,"Justiça/Segurança, Governo/Partidos, Economia/Proteção Social",,"CHEGA, PS","7, 8, 9, 10","sinal de medicamentos para diabéticos. Agora a médica vai ter de pagar uma caução de meio-milhão de euros, fica ainda proibida de contactar com as testimonhas, frequentar a clínica e exercer a profissão. Não saia a estilana nunca mais. O marido de Fernanda era cliente habitual da barbaria de Carlos Pinae. No dia do crime, o casal estava na loja quando Fernanda o silva, disparou a matar. Esta quinta-feira ouviram se tepoei mentos e motivos dos familiares. O tribunal tentou ainda apurar as iluminações atribuirás vítimas. As algações finais estão marcadas para daqui a um mês. A história parece digna de um filme. Acabou a relação e abril e começou o interesse. A mulher de 46 anos, nacionalidade brasileira, percebeu que iria perder bons patrimoniais e dinheiro com que estados durante a união de facto, que durou 8 anos. E por isso, o ijulho planeou matar o esmarito. Mas como não tinha curagem de eu fazer ela, para a aprear e recorrer aos serviços de um amigo dos dois, alguém com antecedentes por crimes contra pessoas. E com ele engendrou um plano, escolheram o dia, a hora, mas a forma como tu diria acontecer tinha, na verdade, um pedido especial de esta mulher. Ela queria que o eixo, antes de morrer, sofre-se ao máximo. Investigação fala mesmo num crime que seria executado com contornos macabros. Com a morte de dois marido, a sua espéita ficaria com a casa e com o negócio dos dois, um espaço de diversão na turna. O que a espéita não esperava era ser traída pelo alegado assassino contratado, que contou a vítima que é a ex-mulher planeava, matá-lo. Depois de estar a par do plano, o homem de 43 anos dirigiu-se então a GN e a que te visse o cidadon do ex-casal murava e trabalhava e apresentou caixa. A investigação passou para a alçada da Polícia Judiciária do Centro e esta terça-feira a sua espéita foi detida. Está agora indiciada por um missídeo colificado na forma tentada e presenta a juías no Tribunal de Visio, esta quinta-feira foi lidecretada à medida de coação mais gravosa, vai aguardar julgamento a imprisão preventiva. PS se chega anularam-se no Parlamento e não conseguiram aprovar o aumento permanente das pensões mais baixas que ambos","sinal de medicamentos para diabéticos. Agora a médica vai ter de pagar uma caução de meio-milhão de euros, fica ainda proibida de contactar com as testimonhas, frequentar a clínica e exercer a profissão. Não saia a estilana nunca mais. O marido de Fernanda era cliente habitual da barbaria de Carlos Pinae. No dia do crime, o casal estava na loja quando Fernanda o silva, disparou a matar. Esta quinta-feira ouviram se tepoei mentos e motivos dos familiares. O tribunal tentou ainda apurar as iluminações atribuirás vítimas. As algações finais estão marcadas para daqui a um mês. A história parece digna de um filme. Acabou a relação e abril e começou o interesse. A mulher de 46 anos, nacionalidade ..."
15,Economia/Proteção Social,15.0,1.0,15.0,1.0,1,"Governo/Partidos, Economia/Proteção Social",,"CHEGA, PS","9, 10","quinta-feira foi lidecretada à medida de coação mais gravosa, vai aguardar julgamento a imprisão preventiva. PS se chega anularam-se no Parlamento e não conseguiram aprovar o aumento permanente das pensões mais baixas que ambos","quinta-feira foi lidecretada à medida de coação mais gravosa, vai aguardar julgamento a imprisão preventiva. PS se chega anularam-se no Parlamento e não conseguiram aprovar o aumento permanente das pensões mais baixas que ambos"
16,Economia/Proteção Social,126.0,0.4117647058823529,306.0,0.8947368421052632,11,"Governo/Partidos, Economia/Proteção Social, Transportes/Mobilidade, Eleições/Campanha, Educação",,"CHEGA, PS, PSD/AD","9, 10, 11, 12, 13, 14, 15, 16","quinta-feira foi lidecretada à medida de coação mais gravosa, vai aguardar julgamento a imprisão preventiva. PS se chega anularam-se no Parlamento e não conseguiram aprovar o aumento permanente das pensões mais baixas que ambos defendiam. A vitória nas propostas de alteração ao Orçamento está devolta a ficar do lado do Governo. O PSD conseguiu vilizar a medida que os celistas tento criam a evitar. Para o ano, haverá apenas um suplemento extraordinário das pensões com muitos cês. O aumento do permanente das pensões mais baixas era a meiaça da oposição, às contas do orçamento para o próximo ano. Mas PS se chega, não se entenderam, e as propostas dos dois melhores partidos da oposição acabaram chumbadas graças a votações cruzadas. Fica na lei o que pretendia o governo, um aumento extraordinário, se o saldo orçamental assim o permitir. A votação das mais de 2 mil propostas de alteração parece assim a seguir o vio do governo. Se constância de 2016, se dar uma concentração à voltada de impréstimos perra e erra... Retira qualquer magia de acomodação de novas propostas, a menos que queramos votar o país a regressa um passado de déficit. Estos três pontos, impostos indiretos, impostos e obos combustíveis, o adicional do IUC e as portagens são um símbolo maior de que no essencial, no grosso, este orçamento não é muito diferente dos orçamentos diantónicos. Os não-vens virlizar. Mas o chega que votou contra o orçamento do Estado insistem fazer passar uma medida gravosa para as contas públicas. Leiam os meus lábios. As portagens vão mesmo acabar onde tiverem que acabar em Portugal. Quem vai deixar passar a medida não sabe, neste primeiro dia só foram aprovadas, propostas com um pouco ou no lo impacto orçamental. A votação final do bala é de 28, e a abstensão do PS se garantar a aprovação do orçamento. Nós estamos no Eduardo do Arçamento do Estado, eu gostava de acinular isso, vou ficar bem em coisas que acham mesmo importantes. Agora, como candidato o evento, o ar aprova, caso raro, ultimamente, uma decisão do atual presidente da República. Nós, durante muitos anos, não tivemos coragem na parte do PSD do PS. Tornar 25 novembro de uma data sul- ano. Acho que sendo, e que ele é no último mesmo mês de mandato de Marçal do Balçosa, acho que ele fica bem acinando a lárea esta data. Já o devia ter feito no passado aliás, e não o fez. Nós andamos só assim na Lára 25 de Abril, e esquecemos que no 25 novembro é que nós mantivemos essa liberdade. O agendado contacto com a população lá se faz com os poucos que vão aparecer no Obrigada, obrigada. Em plenora de almoço, marques mentes entre a placantina, mesa a mesa vai distribuindo cumprimentos. Nós temos muita ideia de olhar para o passado, mas eu acho que o fundamental é o futuro. E por isso, uma boa relação sobre tudo constante e permanente com os estudantes, acho que é útil para construir o futuro. O candidato que acaba de receber o apoio formal do CDSPP, retribui. Entre os períodos das eleições e de presidência nada ...","quinta-feira foi lidecretada à medida de coação mais gravosa, vai aguardar julgamento a imprisão preventiva. PS se chega anularam-se no Parlamento e não conseguiram aprovar o aumento permanente das pensões mais baixas que ambos defendiam. A vitória nas propostas de alteração ao Orçamento está devolta a ficar do lado do Governo. O PSD conseguiu vilizar a medida que os celistas tento criam a evitar. Para o ano, haverá apenas um suplemento extraordinário das pensões com muitos cês. O aumento do permanente das pensões mais baixas era a meiaça da oposição, às contas do orçamento para o próximo ano. Mas PS se chega, não se entenderam, e as propostas dos dois melhores partidos da oposição acabaram ..."
17,Internacional,30.0,0.7142857142857143,42.0,0.6363636363636364,2,"Internacional, Governo/Partidos",,,"17, 18","Pranta a violência do fogo que deflagrou perto do pavilhão da China, instalou-se com a confusão e o pânico na apelidada Zona Azul. Milhas de pessoas foram retiradas da aula crítica do recinto e a pressar um saceiro plasona de acesso rastrito dedicado às negociações oficiais. Tem alguns amigos que estão lá, eu tomando a gente para a Cato Dinho, mas o que aconteceu mesmo foi o fogo, que está se exalando muito fácil, porque isso aqui é muito frágil, entendeu? Suspeita lançada pelo Ministro, que","Pranta a violência do fogo que deflagrou perto do pavilhão da China, instalou-se com a confusão e o pânico na apelidada Zona Azul. Milhas de pessoas foram retiradas da aula crítica do recinto e a pressar um saceiro plasona de acesso rastrito dedicado às negociações oficiais. Tem alguns amigos que estão lá, eu tomando a gente para a Cato Dinho, mas o que aconteceu mesmo foi o fogo, que está se exalando muito fácil, porque isso aqui é muito frágil, entendeu? Suspeita lançada pelo Ministro, que"
18,Internacional,390.0,0.3504043126684636,1113.0,0.9251870324189526,38,"Governo/Partidos, Internacional, Eleições/Campanha, Ambiente/Meteorologia/Proteção Civil, Desporto, Justiça/Segurança, Transportes/Mobilidade",,,"18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39","Suspeita lançada pelo Ministro, que assegurou que foram respeitados todos os critérios técnicos na construção do recinto. O fogo foi dominado em cerca de 15 minutos, não a referidos a registar mas mostriou a várias pessoas foram assistidas devido à inalação de fume. Vários representantes portugueses deixaram o retrato de uma tarde para esquecer. Estabilizada? O evento permanece interrompido por questões de segurança e organização ainda está avaliar se há ou não condições para serem retumadas as negociações esta noite. São os écros de uma visita que veio mocher com muita gente. A admiração de Cristiano Ronaldo por Donald J. Trump já tinha deixado no ar muitas críticas ao jogador que na companhia de Georgina Valdríguez, acabou recebido pelo presidente dos Estados Unidos da América. A Casa Branca, a extensão de publicar um vídeo, para terado também por Cristiano Ronaldo nas suas redes sociais, onde os três caminhavam em ambiente de grande complicidade pelo passeio da fama presidencial. A espada de uma traca não devorou muito para reagir. No TikTok, os democratas utilizaram imagens do grande rival de Cristiano Ronaldo, mas duas últimas épocas, o Dio Dio del Messi, para marcar a posição. O argentino é a imagem da resposta democrata a mais uma troca de mimos com o Trump, que indifrente ao que Deus se diz ou escreve, continuá a fazer publicações. Já esta quinta-feira escreveu que Cristiano Ronaldo é uma grande pessoa que adorou conhecer o jogador que considera experto e porra. As imagens foram criadas com recurso e inteligência artificial e mostram ser recétil presidente do Estado de Unidos da América, Donald J. Trump, numa amimada pelabinha, entre o ele na sal ao vál, na casa branca e termina contra o N. E o turro nós nos precisamos de política fundamental, foi a desamplítica de assiguar o financiamento das necessidades do crânio, inclusive as necessidades militais do crânio para os próximos anos. E sem o protéremos? Sim, muito confiante que em desemboro teremos uma decisão final sobre esta matéria. E aquilo que está acontecendo no crânio é algo que eu acho que é muito importante e significativo, é que é pesado. De estar no edição de guerra, terrible como está, o crânio está conseguido ir introduzindo os refórmios. Vem instalar dos mucarijos. é a Quinta Coluna do Miguel, Souza Tavares, bonita. Começamos pela investigação a TAP, que levou a buscas esta semana, com estes peitas de que os aviões erbas foram comparados... O melhor. A cima do preço, o mercado, e que a empresa foi comparada com o dinheiro dela própria pelos privados que conclueram a privatização em 2015. Já não há nenhuma novidade nisso. Se há 10 anos, que se falou disso. Esta investigação tem 10 anos e mais especificamente. e é muito provável que acabe mal, o de 2015. O 2015 todo o processo, o 2015 começa mal, primeiro, a etapa é privatizada, pelo Governo de Estão, quase do final, de que os dossiers que havia ficado para o Governo de Sguinte não ficam, era ministro, era ministro Miguel Pint...","Suspeita lançada pelo Ministro, que assegurou que foram respeitados todos os critérios técnicos na construção do recinto. O fogo foi dominado em cerca de 15 minutos, não a referidos a registar mas mostriou a várias pessoas foram assistidas devido à inalação de fume. Vários representantes portugueses deixaram o retrato de uma tarde para esquecer. Estabilizada? O evento permanece interrompido por questões de segurança e organização ainda está avaliar se há ou não condições para serem retumadas as negociações esta noite. São os écros de uma visita que veio mocher com muita gente. A admiração de Cristiano Ronaldo por Donald J. Trump já tinha deixado no ar muitas críticas ao jogador que na compan..."
19,Justiça/Segurança,219.0,0.6759259259259259,324.0,0.84375,12,"Justiça/Segurança, Saúde, Ambiente/Meteorologia/Proteção Civil, Economia/Proteção Social",,,"39, 40, 41, 42, 43, 44","e a Cristiano Anal também. E é isso, é o Estado Unidos e no Avenue. Segundo dados da PSP e NR, em cada um dos últimos seis anos, o OVMaios de 450 troplamentos com fuga em Portugal, dos quais resultaram 40 mortes. E no total de 151.647 cd, registados pela PSP desde 2022, em 20% o fuga do condutor. Esta quinta-feira, as autoridades ainda tentavam localizar a condutor no atroplamento na guia. A vítima, uma mulher de 74 anos, foi transportada ao hospital de Faro com ferimentos nas pernas considerados lichens. há também números alarmantes no que se refera à violência doméstica. Só nos fomeiros 9 meses o NAPS, PIAG, e RG estarão mais de 25 mil casos. Ora, isso significa que a cada hora que passam, que passa aliás, acontecem 4 crimes. Mas se olharmos melhor ainda para esses números z, vemos que esta realidade ainda é ainda mais dramática. Nos primeiros novos meses do ano foram registadas pelas autoridades mais de 25 mil ocorrenças de violência doméstica. É o valor mais alto os últimos sete anos que dá em média quatro ocorrenças por hora. Os números cruzam a análise da Unificidade Nova baseada no inquérito sobre segurança nos passe público e privado. E ainda há deseuropêus sobre violência de gênero, que vai dizer que quase metade da população no nosso país já foi vítima de algum tipo de violência ao longo da vida. As mulheres são as mais afetadas. 22,5% sofreram violência na intimidade fácil a 17,1% dos homens. E 6,4% foram vítimas de violência sexual contra 2,2% do sexo masculino. Saps e agora que a violência física e sexual repets com maior frequência entre mulheres com 19,7% a relatar a episódios recorrentes. É a de facto uma grande desigualdade de gênero, porque as minhas são mais vezes vítimas de violência, são mais vezes vítimas de violência repetidas, são mais vezes vítimas de tipos de violência, mais gravos, por exemplo, no caso da violência que deixa danos físiques e limitações funcionais. E depois tem reflexo, obviamente, o domínio do trabalho e o domínio da representação das minhas encargos de poder corporativo, mediática e política, etc. No contexto laboral, também são as mulheres que mais reportam a sédio persistente e a sédio sexual e a pesar de Portugal registar níveis de violência e friores à medeuropeia, diz o relatório que as taxas de denúncia também são mais baixas e indica o que o estigma social e a desconfiança nas instituições continuam a dificultar a proteção das vítimas. A parte superior do poste de iluminação foi retirada e uma fita dos bombairos assinala ainda ao local do incidente. Este sábado depois do temporal, uma cadela morreu eletrocutada após ser contáctico ou piso-mulhado junto ao poste do luz no parque das nações em Lisboa. Os bombairos e a empresa REDs foram chamados e segundo o diário de notícias o relatório detectou o rente elétrica no chão, possivelmente devido a um cabo em mais condições no subsólio. Esta manhã, uma equipa técnica verificava as condições de segurança. Imagina uma criança, porque também há muitas cr...","e a Cristiano Anal também. E é isso, é o Estado Unidos e no Avenue. Segundo dados da PSP e NR, em cada um dos últimos seis anos, o OVMaios de 450 troplamentos com fuga em Portugal, dos quais resultaram 40 mortes. E no total de 151.647 cd, registados pela PSP desde 2022, em 20% o fuga do condutor. Esta quinta-feira, as autoridades ainda tentavam localizar a condutor no atroplamento na guia. A vítima, uma mulher de 74 anos, foi transportada ao hospital de Faro com ferimentos nas pernas considerados lichens. há também números alarmantes no que se refera à violência doméstica. Só nos fomeiros 9 meses o NAPS, PIAG, e RG estarão mais de 25 mil casos. Ora, isso significa que a cada hora que passam,..."
20,Justiça/Segurança,21.0,1.0,21.0,1.0,1,Justiça/Segurança,,,"43, 44",casos foram apresentadas caixas na PSP e os processos seguiram para o Ministério Público. A Polícia Esdiciária anunciou a,casos foram apresentadas caixas na PSP e os processos seguiram para o Ministério Público. A Polícia Esdiciária anunciou a
