block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks
11,06:42,08:21,402.0,501.0,1.65,Saúde,Saúde,Saúde,high,False,,0.788,0.769,3,late_body_ocr_change,low,,78.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,06:30,12.0,"theme_changed, lexical_change_high, volume_change_high","Saúde, Justiça/Segurança, Educação","Saúde, Justiça/Segurança",,,não está operacional medida aguarda tramitação | unidade de combate à fraude no sns | cias rtp d | qui 20 20 04 | telej orna l | iclas rtp pt | lelej ornal | icias rtp pt,"isso governar um mês criou uma unidade combatar fraude, coordenada pela Polícia Judiciária. Mas ainda não está o pressionale, porque guarda a publicação entriu da República, ou a ordem dos médicos, assume que é preciso mais transparência. obviamente que a fiscalização é muito importante e pense que aquilo que está a ser feito, neste caso em concreto, pela Polícia Judiciária, a IGA também está, digamos, a fazer o seu trabalho em vários hospitais e eu acho que é muito importante nós temos transparência em todos esses processos e eu ordem dos médicos, aqui estará para intervir nas situações em que a aja falta falha de ontelófio. O principal problema do S&S não será a fraude. Quando nós falamos ...",13
12,08:21,08:24,501.0,504.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,08:30,9.0,"theme_changed, lexical_change_high, semantic_change_high, volume_change_high",,,,,qui 20 20 05 | telejornal | qui 20 20 06,,14
13,08:24,13:03,504.0,783.0,4.65,Ambiente/Meteorologia/Proteção Civil,Ambiente/Meteorologia/Proteção Civil,Ambiente/Meteorologia/Proteção Civil,high,False,,0.978,0.44,10,late_body_ocr_change,low,,75.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,08:30,6.0,"theme_changed, lexical_change_high, semantic_change_high, volume_change_high","Economia/Proteção Social, Ambiente/Meteorologia/Proteção Civil, Justiça/Segurança","Internacional, Ambiente/Meteorologia/Proteção Civil, Justiça/Segurança, Abertura/Manchetes, Governo/Partidos, Eleições/Campanha, Economia/Proteção Social",,,2 3 | qui 20 20 06 | telejornal | telejornal noticias rtp pt | editora de im | jornali | cos | editora de imagem,"O incêndio de flagrou o ojo durante a Simara do Clima, em Blaine do Pará, no Brasil, achamas destruíram um dos tenses, a entrada das instalações da Simara. Os principais foram assim superiêndidos, por esta chama, e retirados em poucos minutos, o fogo foi dominado, rapidamente, por segurança e bombas de local. As autoridades brasileiras dizem que o incêndio não causa o vítimas, apesar do caos que provocou entre milhares do participais. Boa noite a Polícia Federal está lá dentro e como podem ver, este é quase um cenário desulador, porque há três horas havia muita vida, milhaz de pessoas de cor, percorrer em estes corredores e neste momento, a imagem é esta. Já não são as Nações Unidas responsá...","15, 16, 17, 18, 19"
14,13:03,15:36,783.0,936.0,2.55,Economia/Proteção Social,Economia/Proteção Social,Economia/Proteção Social,high,False,,0.373,1.0,2,late_body_ocr_change,low,,63.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,13:30,27.0,"lexical_change_high, entities_changed, volume_change_high","Economia/Proteção Social, Governo/Partidos, Saúde, Educação",Economia/Proteção Social,,,qui 20 20 10 | telejornal | orçamento do estado 2026 | chumbado bónus permanente | chumbado bónus permanente das pensões | 20 10 | elejornal | official training,"houver margem orçamental. O Partido Socialista queria que um aumento extraordinário das pensões passasse a contar para o cálculo futuro destas prestações sociais. Também às querdas pediam subir das permanentes para o próximo ano. Se houver almente que seja um aumento digno, previsível, um aumento das pensões sempre preservando a margem estrutural do sistema. E se precise for compensando com um ponto de tirado IRC e assim se verá nesta câmera quando é preciso escolher quem escolhe de ser mais importos para as grandes empresas, a aumentar os importos pensam nistas. Estou arçamento.",20
15,15:36,15:39,936.0,939.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,editor de imagem | luís lobo | repórter de imagem | jornalista | pedro valador | carlos felgueiras e sousa | qui 20 20 13 | telejornal,,21
16,15:39,17:45,939.0,1065.0,2.1,Greves/Trabalho,No speech,Greves/Trabalho,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,late_body_ocr_change,low,,39.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",False,,,,"Greves/Trabalho, Governo/Partidos",,,,qui 20 20 13 | telejornal | oreve geral | greve geral | egeral a 11 di | greve geral a 11 dezembro | ugt já entregou o pré aviso de greve | elejornal,,"22, 23, 24, 25"
17,17:45,17:48,1065.0,1068.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,18:00,15.0,"lexical_change_high, semantic_change_high, gap_high",,,,,ugt mantém disponibilidade para negociar | oficios republ | qui 20 20 15 | tele jornal | commence of the second contract to the second contract to the second contract to the second contract to the second contract to the second contract to the second contract to the second contract to the second contract to the | miles for a way and the second of the second of the second of the second of the second of the second of the second of the second of the second of the second of the second of the second o,,26
18,17:48,19:03,1068.0,1143.0,1.25,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.8,1.0,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,18:00,12.0,"lexical_change_high, semantic_change_high, gap_high","Greves/Trabalho, Governo/Partidos",,,,rodrigo lobo tiago m p costa carlos felgueiras e sousa repórteres de imagem edito | joão santos costa joão ricardo jornalistas | vão santos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c segundos c | greve geral de todos os trabalhadores no dia a greve geral de todos os trabalhadores no dia a greve geral de todos os trabalhadores no dia a greve ,"Se juntar-se a misto do trabalho e também fazer a parte da expressão, a limite que isso é possível. Com certeza é impossível que todos estejam da cor do sobretudo e sem possível nós sabemos disso. A base do acordo significará sempre uma silência de cada um. Aquilo que nós precisamos neste momento é de nos sentarmos a mesa, aquilo que estamos a fazer.",27
19,19:03,20:09,1143.0,1209.0,1.1,Economia/Proteção Social,No speech,Economia/Proteção Social,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Economia/Proteção Social,,,,pm diz flexibilização laboral cria possibilidade | aumento permanente pensões | qui 20 20 16 | telejornal | ficial ttp pt | tele jornal | oticias rtp pt | portuga,,28
20,20:09,20:15,1209.0,1215.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 20 20 17 | telejornal,,29
21,20:15,21:45,1215.0,1305.0,1.5,Governo/Partidos,No speech,Governo/Partidos,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,"Greves/Trabalho, Governo/Partidos, Economia/Proteção Social",,,,qui 20 20 17 | telejornal | greve geral de dezembro | governo | governo também tem de mostrar disponibilidade | oticias rtp pt | tele jornal | qui 20 20 18,,"30, 31"
22,21:45,22:03,1305.0,1323.0,0.3,Other/Unknown,Abertura/Manchetes,Abertura/Manchetes,speech_only,True,OCR theme is unknown; final theme relies on speech.; Low speech coverage inside OCR block.,0.167,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,22:00,15.0,"new_theme_after_unknown, semantic_change_high, gap_high",,Abertura/Manchetes,,,qui 20 20 19 | telejornal | perprofes | mal | rtp pt,"Foi o João que trinta-fegredo. O primeiro é chegar a estar mesmo neste momento a chegar aqui ao estudo de JdRTP. Vejo acompanhado por a direita da informação da RTP. O João que trinta-fegredo boa noite. Pergunto-lhe-se esse ser um debate para perceber quem é o mais independente tem disputado esse lugar com o Amirante Gouveimelo? Não, não desfuto, não desfuto. Acho que a independência fala a persina. Não deve ser proclamado.",32
23,22:03,25:33,1323.0,1533.0,3.5,Eleições/Campanha,Greves/Trabalho,Eleições/Campanha,low_conflict,True,OCR and speech themes conflict.,0.714,0.2,6,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,22:00,3.0,"new_theme_after_unknown, semantic_change_high, gap_high","Eleições/Campanha, Greves/Trabalho","Abertura/Manchetes, Greves/Trabalho, Eleições/Campanha, Governo/Partidos, Educação, Internacional","Cotrim Figueiredo, Henrique Gouveia e Melo, Luís Marques Mendes, António José Seguro",Jorge Pinto,debates presidenciais | qui 20 20 19 | rtp pt | telejornal | gouveia e melo e cotrim figueiredo às 21h na rtp | oticias rtp pt | tele jornal | ticias rtp p,"Foi o João que trinta-fegredo. O primeiro é chegar a estar mesmo neste momento a chegar aqui ao estudo de JdRTP. Vejo acompanhado por a direita da informação da RTP. O João que trinta-fegredo boa noite. Pergunto-lhe-se esse ser um debate para perceber quem é o mais independente tem disputado esse lugar com o Amirante Gouveimelo? Não, não desfuto, não desfuto. Acho que a independência fala a persina. Não deve ser proclamado. Não, exatamente, por conta do ponto de os cadados que se acham que são dependentes só para não ter nem partidos, acho que não tem a possão nada a ver, nem de penecia e práticas e a minha vida prova que eu sou completamente imuno em ter esses termos, aquilo que são os obje...","33, 34, 35"
24,25:33,26:42,1533.0,1602.0,1.15,Eleições/Campanha,Economia/Proteção Social,Eleições/Campanha,low_conflict,True,OCR and speech themes conflict.,0.826,0.526,2,candidate_detected,high,25:45,12.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,25:30,3.0,"theme_changed, lexical_change_high, entities_changed, volume_change_high","Governo/Partidos, Greves/Trabalho, Eleições/Campanha","Eleições/Campanha, Governo/Partidos, Educação, Internacional, Abertura/Manchetes, Economia/Proteção Social, Greves/Trabalho","Catarina Martins, Jorge Pinto, António Filipe, André Ventura",Jorge Pinto,governo está a fazer proposta inace | qui 20 20 23 | telejornal | governo está a fazer proposta inaceitável | catarina martins | dictos tp bt | icles rep pt | o que levou à greve foi a falta de diálogo,"continua no Brasil a participar na Cope 30. Jorge Pinto participou no debate sob o arsamento do Estado com estudantes da Universidade do Porto. António Flippes teve no encontro com os presidentes das Fedorações Deportivas. O governo retire o que a Sembeder é pro Cervejête, antes das leções presidenciais. Aquilo que aconteceu e aquilo que levou é esta convocatória de greva geral, foi precisamente a falta de diálogo. Foi precisamente a falta de qualquer tipo de abertura para o parte do governo. O governo do Pteguê está a fazer uma proposta e naceita a gastar a trabalhadores portugueses, que é venho negociar como é que podem ficar com menos salário e com contrato ainda mais percais. Nosso é em ...","36, 37, 38"
25,26:42,26:45,1602.0,1605.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,26:00,42.0,"theme_changed, entities_changed",,,,,fátima pinto isabel gomes isabel venceslau daniela sant | jornalista | eduarda dias catarina dias ribeiro teresa marq | qui 20 20 24 | telejornal | fátima pinto isabel gomes isabel venceslau daniela santiago | jornalistas | eduarda dias catarina dias ribeiro teresa marques,,39
26,26:45,26:51,1605.0,1611.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,26:00,45.0,"theme_changed, entities_changed",,,,,20 24 | lejornal noticias rtp pt | qui 20 | qui 20 20 24 | telejornal | the state of the person of the property of the property of the property of the property of the property of the property of the property of the property of the property of the property of the property of the property of the | the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the state of the stat,,40
27,26:51,26:54,1611.0,1614.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 20 20 24 | telejornal | rtp pt,,41
28,26:54,28:48,1614.0,1728.0,1.9,Eleições/Campanha,Other/Unknown,Eleições/Campanha,ocr_only,False,Speech theme is unknown; OCR provides the usable theme.,0.421,1.0,2,late_body_ocr_change,low,,36.0,3,"new_body_terms, lexical_shift_from_baseline",False,,,,Eleições/Campanha,,"Cotrim Figueiredo, Henrique Gouveia e Melo",,debates presidenciais | qui 20 20 24 | rtp pt | telejornal | gouveia e melo e cotrim figueiredo às | dedates desidenciais | gouveia e melo e cotrim figueiredo às 21h na rtp | oticias rtp pt,"Muito obrigada, esterão acompanharem também certamente este primeiro debate de NERTP. O VML que traa a primeira pergunta, neste debate, perdão, é o som que tem de ver de ter a primeira pergunta, portanto, o VML será o último a falar neste frente-o primeiro aqui NERTP. O primeiro também de OVML estarão os dois em confronto de que a pouco NERTP. A ordem dos advogados, o Arquivoou, o Inquieta, a Spenu Viva, por suspeitas de Procuradoria e Lícita, o bastonário diz que não se verificaram indícios e o suficiente da prática",42
29,28:48,28:51,1728.0,1731.0,0.05,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 20 20 26 | telejornal,"tem de ver de ter a primeira pergunta, portanto, o VML será o último a falar neste frente-o primeiro aqui NERTP. O primeiro também de OVML estarão os dois em confronto de que a pouco NERTP. A ordem dos advogados, o Arquivoou, o Inquieta, a Spenu Viva, por suspeitas de Procuradoria e Lícita, o bastonário diz que não se verificaram indícios e o suficiente da prática",43
30,28:51,29:33,1731.0,1773.0,0.7,Justiça/Segurança,Economia/Proteção Social,Justiça/Segurança,low_conflict,True,OCR and speech themes conflict.,1.0,0.714,3,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,Justiça/Segurança,"Economia/Proteção Social, Justiça/Segurança",,,procuradoria ilícita | qui 20 20 26 | telejornal | ordem advogados arquiva inquérito à spinumviva | oticias rtp pt | tele jornal | seras h d m | rtug,"tem de ver de ter a primeira pergunta, portanto, o VML será o último a falar neste frente-o primeiro aqui NERTP. O primeiro também de OVML estarão os dois em confronto de que a pouco NERTP. A ordem dos advogados, o Arquivoou, o Inquieta, a Spenu Viva, por suspeitas de Procuradoria e Lícita, o bastonário diz que não se verificaram indícios e o suficiente da prática deste crime, por parte da empresa da família do Promo Ar群istro. A suspeitas surgiram na última crise política, quando foram conhecidos, clientes e serviços custados pela Spenu Viva. Numa arte, o conselho do regional, do Porto da ordem dos advogados, diz que foi analisada toda a prova de comentál, e o esclarecimento da própria empre...",44
31,29:33,30:12,1773.0,1812.0,0.65,Greves/Trabalho,Other/Unknown,Greves/Trabalho,ocr_only,False,Speech theme is unknown; OCR provides the usable theme.,0.692,1.0,1,late_body_ocr_change,low,,36.0,2,"body_ocr_volume_jump, body_zone_changed",False,,,,"Transportes/Mobilidade, Greves/Trabalho",,,,qui 20 20 27 | telejornal | privatização da tap | lufthansa entregou mani | lufthansa entregou manifestação de interesse | tele jornal | ticias rtp pt | oticias rtp pt,preventiva ao Promo Ar群istro ainda se vai manter.,"45, 46"
32,30:12,31:03,1812.0,1863.0,0.85,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,qui 20 20 27 | telejornal | cana | ryanair cancela voos | de e para açores a partir de 29 de março 2026 | oticias rtp pt | tele jornal | qui 20 20 28,,47
33,31:03,31:18,1863.0,1878.0,0.25,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,ryanair cancela voos açores | qui 20 20 28 | telejornal | companhia culpa taxas de navegação e inércia | icias rtp pi | noticias rtp pt | tele jornal | ana aeroportos de portugal,,48
34,31:18,31:21,1878.0,1881.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,32:00,42.0,"new_theme_after_unknown, lexical_change_high, volume_change_high, gap_high",,,,,qui 20 20 28 | telejornal,,49
35,31:21,31:54,1881.0,1914.0,0.55,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,32:00,39.0,"new_theme_after_unknown, lexical_change_high, volume_change_high, gap_high",,,,,ana aeroportos de portugal | qui 20 20 28 | telejornal | ana afroportos de portligal | tele jornal | bagagem de porão | conversas recentes no sentido de aumentar oferta | gagem desacompanhada reporte qualquer,,50
36,31:54,32:45,1914.0,1965.0,0.85,Governo/Partidos,Governo/Partidos,Governo/Partidos,high,False,,0.588,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,32:00,6.0,"new_theme_after_unknown, lexical_change_high, volume_change_high, gap_high",Governo/Partidos,Governo/Partidos,,,é surpreendente o comunicado mas reincidente | governo regional dos açores | 20 29 | clas tr | elejornal | qui 20 | ielejornal | cias rip bi,"é surpreendente o comunicado, mas é reincidente. Quanto tentativa de passar responsabilidades, é preciso dizer que pela parte do governo dos assursos, nós temos a máxima tranquilidade. Espero que tudo acabe em bem e que as deligências que no passado foram feitas, se mantêm, que há, obviamente, a malmati-tude, a provaativa e colobrante, por parte da própria reenhanar.",51
37,32:45,32:54,1965.0,1974.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,33:00,15.0,"theme_changed, lexical_change_high, semantic_change_high",,,,,noticias rtp pt | qui 20 20 30 | tele jornal,,52
