block_id,start_time,end_time,start_sec,end_sec,duration_min,ocr_theme,speech_theme,final_theme,agreement,needs_review,review_reason,speech_coverage_ratio,speech_theme_support_ratio,n_speech_windows,anchor_candidate_status,anchor_confidence,anchor_pivot_to_piece_time,anchor_candidate_offset_sec,anchor_score,anchor_evidence,speech_transition_near_boundary,nearest_speech_transition_time,nearest_speech_transition_distance_sec,nearest_speech_transition_reason,ocr_themes_present,speech_themes_present,ocr_candidates_present,speech_candidates_present,ocr_text,speech_excerpt,micro_blocks,review_priority
12,07:12,07:51,432.0,471.0,0.65,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.538,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,07:00,12.0,"new_theme_after_unknown, semantic_change_high, gap_high",,"Governo/Partidos, Greves/Trabalho",,,seg 10 20 04 | telejornal | noticias rtp pt | seg 10 20 05 | not cias rtp pt | tele jornal | oa q v | pac,"nos contratos a prazo, duração máxima sob de dois para três anos. O período espememental passa de seis meses para um ano. O governo que ainda dá a possibilidade de um trabalhador comprar dois dias de férias, outra proposta é reduzir a flexibilidade do horário para trabalhadores com filhos até aos 12 anos, que até agora podem recusar essa fase de trabalho no outurno ou trabalhar aos fizessemenes e friados. Quanto a lei da greve o governo pretende serviços mínimos em alguns setores como nas unidades de cuidados e doces ou de crianças e no abertcimento alimentar. A menina do trabalho de IRTP que continua a negociar com os parceiros sociais incluindo com a UGT e considerou este temporário o anún...",19,medium
14,11:42,14:12,702.0,852.0,2.5,Eleições/Campanha,No speech,Eleições/Campanha,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,late_body_ocr_change,low,,57.0,2,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump",False,,,,Eleições/Campanha,,André Ventura,,seg 10 20 09 | telejornal | 4 7 1 100 | processo contra ventura | comu | comunidade cigana pede retirada dos cartazes | oticias rtp pt | tele jornal,,22,medium
15,14:12,14:21,852.0,861.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,seg 10 20 11 | telejornal | seg 10 20 12,,23,medium
18,18:36,19:06,1116.0,1146.0,0.5,Justiça/Segurança,Eleições/Campanha,Justiça/Segurança,low_conflict,True,OCR and speech themes conflict.,1.0,0.2,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,18:30,6.0,"lexical_change_high, volume_change_high",Justiça/Segurança,"Eleições/Campanha, Economia/Proteção Social, Internacional",,,sarkozy fora da prisão | seg 10 20 16 | telejornal,"dos deveros fundamentais dos deputados. O caos instalou-se nos últimos dias nos aeroportos norte-americanos com milhares de voos cancelados ou trazados. A fluência aos bancos alimentares aumentou em muitos locais, preeníveis só comparáveis à pandemia à 42 milhões de pessoas em necessidade. Foram razões para o 8 senadores democratas, juntaram os seus votos aos repoblicanos e iniciaram assim o fim do bloqueio orçamental nos",28,high
19,19:06,19:09,1146.0,1149.0,0.05,Other/Unknown,Eleições/Campanha,Eleições/Campanha,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,19:00,6.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high",,"Eleições/Campanha, Economia/Proteção Social, Internacional",,,iah | tate | seg 10 20 16 | telejornal,"O caos instalou-se nos últimos dias nos aeroportos norte-americanos com milhares de voos cancelados ou trazados. A fluência aos bancos alimentares aumentou em muitos locais, preeníveis só comparáveis à pandemia à 42 milhões de pessoas em necessidade. Foram razões para o 8 senadores democratas, juntaram os seus votos aos repoblicanos e iniciaram assim o fim do bloqueio orçamental nos",29,medium
20,19:09,19:21,1149.0,1161.0,0.2,Internacional,Eleições/Campanha,Internacional,low_conflict,True,OCR and speech themes conflict.,1.0,1.0,1,weak_candidate_no_persistence,low,19:18,9.0,4,"body_ocr_appeared_after_empty_baseline, new_body_terms, lexical_shift_from_baseline",True,19:00,9.0,"new_theme_after_unknown, lexical_change_high, semantic_change_high, volume_change_high",Internacional,"Eleições/Campanha, Economia/Proteção Social, Internacional",,,acordo no senado eua | seg 10 20 16 | telejornal | bloqueio orçamental pode chegar ao fim | spirit airlines | united airline | 2 16 pm | eleiorna,"O caos instalou-se nos últimos dias nos aeroportos norte-americanos com milhares de voos cancelados ou trazados. A fluência aos bancos alimentares aumentou em muitos locais, preeníveis só comparáveis à pandemia à 42 milhões de pessoas em necessidade. Foram razões para o 8 senadores democratas, juntaram os seus votos aos repoblicanos e iniciaram assim o fim do bloqueio orçamental nos",30,high
21,19:21,19:27,1161.0,1167.0,0.1,Other/Unknown,Eleições/Campanha,Eleições/Campanha,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,19:30,9.0,"theme_changed, lexical_change_high, volume_change_high",,"Eleições/Campanha, Economia/Proteção Social, Internacional",,,seg 10 20 17 | telejornal,"O caos instalou-se nos últimos dias nos aeroportos norte-americanos com milhares de voos cancelados ou trazados. A fluência aos bancos alimentares aumentou em muitos locais, preeníveis só comparáveis à pandemia à 42 milhões de pessoas em necessidade. Foram razões para o 8 senadores democratas, juntaram os seus votos aos repoblicanos e iniciaram assim o fim do bloqueio orçamental nos",31,medium
22,19:27,19:51,1167.0,1191.0,0.4,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.875,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,19:30,3.0,"theme_changed, lexical_change_high, volume_change_high","Eleições/Campanha, Governo/Partidos","Eleições/Campanha, Economia/Proteção Social, Internacional",,,seg 10 20 17 | telejornal | h r 5371 the continuing appropriations and extensions act seg 10 20 17 | motion to invoke cloture on | nay | the motion to proceed to the consideration of telejornal | yea | o meu voto de hoje,"O caos instalou-se nos últimos dias nos aeroportos norte-americanos com milhares de voos cancelados ou trazados. A fluência aos bancos alimentares aumentou em muitos locais, preeníveis só comparáveis à pandemia à 42 milhões de pessoas em necessidade. Foram razões para o 8 senadores democratas, juntaram os seus votos aos repoblicanos e iniciaram assim o fim do bloqueio orçamental nos Estados Unidos.",32,medium
23,19:51,19:57,1191.0,1197.0,0.1,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,19:30,21.0,"theme_changed, lexical_change_high, volume_change_high",,Internacional,,,seg 10 20 17 | telejornal | estimated security wait time less than 5 minutes | a hella,Estados Unidos.,33,medium
24,19:57,20:21,1197.0,1221.0,0.4,Other/Unknown,Internacional,Internacional,speech_only,True,OCR theme is unknown; final theme relies on speech.; Low speech coverage inside OCR block.,0.125,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,19:30,27.0,"theme_changed, lexical_change_high, volume_change_high",,Internacional,,,seg 10 20 17 | telejornal | não têm de enfren tar a época festiva com ans i edade | noticias | telejorno | festiva com ansiedade | não têm de enfrentar a época | noticias i,Estados Unidos.,34,medium
25,20:21,20:45,1221.0,1245.0,0.4,Saúde,No speech,Saúde,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,21:00,39.0,"theme_changed, lexical_change_high, semantic_change_high, volume_change_high, gap_high","Internacional, Saúde",,,,seg 10 20 18 | telejornal | todos nós republicanos e democratas | republicanos e democratas | com | 177 | que apoiam esta lei sabemos que | é chegado o momento de agir,,"35, 36",medium
26,20:45,20:51,1245.0,1251.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,21:00,15.0,"theme_changed, lexical_change_high, semantic_change_high, volume_change_high, gap_high",,,,,seg 10 20 18 | telejornal,,37,medium
27,20:51,21:00,1251.0,1260.0,0.15,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,21:00,9.0,"theme_changed, lexical_change_high, semantic_change_high, volume_change_high, gap_high",,,,,nunca aceitaremos dar qualquer quantia | substancial ou qualquer quantia | not cias rtp pt | seg 10 20 18 | tele jornal | noticias rtp pt | telejornal | a ilegais que entram no nosso país,,38,medium
28,21:00,21:06,1260.0,1266.0,0.1,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,21:00,0.0,"theme_changed, lexical_change_high, semantic_change_high, volume_change_high, gap_high",Internacional,"Governo/Partidos, Internacional",,,e julgo que os democratas | entendem isso | seg 10 20 18 | telejornal | noticias rtp pt | tele jornal | de pôr fim à paralisação governamental | e penso que estamos perto,"Esta proposta ainda trada ir à Câmara de Representantes e depois voltaram ao Senado para uma votação final antes de seguir para a Casa Branca para ser promulgada pelo Presidente norte-americano. De qualquer modo, é uma medida temporária para ver o funcionamento do governo até 30 de janeiro para dar tempo a eventuais entendimentos sobre a divergência de fundo, o acesso às",39,medium
29,21:06,21:18,1266.0,1278.0,0.2,Other/Unknown,Governo/Partidos,Governo/Partidos,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,21:00,6.0,"theme_changed, lexical_change_high, semantic_change_high, volume_change_high, gap_high",,"Governo/Partidos, Internacional",,,seg 10 20 18 | telejornal | rtp pt,"Esta proposta ainda trada ir à Câmara de Representantes e depois voltaram ao Senado para uma votação final antes de seguir para a Casa Branca para ser promulgada pelo Presidente norte-americano. De qualquer modo, é uma medida temporária para ver o funcionamento do governo até 30 de janeiro para dar tempo a eventuais entendimentos sobre a divergência de fundo, o acesso às",40,medium
30,21:18,21:27,1278.0,1287.0,0.15,Internacional,Governo/Partidos,Internacional,low_conflict,True,OCR and speech themes conflict.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,21:30,12.0,"theme_changed, lexical_change_high, volume_change_high",Internacional,"Governo/Partidos, Internacional",,,rtp pt | seg 10 20 19 | telejornal | acordo no senado eua trade | bloque | bloqueio orçamental dura há 40 dias | acordo no senado eua,"Esta proposta ainda trada ir à Câmara de Representantes e depois voltaram ao Senado para uma votação final antes de seguir para a Casa Branca para ser promulgada pelo Presidente norte-americano. De qualquer modo, é uma medida temporária para ver o funcionamento do governo até 30 de janeiro para dar tempo a eventuais entendimentos sobre a divergência de fundo, o acesso às",41,high
31,21:27,21:45,1287.0,1305.0,0.3,Other/Unknown,Saúde,Saúde,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.833,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,21:30,3.0,"theme_changed, lexical_change_high, volume_change_high",,"Governo/Partidos, Internacional, Saúde",,,rtp pt | seg 10 20 19 | telejornal | repórter e editor de imagem | ricardo guerreiro,"Esta proposta ainda trada ir à Câmara de Representantes e depois voltaram ao Senado para uma votação final antes de seguir para a Casa Branca para ser promulgada pelo Presidente norte-americano. De qualquer modo, é uma medida temporária para ver o funcionamento do governo até 30 de janeiro para dar tempo a eventuais entendimentos sobre a divergência de fundo, o acesso às verbas para cuidados de saúde.",42,medium
32,21:45,22:54,1305.0,1374.0,1.15,Internacional,Habitação,Internacional,low_conflict,True,OCR and speech themes conflict.,0.565,0.615,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,21:30,15.0,"theme_changed, lexical_change_high, volume_change_high",Internacional,"Saúde, Habitação",,,seg 10 20 19 | telejornal | guerra na ucrânia | rússia intensifica ofensiva no donetsk | é claro que gostaríamos que este conflito acabasse o mais breve possível | poderá terminar | assim que a rússia alcançar os objetivos inicialmente definidos | seg 10 20 20,"verbas para cuidados de saúde. Acible turísticos, no seu pomo, falou que está o dono sempre, vem arri �írians comwell, onde hygIES-renda os du察es e sedan vai com să fico groza a uma,",43,high
33,22:54,23:21,1374.0,1401.0,0.45,Other/Unknown,Habitação,Habitação,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.222,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,22:30,24.0,"theme_changed, lexical_change_high, semantic_change_high",Educação,Habitação,,,estudam remotamente numa escola | tudo é feito remotamente | seg 10 20 20 | telejornal | por isso parece me que têm | um interesse comum aqui o xadrez | por isso parece me que têm um interesse comum aqui o xadrez | sie p,"Acible turísticos, no seu pomo, falou que está o dono sempre, vem arri �írians comwell, onde hygIES-renda os du察es e sedan vai com să fico groza a uma, além desse mesmo choice de scoot ter смерto. A Damro do Cario, Papas B unserer ta Cup – 메�장ní��ígia. Estou lhes reclamado pela praele do os vai slower.",44,medium
34,23:21,23:51,1401.0,1431.0,0.5,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.3,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,24:00,39.0,"lexical_change_high, semantic_change_high",,,,,seg 10 20 21 | telejornal | libertado,"além desse mesmo choice de scoot ter смерto. A Damro do Cario, Papas B unserer ta Cup – 메�장ní��ígia. Estou lhes reclamado pela praele do os vai slower.",45,medium
36,26:45,27:21,1605.0,1641.0,0.6,Other/Unknown,Ambiente/Meteorologia/Proteção Civil,Ambiente/Meteorologia/Proteção Civil,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,0.583,2,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,27:00,15.0,"theme_changed, lexical_change_high",,"Governo/Partidos, Internacional, Ambiente/Meteorologia/Proteção Civil",,,seg 10 20 24 | telejornal | the report showing | chefes de estado | chefes de estada | chefes de estad | chefes de estam | chefes de botan,"casas. As rejadas de ventos chegaram aos 230 km por hora, com a chuva e não dar mais de 100 localidades. O Tufão dirige agora para Taiwan, mas está a perder intensidade. e começou no Brasil a conferência das Nossas Unidas sobre mudanças climáticas, COP 30, conta com ilgações de 160 países e 57 chefes de Estado ou do governo. Entre eles não estão os líderes da China e dos Estados Unidos dos dois maiores e milissores de gases e feitos do Fado Planeta. A indiscução vão estar vários temas, a transição energética, o financiamento climático e a proteção das florestas tropicales. O programa da ONU para o meio ambiente prevê um aumento da temperatura da terra entre 2,3 e 2,8 graus Celsius até o fim ...",49,medium
37,27:21,27:30,1641.0,1650.0,0.15,Other/Unknown,Ambiente/Meteorologia/Proteção Civil,Ambiente/Meteorologia/Proteção Civil,speech_only,True,OCR theme is unknown; final theme relies on speech.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,27:00,21.0,"theme_changed, lexical_change_high",,"Internacional, Ambiente/Meteorologia/Proteção Civil",,,seg 10 20 25 | telejornal,"os líderes da China e dos Estados Unidos dos dois maiores e milissores de gases e feitos do Fado Planeta. A indiscução vão estar vários temas, a transição energética, o financiamento climático e a proteção das florestas tropicales. O programa da ONU para o meio ambiente prevê um aumento da temperatura da terra entre 2,3 e 2,8 graus Celsius até o fim deste século.",50,medium
38,27:30,29:30,1650.0,1770.0,2.0,Ambiente/Meteorologia/Proteção Civil,No speech,Ambiente/Meteorologia/Proteção Civil,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,late_body_ocr_change,low,,36.0,5,"body_ocr_appeared_after_empty_baseline, body_ocr_volume_jump, new_body_terms, lexical_shift_from_baseline",True,27:00,30.0,"theme_changed, lexical_change_high","Ambiente/Meteorologia/Proteção Civil, Internacional, Justiça/Segurança",,,,i climate iange co ere | seg 10 20 25 | telejornal | now beighnam | 30 cimeira do clima | climate change conference | 30a cimeira do clima | brasil quer ação imediata para preservar o planeta,,51,medium
39,29:30,29:36,1770.0,1776.0,0.1,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,seg 10 20 27 | telejornal,,52,medium
40,29:36,30:00,1776.0,1800.0,0.4,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,mantivemos e aprofundámos | o critério do multilateralismo | noticias rtp pt | seg 10 20 27 | telejornal | tele jornal | que implica que várias nações | se juntem,,53,medium
41,30:00,30:12,1800.0,1812.0,0.2,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,30:30,30.0,"lexical_change_high, semantic_change_high, volume_change_high, gap_high",,,,,seg 10 20 27 | telejornal,,54,medium
42,30:12,30:15,1812.0,1815.0,0.05,Other/Unknown,No speech,Other/Unknown,no_speech,True,No speech window overlaps this OCR block.; Low speech coverage inside OCR block.,0.0,0.0,0,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,30:30,18.0,"lexical_change_high, semantic_change_high, volume_change_high, gap_high",,,,,seg 10 20 27 | telejornal | toreacton s,,55,medium
43,30:15,30:51,1815.0,1851.0,0.6,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,0.583,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,30:30,15.0,"lexical_change_high, semantic_change_high, volume_change_high, gap_high",,,,,seg 10 20 27 | telejornal | seg 10 20 28 | noticias rtp pt | e o que hoje demonstrámos ao mundo | e o que hoje de monstrámos ao mundo | por entre barbáries que avançam | existiram,"da cidade onde morreu Simon Bolivar, conhecido como libertador, sem uma declaração",56,medium
44,30:51,35:21,1851.0,2121.0,4.5,Internacional,Ambiente/Meteorologia/Proteção Civil,Internacional,low_conflict,True,OCR and speech themes conflict.,0.667,0.167,7,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,True,31:00,9.0,"new_theme_after_unknown, lexical_change_high","Justiça/Segurança, Governo/Partidos, Internacional","Internacional, Ambiente/Meteorologia/Proteção Civil, Greves/Trabalho, Eleições/Campanha",,,seg 10 20 28 | telejornal | na cooperação e não na confrontação | 1000 | cimeira ue celac | reforço da cooperação contra crime organizado | phndaciu | ielejornal,"da cidade onde morreu Simon Bolivar, conhecido como libertador, sem uma declaração com 52 pontos. Com mensagens diretas à Casa Branca, contra anagação das alterações climáticas, as taxas comerciais e à política de deportações, o combate ao narcotráfico entrou nos trabalhos. Donald Trump ameaçou professar a BBC em causa de um documentário que levou à demissão do diretor-geral e da diretora de informação do televisão pública britânica. Os advogados do presidente americano admitiram exigir uma indemunização de mil milhões de dólares se estação não se reteratar publicamente. O documentário envolve uma montagem do discurso de Trump antes da invasão ao capital e o Washington, juntando partes disti...",57,high
45,35:21,35:27,2121.0,2127.0,0.1,Other/Unknown,Other/Unknown,Other/Unknown,unknown_both,True,Both modalities are unknown.,1.0,1.0,1,not_detected_by_ocr,none,,,0,no_relevant_body_ocr_change,False,,,,,,,,rtp | rtp pt | seg 10 20 33 | telejornal,"lebrações dos 50 anos da independência. A população do Luanda saiu da cidade. A cidade está basicamente deserta, mas aqui, nesta zona das praias, é onde vêm conviver um pouco a aproveitar o Sol, o bom tempo para se prepararem para esta festa. Então, o que acontece amanhã, celebrando assim os 50 anos da independência do país.",58,medium
