block_id,ocr_start_sec,ocr_end_sec,ocr_start_time,ocr_end_time,ocr_duration_sec,ocr_duration_min,window_id,speech_start_sec,speech_end_sec,speech_start_time,speech_end_time,speech_duration_sec,overlap_sec,overlap_ratio_of_ocr_block,overlap_ratio_of_speech_window,ocr_theme,ocr_themes_present,ocr_text,speech_theme,speech_themes_present,speech_candidates_present,speech_parties_present,speech_text,speech_source_segments,speech_transition_reason
12,432.0,471.0,07:12,07:51,39.0,0.65,11,420.0,450.0,07:00,07:30,30.0,18.0,0.46153846153846156,0.6,Other/Unknown,,seg 10 20 04 | telejornal | noticias rtp pt | seg 10 20 05 | not cias rtp pt | tele jornal | oa q v | pac,Greves/Trabalho,"Governo/Partidos, Greves/Trabalho",,,"nos contratos a prazo, duração máxima sob de dois para três anos. O período espememental passa de seis meses para um ano. O governo que ainda dá a possibilidade de um trabalhador comprar dois dias de férias, outra proposta é reduzir a flexibilidade do horário para trabalhadores com filhos até aos 12 anos, que até agora podem recusar essa fase de trabalho no outurno ou trabalhar aos fizessemenes e friados. Quanto a lei da greve o governo",4,
12,432.0,471.0,07:12,07:51,39.0,0.65,12,450.0,480.0,07:30,08:00,30.0,21.0,0.5384615384615384,0.7,Other/Unknown,,seg 10 20 04 | telejornal | noticias rtp pt | seg 10 20 05 | not cias rtp pt | tele jornal | oa q v | pac,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"pretende serviços mínimos em alguns setores como nas unidades de cuidados e doces ou de crianças e no abertcimento alimentar. A menina do trabalho de IRTP que continua a negociar com os parceiros sociais incluindo com a UGT e considerou este temporário o anúncio da greve geral. Não há grave geral que demou o governo de fazer aquilo que entende que tem de ser feito. Mudar a lei laboral, mas a ministra do","4, 5",
13,471.0,702.0,07:51,11:42,231.0,3.85,12,450.0,480.0,07:30,08:00,30.0,9.0,0.03896103896103896,0.3,Governo/Partidos,"Governo/Partidos, Saúde, Economia/Proteção Social, Greves/Trabalho, Justiça/Segurança",mikento | não ao pacote | notic | seg 10 20 05 | telejornal | calario | con | rio itos,Governo/Partidos,"Governo/Partidos, Greves/Trabalho",,,"pretende serviços mínimos em alguns setores como nas unidades de cuidados e doces ou de crianças e no abertcimento alimentar. A menina do trabalho de IRTP que continua a negociar com os parceiros sociais incluindo com a UGT e considerou este temporário o anúncio da greve geral. Não há grave geral que demou o governo de fazer aquilo que entende que tem de ser feito. Mudar a lei laboral, mas a ministra do","4, 5",
13,471.0,702.0,07:51,11:42,231.0,3.85,13,480.0,510.0,08:00,08:30,30.0,30.0,0.12987012987012986,1.0,Governo/Partidos,"Governo/Partidos, Saúde, Economia/Proteção Social, Greves/Trabalho, Justiça/Segurança",mikento | não ao pacote | notic | seg 10 20 05 | telejornal | calario | con | rio itos,Other/Unknown,,,,"trabalho garante que vai fazer sentada a mesa com os parceiros sociais. Não deixo obviamente de dizer que me parece a este temporário, não da parte da CGTP, que se posa mais na negociação, mas da parte da UGT considero-se temporário fazer agora este anúncio, porque, na verdade, nós estamos sentados a mesa negociar. Em entrevista a RTP notícias, Maria do Rosário Ramálio criticasse a postura da UGT, mas diz",5,
13,471.0,702.0,07:51,11:42,231.0,3.85,14,510.0,540.0,08:30,09:00,30.0,30.0,0.12987012987012986,1.0,Governo/Partidos,"Governo/Partidos, Saúde, Economia/Proteção Social, Greves/Trabalho, Justiça/Segurança",mikento | não ao pacote | notic | seg 10 20 05 | telejornal | calario | con | rio itos,Governo/Partidos,"Governo/Partidos, Economia/Proteção Social, Greves/Trabalho",,,"acreditar que ainda será possível fechar um acordo com os parceiros sociais. E onde as centrais sindicais veem ataques aos direitos dos trabalhadores, a ministra V. E que liberou. Não é uma reforma apenas para favorecer as empresas. E contra os trabalhadores, não é um retrocesso civilizacional, como já ouvi dizer, a ministra do","5, 6",
13,471.0,702.0,07:51,11:42,231.0,3.85,15,540.0,570.0,09:00,09:30,30.0,30.0,0.12987012987012986,1.0,Governo/Partidos,"Governo/Partidos, Saúde, Economia/Proteção Social, Greves/Trabalho, Justiça/Segurança",mikento | não ao pacote | notic | seg 10 20 05 | telejornal | calario | con | rio itos,Economia/Proteção Social,"Governo/Partidos, Economia/Proteção Social",,,"trabalho, insiste que esta é altura certa para fazer uma reforma laboral diz que é quando o mercado do trabalho está à robusto e sem sobressaltes econômicos que se devem fazer reformas estruturais. E para a ministra, a atual de exlação não acompanha a evolução do mercado de trabalho. A nossa legislação não acompanhar a economia, não promover a produtividade, basear-se no modelo de trabalho, que é do século vinte ou até do século XIX, porque você não faz o sentido nenhum.",6,
13,471.0,702.0,07:51,11:42,231.0,3.85,17,600.0,630.0,10:00,10:30,30.0,30.0,0.12987012987012986,1.0,Governo/Partidos,"Governo/Partidos, Saúde, Economia/Proteção Social, Greves/Trabalho, Justiça/Segurança",mikento | não ao pacote | notic | seg 10 20 05 | telejornal | calario | con | rio itos,Other/Unknown,,,,A terceira sessão volta a ficar marcada por contradições nos depoimentos. Esta segunda-feira foram ao vídeo três moradores da Cova da Mora. Estes tumunhas vivem em rua principal do bairro onde o Adair Monís foi abalhado. Dizem-te-ervisto que aconteceu diándimos diferentes. O barulho de tiros,7,
13,471.0,702.0,07:51,11:42,231.0,3.85,18,630.0,660.0,10:30,11:00,30.0,30.0,0.12987012987012986,1.0,Governo/Partidos,"Governo/Partidos, Saúde, Economia/Proteção Social, Greves/Trabalho, Justiça/Segurança",mikento | não ao pacote | notic | seg 10 20 05 | telejornal | calario | con | rio itos,Other/Unknown,,,,"daquela madrugada de outubro fez os moradores, espreitarem a janela. As três destumunhas garantiram o intibunal que o Adair Monís não trazia nenhum objeto nas mãos. Quando foi alvejado.",7,
16,861.0,990.0,14:21,16:30,129.0,2.15,27,900.0,930.0,15:00,15:30,30.0,30.0,0.23255813953488372,1.0,Eleições/Campanha,"Eleições/Campanha, Greves/Trabalho",campanha presidencial | seg 10 20 12 | telejornal | gouveia e melo acusa lusa de notícias falsas | oticias rtp pt | tele jornal | oficias rtp pt | ticles ith bt,Eleições/Campanha,Eleições/Campanha,,,"em causa uma entrevista em que Gov. e Mell deu a confirmar que decidiu avançar para as presidenciais depois de ter lido um artigo no expresso que falava de uma ligada tentativa de Marcelo Rebeleçosa a travar essa candidatura. Já esta manhã, Gov. e Mell negou ter sido uma tentativa de travar que eu levo a candidatar Sabelain, mesmo depois de",8,
16,861.0,990.0,14:21,16:30,129.0,2.15,28,930.0,960.0,15:30,16:00,30.0,30.0,0.23255813953488372,1.0,Eleições/Campanha,"Eleições/Campanha, Greves/Trabalho",campanha presidencial | seg 10 20 12 | telejornal | gouveia e melo acusa lusa de notícias falsas | oticias rtp pt | tele jornal | oficias rtp pt | ticles ith bt,Other/Unknown,,Catarina Martins,,"várias correções e esclarecimentos, Catarina Martins acusou o adversário e usar os mesmas táticas que andrei à aventura.",8,
17,990.0,1116.0,16:30,18:36,126.0,2.1,32,1050.0,1080.0,17:30,18:00,30.0,30.0,0.23809523809523808,1.0,Eleições/Campanha,"Greves/Trabalho, Eleições/Campanha, Governo/Partidos, Justiça/Segurança",cotrim de figueiredo fala em instrumentalização | greve geral | oticias rtp pt | seg 10 20 14 | telejornal | dictos tr bt | tele jorna l | candidato à presidência da república,Justiça/Segurança,Justiça/Segurança,,CHEGA,O presidente da República abriu um inquérito a Flip Melo. O deputado do Chega é,9,
17,990.0,1116.0,16:30,18:36,126.0,2.1,33,1080.0,1110.0,18:00,18:30,30.0,30.0,0.23809523809523808,1.0,Eleições/Campanha,"Greves/Trabalho, Eleições/Campanha, Governo/Partidos, Justiça/Segurança",cotrim de figueiredo fala em instrumentalização | greve geral | oticias rtp pt | seg 10 20 14 | telejornal | dictos tr bt | tele jorna l | candidato à presidência da república,Governo/Partidos,Governo/Partidos,,,"causado de ter gritado palavras racistas e eschenófbas no Parlamento de decisão de aguer branco. Suas na sequência de um pedido feito pela deputada socialista Eva Cruzero, numa carta ao presidente do Parlamento. O caso ocorreu durante uma audição de ministro da Presidência quando se debatia a inigração. A deputada disse que o Flip Melo ligritou volta para a tua terra. No despacho, aqui a RTPHVSS, o presidente da República considerou que estes factos podem configurar uma violação",9,
17,990.0,1116.0,16:30,18:36,126.0,2.1,34,1110.0,1140.0,18:30,19:00,30.0,6.0,0.047619047619047616,0.2,Eleições/Campanha,"Greves/Trabalho, Eleições/Campanha, Governo/Partidos, Justiça/Segurança",cotrim de figueiredo fala em instrumentalização | greve geral | oticias rtp pt | seg 10 20 14 | telejornal | dictos tr bt | tele jorna l | candidato à presidência da república,Other/Unknown,,,,dos deveros fundamentais dos deputados.,9,
18,1116.0,1146.0,18:36,19:06,30.0,0.5,34,1110.0,1140.0,18:30,19:00,30.0,24.0,0.8,0.8,Justiça/Segurança,Justiça/Segurança,sarkozy fora da prisão | seg 10 20 16 | telejornal,Other/Unknown,,,,dos deveros fundamentais dos deputados.,9,
18,1116.0,1146.0,18:36,19:06,30.0,0.5,35,1140.0,1170.0,19:00,19:30,30.0,6.0,0.2,0.2,Justiça/Segurança,Justiça/Segurança,sarkozy fora da prisão | seg 10 20 16 | telejornal,Eleições/Campanha,"Eleições/Campanha, Economia/Proteção Social, Internacional",,,"O caos instalou-se nos últimos dias nos aeroportos norte-americanos com milhares de voos cancelados ou trazados. A fluência aos bancos alimentares aumentou em muitos locais, preeníveis só comparáveis à pandemia à 42 milhões de pessoas em necessidade. Foram razões para o 8 senadores democratas, juntaram os seus votos aos repoblicanos e iniciaram assim o fim do bloqueio orçamental nos",10,
19,1146.0,1149.0,19:06,19:09,3.0,0.05,35,1140.0,1170.0,19:00,19:30,30.0,3.0,1.0,0.1,Other/Unknown,,iah | tate | seg 10 20 16 | telejornal,Eleições/Campanha,"Eleições/Campanha, Economia/Proteção Social, Internacional",,,"O caos instalou-se nos últimos dias nos aeroportos norte-americanos com milhares de voos cancelados ou trazados. A fluência aos bancos alimentares aumentou em muitos locais, preeníveis só comparáveis à pandemia à 42 milhões de pessoas em necessidade. Foram razões para o 8 senadores democratas, juntaram os seus votos aos repoblicanos e iniciaram assim o fim do bloqueio orçamental nos",10,
20,1149.0,1161.0,19:09,19:21,12.0,0.2,35,1140.0,1170.0,19:00,19:30,30.0,12.0,1.0,0.4,Internacional,Internacional,acordo no senado eua | seg 10 20 16 | telejornal | bloqueio orçamental pode chegar ao fim | spirit airlines | united airline | 2 16 pm | eleiorna,Eleições/Campanha,"Eleições/Campanha, Economia/Proteção Social, Internacional",,,"O caos instalou-se nos últimos dias nos aeroportos norte-americanos com milhares de voos cancelados ou trazados. A fluência aos bancos alimentares aumentou em muitos locais, preeníveis só comparáveis à pandemia à 42 milhões de pessoas em necessidade. Foram razões para o 8 senadores democratas, juntaram os seus votos aos repoblicanos e iniciaram assim o fim do bloqueio orçamental nos",10,
21,1161.0,1167.0,19:21,19:27,6.0,0.1,35,1140.0,1170.0,19:00,19:30,30.0,6.0,1.0,0.2,Other/Unknown,,seg 10 20 17 | telejornal,Eleições/Campanha,"Eleições/Campanha, Economia/Proteção Social, Internacional",,,"O caos instalou-se nos últimos dias nos aeroportos norte-americanos com milhares de voos cancelados ou trazados. A fluência aos bancos alimentares aumentou em muitos locais, preeníveis só comparáveis à pandemia à 42 milhões de pessoas em necessidade. Foram razões para o 8 senadores democratas, juntaram os seus votos aos repoblicanos e iniciaram assim o fim do bloqueio orçamental nos",10,
22,1167.0,1191.0,19:27,19:51,24.0,0.4,35,1140.0,1170.0,19:00,19:30,30.0,3.0,0.125,0.1,Other/Unknown,"Eleições/Campanha, Governo/Partidos",seg 10 20 17 | telejornal | h r 5371 the continuing appropriations and extensions act seg 10 20 17 | motion to invoke cloture on | nay | the motion to proceed to the consideration of telejornal | yea | o meu voto de hoje,Eleições/Campanha,"Eleições/Campanha, Economia/Proteção Social, Internacional",,,"O caos instalou-se nos últimos dias nos aeroportos norte-americanos com milhares de voos cancelados ou trazados. A fluência aos bancos alimentares aumentou em muitos locais, preeníveis só comparáveis à pandemia à 42 milhões de pessoas em necessidade. Foram razões para o 8 senadores democratas, juntaram os seus votos aos repoblicanos e iniciaram assim o fim do bloqueio orçamental nos",10,
22,1167.0,1191.0,19:27,19:51,24.0,0.4,36,1170.0,1200.0,19:30,20:00,30.0,21.0,0.875,0.7,Other/Unknown,"Eleições/Campanha, Governo/Partidos",seg 10 20 17 | telejornal | h r 5371 the continuing appropriations and extensions act seg 10 20 17 | motion to invoke cloture on | nay | the motion to proceed to the consideration of telejornal | yea | o meu voto de hoje,Internacional,Internacional,,,Estados Unidos.,10,
23,1191.0,1197.0,19:51,19:57,6.0,0.1,36,1170.0,1200.0,19:30,20:00,30.0,6.0,1.0,0.2,Other/Unknown,,seg 10 20 17 | telejornal | estimated security wait time less than 5 minutes | a hella,Internacional,Internacional,,,Estados Unidos.,10,
24,1197.0,1221.0,19:57,20:21,24.0,0.4,36,1170.0,1200.0,19:30,20:00,30.0,3.0,0.125,0.1,Other/Unknown,,seg 10 20 17 | telejornal | não têm de enfren tar a época festiva com ans i edade | noticias | telejorno | festiva com ansiedade | não têm de enfrentar a época | noticias i,Internacional,Internacional,,,Estados Unidos.,10,
28,1260.0,1266.0,21:00,21:06,6.0,0.1,39,1260.0,1290.0,21:00,21:30,30.0,6.0,1.0,0.2,Other/Unknown,Internacional,e julgo que os democratas | entendem isso | seg 10 20 18 | telejornal | noticias rtp pt | tele jornal | de pôr fim à paralisação governamental | e penso que estamos perto,Governo/Partidos,"Governo/Partidos, Internacional",,,"Esta proposta ainda trada ir à Câmara de Representantes e depois voltaram ao Senado para uma votação final antes de seguir para a Casa Branca para ser promulgada pelo Presidente norte-americano. De qualquer modo, é uma medida temporária para ver o funcionamento do governo até 30 de janeiro para dar tempo a eventuais entendimentos sobre a divergência de fundo, o acesso às",11,
29,1266.0,1278.0,21:06,21:18,12.0,0.2,39,1260.0,1290.0,21:00,21:30,30.0,12.0,1.0,0.4,Other/Unknown,,seg 10 20 18 | telejornal | rtp pt,Governo/Partidos,"Governo/Partidos, Internacional",,,"Esta proposta ainda trada ir à Câmara de Representantes e depois voltaram ao Senado para uma votação final antes de seguir para a Casa Branca para ser promulgada pelo Presidente norte-americano. De qualquer modo, é uma medida temporária para ver o funcionamento do governo até 30 de janeiro para dar tempo a eventuais entendimentos sobre a divergência de fundo, o acesso às",11,
30,1278.0,1287.0,21:18,21:27,9.0,0.15,39,1260.0,1290.0,21:00,21:30,30.0,9.0,1.0,0.3,Internacional,Internacional,rtp pt | seg 10 20 19 | telejornal | acordo no senado eua trade | bloque | bloqueio orçamental dura há 40 dias | acordo no senado eua,Governo/Partidos,"Governo/Partidos, Internacional",,,"Esta proposta ainda trada ir à Câmara de Representantes e depois voltaram ao Senado para uma votação final antes de seguir para a Casa Branca para ser promulgada pelo Presidente norte-americano. De qualquer modo, é uma medida temporária para ver o funcionamento do governo até 30 de janeiro para dar tempo a eventuais entendimentos sobre a divergência de fundo, o acesso às",11,
31,1287.0,1305.0,21:27,21:45,18.0,0.3,39,1260.0,1290.0,21:00,21:30,30.0,3.0,0.16666666666666666,0.1,Other/Unknown,,rtp pt | seg 10 20 19 | telejornal | repórter e editor de imagem | ricardo guerreiro,Governo/Partidos,"Governo/Partidos, Internacional",,,"Esta proposta ainda trada ir à Câmara de Representantes e depois voltaram ao Senado para uma votação final antes de seguir para a Casa Branca para ser promulgada pelo Presidente norte-americano. De qualquer modo, é uma medida temporária para ver o funcionamento do governo até 30 de janeiro para dar tempo a eventuais entendimentos sobre a divergência de fundo, o acesso às",11,
31,1287.0,1305.0,21:27,21:45,18.0,0.3,40,1290.0,1320.0,21:30,22:00,30.0,15.0,0.8333333333333334,0.5,Other/Unknown,,rtp pt | seg 10 20 19 | telejornal | repórter e editor de imagem | ricardo guerreiro,Saúde,Saúde,,,verbas para cuidados de saúde.,11,
32,1305.0,1374.0,21:45,22:54,69.0,1.15,40,1290.0,1320.0,21:30,22:00,30.0,15.0,0.21739130434782608,0.5,Internacional,Internacional,seg 10 20 19 | telejornal | guerra na ucrânia | rússia intensifica ofensiva no donetsk | é claro que gostaríamos que este conflito acabasse o mais breve possível | poderá terminar | assim que a rússia alcançar os objetivos inicialmente definidos | seg 10 20 20,Saúde,Saúde,,,verbas para cuidados de saúde.,11,
32,1305.0,1374.0,21:45,22:54,69.0,1.15,42,1350.0,1380.0,22:30,23:00,30.0,24.0,0.34782608695652173,0.8,Internacional,Internacional,seg 10 20 19 | telejornal | guerra na ucrânia | rússia intensifica ofensiva no donetsk | é claro que gostaríamos que este conflito acabasse o mais breve possível | poderá terminar | assim que a rússia alcançar os objetivos inicialmente definidos | seg 10 20 20,Habitação,Habitação,,,"Acible turísticos, no seu pomo, falou que está o dono sempre, vem arri �írians comwell, onde hygIES-renda os du察es e sedan vai com să fico groza a uma,",12,
33,1374.0,1401.0,22:54,23:21,27.0,0.45,42,1350.0,1380.0,22:30,23:00,30.0,6.0,0.2222222222222222,0.2,Other/Unknown,Educação,estudam remotamente numa escola | tudo é feito remotamente | seg 10 20 20 | telejornal | por isso parece me que têm | um interesse comum aqui o xadrez | por isso parece me que têm um interesse comum aqui o xadrez | sie p,Habitação,Habitação,,,"Acible turísticos, no seu pomo, falou que está o dono sempre, vem arri �írians comwell, onde hygIES-renda os du察es e sedan vai com să fico groza a uma,",12,
33,1374.0,1401.0,22:54,23:21,27.0,0.45,43,1380.0,1410.0,23:00,23:30,30.0,21.0,0.7777777777777778,0.7,Other/Unknown,Educação,estudam remotamente numa escola | tudo é feito remotamente | seg 10 20 20 | telejornal | por isso parece me que têm | um interesse comum aqui o xadrez | por isso parece me que têm um interesse comum aqui o xadrez | sie p,Other/Unknown,,,,"além desse mesmo choice de scoot ter смерto. A Damro do Cario, Papas B unserer ta Cup – 메�장ní��ígia. Estou lhes reclamado pela praele do os vai slower.",12,
34,1401.0,1431.0,23:21,23:51,30.0,0.5,43,1380.0,1410.0,23:00,23:30,30.0,9.0,0.3,0.3,Other/Unknown,,seg 10 20 21 | telejornal | libertado,Other/Unknown,,,,"além desse mesmo choice de scoot ter смерto. A Damro do Cario, Papas B unserer ta Cup – 메�장ní��ígia. Estou lhes reclamado pela praele do os vai slower.",12,
35,1431.0,1605.0,23:51,26:45,174.0,2.9,45,1440.0,1470.0,24:00,24:30,30.0,30.0,0.1724137931034483,1.0,Justiça/Segurança,Justiça/Segurança,seg 10 20 21 | telejornal | sarkozy saiu da prisão | colocado sob supervisão judicial | a dois níveis | perturba me que haja uma justiça | da mesma forma | e que não sejamos todos tratados,Other/Unknown,,,,"Os vís de execução de penas considerou não haver perigo de fuga ou risco da distribuição de provas. Por isso, arrecosir pode ser inilibrado com control judicial, sem por ser eletrônica. O antigo Steff de Estado está em pedido de sair do",13,
35,1431.0,1605.0,23:51,26:45,174.0,2.9,46,1470.0,1500.0,24:30,25:00,30.0,30.0,0.1724137931034483,1.0,Justiça/Segurança,Justiça/Segurança,seg 10 20 21 | telejornal | sarkozy saiu da prisão | colocado sob supervisão judicial | a dois níveis | perturba me que haja uma justiça | da mesma forma | e que não sejamos todos tratados,Justiça/Segurança,"Governo/Partidos, Justiça/Segurança",,,"país, não pode contactar direto ou indiratamente com os outros condinados. Numa medida inédita e para não haver pressão sobre advogados e mostrados, o juíste também decidiu que o antigo Steff de Estado não pode contactar com o ministro da justiça exercício. Esta decisão de libertação não termina com a condinação da cinco anos de cadeia no processo de financiamento e legal da","13, 14",
35,1431.0,1605.0,23:51,26:45,174.0,2.9,47,1500.0,1530.0,25:00,25:30,30.0,30.0,0.1724137931034483,1.0,Justiça/Segurança,Justiça/Segurança,seg 10 20 21 | telejornal | sarkozy saiu da prisão | colocado sob supervisão judicial | a dois níveis | perturba me que haja uma justiça | da mesma forma | e que não sejamos todos tratados,Justiça/Segurança,"Eleições/Campanha, Justiça/Segurança",,,campanha presidencial de 2017. Significa assim que Nicola Sarcosi pode esperar em casa pela decisão do recurso apresentado no Supremo Tribunal de Justiça recurso mesmo que será decidido em março do próximo.,14,
35,1431.0,1605.0,23:51,26:45,174.0,2.9,49,1560.0,1590.0,26:00,26:30,30.0,30.0,0.1724137931034483,1.0,Justiça/Segurança,Justiça/Segurança,seg 10 20 21 | telejornal | sarkozy saiu da prisão | colocado sob supervisão judicial | a dois níveis | perturba me que haja uma justiça | da mesma forma | e que não sejamos todos tratados,Justiça/Segurança,Justiça/Segurança,,,O Tufão Fung Long provocou destruição nas Filipinas. O Tufão fez quatro mortos no país e obrigou 1 milhão e 400 mil pessoas a abandonarem as,15,
35,1431.0,1605.0,23:51,26:45,174.0,2.9,50,1590.0,1620.0,26:30,27:00,30.0,15.0,0.08620689655172414,0.5,Justiça/Segurança,Justiça/Segurança,seg 10 20 21 | telejornal | sarkozy saiu da prisão | colocado sob supervisão judicial | a dois níveis | perturba me que haja uma justiça | da mesma forma | e que não sejamos todos tratados,Governo/Partidos,"Governo/Partidos, Internacional, Ambiente/Meteorologia/Proteção Civil",,,"casas. As rejadas de ventos chegaram aos 230 km por hora, com a chuva e não dar mais de 100 localidades. O Tufão dirige agora para Taiwan, mas está a perder intensidade. e começou no Brasil a conferência das Nossas Unidas sobre mudanças climáticas, COP 30, conta com ilgações de 160 países e 57 chefes de Estado ou do governo. Entre eles não estão","15, 16",
